cohort	tool	tool_key	n	true_HQ	pred_HQ	true_MQ	pred_MQ	true_LQ	pred_LQ	class_agreement_pct	n_truly_below_5pct_cont	false_fail_5pct_n	false_fail_5pct_rate	n_truly_below_10pct_cont	false_fail_10pct_rate	true_comp_ge90_n	pred_comp_ge90_n	comp90_recall_pct	denominator
zymo_8_isolates	MAGICC V5	magicc	8	8	8	0	0	0	0	100.0	8	0	0.0	8	0.0	8	8	100.0	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)
zymo_8_isolates	CheckM2 1.0.1	checkm2	8	8	8	0	0	0	0	100.0	8	0	0.0	8	0.0	8	8	100.0	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)
zymo_8_isolates	CoCoPyE 0.5.0	cocopye	8	8	8	0	0	0	0	100.0	8	0	0.0	8	0.0	8	8	100.0	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)
zymo_8_isolates	DeepCheck	deepcheck	8	8	8	0	0	0	0	100.0	8	0	0.0	8	0.0	8	8	100.0	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)
