set	set_label	status	tier	tool	tool_label	tool_role	n	n_clusters	clustered_bootstrap	true_class	pred_class	row_frac
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	0	1000	False	high	medium	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1	1000	False	high	low	0.09090909090909091
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	5	1000	False	medium	high	0.04854368932038835
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	90	1000	False	medium	medium	0.8737864077669902
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	8	1000	False	medium	low	0.07766990291262135
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	0	1000	False	low	high	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	13	1000	False	low	medium	0.014672686230248307
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	873	1000	False	low	low	0.9853273137697517
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	7	1000	False	high	high	0.6363636363636364
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	3	1000	False	high	medium	0.2727272727272727
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1	1000	False	high	low	0.09090909090909091
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	5	1000	False	medium	high	0.04854368932038835
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	89	1000	False	medium	medium	0.8640776699029126
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	9	1000	False	medium	low	0.08737864077669903
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	0	1000	False	low	high	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	9	1000	False	low	medium	0.010158013544018058
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	877	1000	False	low	low	0.989841986455982
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	9	1000	False	high	high	0.8181818181818182
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	2	1000	False	high	medium	0.18181818181818182
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	0	1000	False	high	low	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	3	1000	False	medium	high	0.02912621359223301
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	93	1000	False	medium	medium	0.9029126213592233
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	7	1000	False	medium	low	0.06796116504854369
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	0	1000	False	low	high	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	10	1000	False	low	medium	0.011286681715575621
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	876	1000	False	low	low	0.9887133182844243
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	checkm2	CheckM2 1.0.1	competitor	10	1000	False	high	high	0.9090909090909091
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	checkm2	CheckM2 1.0.1	competitor	1	1000	False	high	medium	0.09090909090909091
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	checkm2	CheckM2 1.0.1	competitor	0	1000	False	high	low	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	checkm2	CheckM2 1.0.1	competitor	17	1000	False	medium	high	0.1650485436893204
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	checkm2	CheckM2 1.0.1	competitor	80	1000	False	medium	medium	0.7766990291262136
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	checkm2	CheckM2 1.0.1	competitor	6	1000	False	medium	low	0.05825242718446602
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	checkm2	CheckM2 1.0.1	competitor	50	1000	False	low	high	0.056433408577878104
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	checkm2	CheckM2 1.0.1	competitor	427	1000	False	low	medium	0.481941309255079
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	checkm2	CheckM2 1.0.1	competitor	409	1000	False	low	low	0.4616252821670429
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	cocopye	CoCoPyE 0.5.0	competitor	6	1000	False	high	high	0.5454545454545454
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	cocopye	CoCoPyE 0.5.0	competitor	5	1000	False	high	medium	0.45454545454545453
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	cocopye	CoCoPyE 0.5.0	competitor	0	1000	False	high	low	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	cocopye	CoCoPyE 0.5.0	competitor	9	1000	False	medium	high	0.08737864077669903
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	cocopye	CoCoPyE 0.5.0	competitor	85	1000	False	medium	medium	0.8252427184466019
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	cocopye	CoCoPyE 0.5.0	competitor	9	1000	False	medium	low	0.08737864077669903
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	cocopye	CoCoPyE 0.5.0	competitor	2	1000	False	low	high	0.002257336343115124
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	cocopye	CoCoPyE 0.5.0	competitor	40	1000	False	low	medium	0.045146726862302484
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	cocopye	CoCoPyE 0.5.0	competitor	844	1000	False	low	low	0.9525959367945824
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	deepcheck	DeepCheck	competitor	6	1000	False	high	high	0.5454545454545454
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	deepcheck	DeepCheck	competitor	5	1000	False	high	medium	0.45454545454545453
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	deepcheck	DeepCheck	competitor	0	1000	False	high	low	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	deepcheck	DeepCheck	competitor	18	1000	False	medium	high	0.17475728155339806
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	deepcheck	DeepCheck	competitor	79	1000	False	medium	medium	0.7669902912621359
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	deepcheck	DeepCheck	competitor	6	1000	False	medium	low	0.05825242718446602
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	deepcheck	DeepCheck	competitor	107	1000	False	low	high	0.12076749435665914
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	deepcheck	DeepCheck	competitor	602	1000	False	low	medium	0.6794582392776524
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	deepcheck	DeepCheck	competitor	177	1000	False	low	low	0.19977426636568849
set_E	Set E (realistic mixture)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	53	785	True	high	high	0.803030303030303
set_E	Set E (realistic mixture)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	10	785	True	high	medium	0.15151515151515152
set_E	Set E (realistic mixture)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	3	785	True	high	low	0.045454545454545456
set_E	Set E (realistic mixture)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	8	785	True	medium	high	0.037209302325581395
set_E	Set E (realistic mixture)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	201	785	True	medium	medium	0.9348837209302325
set_E	Set E (realistic mixture)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	6	785	True	medium	low	0.027906976744186046
set_E	Set E (realistic mixture)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	2	785	True	low	high	0.0027816411682892906
set_E	Set E (realistic mixture)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	17	785	True	low	medium	0.02364394993045897
set_E	Set E (realistic mixture)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	700	785	True	low	low	0.9735744089012517
set_E	Set E (realistic mixture)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	52	785	True	high	high	0.7878787878787878
set_E	Set E (realistic mixture)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	9	785	True	high	medium	0.13636363636363635
set_E	Set E (realistic mixture)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	5	785	True	high	low	0.07575757575757576
set_E	Set E (realistic mixture)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	4	785	True	medium	high	0.018604651162790697
set_E	Set E (realistic mixture)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	200	785	True	medium	medium	0.9302325581395349
set_E	Set E (realistic mixture)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	11	785	True	medium	low	0.05116279069767442
set_E	Set E (realistic mixture)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1	785	True	low	high	0.0013908205841446453
set_E	Set E (realistic mixture)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	14	785	True	low	medium	0.019471488178025034
set_E	Set E (realistic mixture)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	704	785	True	low	low	0.9791376912378303
set_E	Set E (realistic mixture)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	51	785	True	high	high	0.7727272727272727
set_E	Set E (realistic mixture)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	15	785	True	high	medium	0.22727272727272727
set_E	Set E (realistic mixture)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	0	785	True	high	low	0.0
set_E	Set E (realistic mixture)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	0	785	True	medium	high	0.0
set_E	Set E (realistic mixture)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	209	785	True	medium	medium	0.9720930232558139
set_E	Set E (realistic mixture)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	6	785	True	medium	low	0.027906976744186046
set_E	Set E (realistic mixture)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1	785	True	low	high	0.0013908205841446453
set_E	Set E (realistic mixture)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	14	785	True	low	medium	0.019471488178025034
set_E	Set E (realistic mixture)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	704	785	True	low	low	0.9791376912378303
set_E	Set E (realistic mixture)	current	primary	checkm2	CheckM2 1.0.1	competitor	57	785	True	high	high	0.8636363636363636
set_E	Set E (realistic mixture)	current	primary	checkm2	CheckM2 1.0.1	competitor	8	785	True	high	medium	0.12121212121212122
set_E	Set E (realistic mixture)	current	primary	checkm2	CheckM2 1.0.1	competitor	1	785	True	high	low	0.015151515151515152
set_E	Set E (realistic mixture)	current	primary	checkm2	CheckM2 1.0.1	competitor	13	785	True	medium	high	0.06046511627906977
set_E	Set E (realistic mixture)	current	primary	checkm2	CheckM2 1.0.1	competitor	198	785	True	medium	medium	0.9209302325581395
set_E	Set E (realistic mixture)	current	primary	checkm2	CheckM2 1.0.1	competitor	4	785	True	medium	low	0.018604651162790697
set_E	Set E (realistic mixture)	current	primary	checkm2	CheckM2 1.0.1	competitor	14	785	True	low	high	0.019471488178025034
set_E	Set E (realistic mixture)	current	primary	checkm2	CheckM2 1.0.1	competitor	95	785	True	low	medium	0.13212795549374132
set_E	Set E (realistic mixture)	current	primary	checkm2	CheckM2 1.0.1	competitor	610	785	True	low	low	0.8484005563282336
set_E	Set E (realistic mixture)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	51	785	True	high	high	0.7727272727272727
set_E	Set E (realistic mixture)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	11	785	True	high	medium	0.16666666666666666
set_E	Set E (realistic mixture)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	4	785	True	high	low	0.06060606060606061
set_E	Set E (realistic mixture)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	10	785	True	medium	high	0.046511627906976744
set_E	Set E (realistic mixture)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	194	785	True	medium	medium	0.9023255813953488
set_E	Set E (realistic mixture)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	11	785	True	medium	low	0.05116279069767442
set_E	Set E (realistic mixture)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	0	785	True	low	high	0.0
set_E	Set E (realistic mixture)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	19	785	True	low	medium	0.02642559109874826
set_E	Set E (realistic mixture)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	700	785	True	low	low	0.9735744089012517
set_E	Set E (realistic mixture)	current	primary	deepcheck	DeepCheck	competitor	57	785	True	high	high	0.8636363636363636
set_E	Set E (realistic mixture)	current	primary	deepcheck	DeepCheck	competitor	9	785	True	high	medium	0.13636363636363635
set_E	Set E (realistic mixture)	current	primary	deepcheck	DeepCheck	competitor	0	785	True	high	low	0.0
set_E	Set E (realistic mixture)	current	primary	deepcheck	DeepCheck	competitor	22	785	True	medium	high	0.10232558139534884
set_E	Set E (realistic mixture)	current	primary	deepcheck	DeepCheck	competitor	189	785	True	medium	medium	0.8790697674418605
set_E	Set E (realistic mixture)	current	primary	deepcheck	DeepCheck	competitor	4	785	True	medium	low	0.018604651162790697
set_E	Set E (realistic mixture)	current	primary	deepcheck	DeepCheck	competitor	28	785	True	low	high	0.03894297635605007
set_E	Set E (realistic mixture)	current	primary	deepcheck	DeepCheck	competitor	200	785	True	low	medium	0.27816411682892905
set_E	Set E (realistic mixture)	current	primary	deepcheck	DeepCheck	competitor	491	785	True	low	low	0.6828929068150209
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	15	100	True	high	high	0.5
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	6	100	True	high	medium	0.2
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	9	100	True	high	low	0.3
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	8	100	True	medium	high	0.11428571428571428
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	36	100	True	medium	medium	0.5142857142857142
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	26	100	True	medium	low	0.37142857142857144
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	0	100	True	low	high	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	21	100	True	low	medium	0.023333333333333334
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	879	100	True	low	low	0.9766666666666667
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	30	100	True	high	high	1.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	0	100	True	high	medium	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	0	100	True	high	low	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	27	100	True	medium	high	0.38571428571428573
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	39	100	True	medium	medium	0.5571428571428572
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	4	100	True	medium	low	0.05714285714285714
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	104	100	True	low	high	0.11555555555555555
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	594	100	True	low	medium	0.66
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	202	100	True	low	low	0.22444444444444445
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	0	100	True	high	high	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	26	100	True	high	medium	0.8666666666666667
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	4	100	True	high	low	0.13333333333333333
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	0	100	True	medium	high	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	52	100	True	medium	medium	0.7428571428571429
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	18	100	True	medium	low	0.2571428571428571
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	0	100	True	low	high	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	150	100	True	low	medium	0.16666666666666666
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	750	100	True	low	low	0.8333333333333334
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	9	100	True	high	high	0.3
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	21	100	True	high	medium	0.7
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	0	100	True	high	low	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	10	100	True	medium	high	0.14285714285714285
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	51	100	True	medium	medium	0.7285714285714285
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	9	100	True	medium	low	0.12857142857142856
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	20	100	True	low	high	0.022222222222222223
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	690	100	True	low	medium	0.7666666666666667
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	190	100	True	low	low	0.2111111111111111
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	8	100	True	high	high	0.6153846153846154
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	3	100	True	high	medium	0.23076923076923078
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	2	100	True	high	low	0.15384615384615385
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	6	100	True	medium	high	0.06
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	84	100	True	medium	medium	0.84
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	10	100	True	medium	low	0.1
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1	100	True	low	high	0.0011273957158962795
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	20	100	True	low	medium	0.02254791431792559
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	866	100	True	low	low	0.9763246899661782
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	12	100	True	high	high	0.9230769230769231
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	1	100	True	high	medium	0.07692307692307693
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	0	100	True	high	low	0.0
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	18	100	True	medium	high	0.18
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	82	100	True	medium	medium	0.82
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	0	100	True	medium	low	0.0
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	41	100	True	low	high	0.046223224351747465
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	460	100	True	low	medium	0.5186020293122886
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	386	100	True	low	low	0.4351747463359639
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	11	100	True	high	high	0.8461538461538461
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1	100	True	high	medium	0.07692307692307693
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1	100	True	high	low	0.07692307692307693
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	11	100	True	medium	high	0.11
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	81	100	True	medium	medium	0.81
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	8	100	True	medium	low	0.08
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	2	100	True	low	high	0.002254791431792559
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	47	100	True	low	medium	0.05298759864712514
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	838	100	True	low	low	0.9447576099210823
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	12	100	True	high	high	0.9230769230769231
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	1	100	True	high	medium	0.07692307692307693
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	0	100	True	high	low	0.0
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	17	100	True	medium	high	0.17
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	82	100	True	medium	medium	0.82
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	1	100	True	medium	low	0.01
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	89	100	True	low	high	0.10033821871476889
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	652	100	True	low	medium	0.7350620067643743
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	146	100	True	low	low	0.16459977452085683
set_A	Set A v1 (superseded by Set A v2)	legacy_superseded	secondary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	175	582	True	high	high	0.9615384615384616
set_A	Set A v1 (superseded by Set A v2)	legacy_superseded	secondary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	6	582	True	high	medium	0.03296703296703297
set_A	Set A v1 (superseded by Set A v2)	legacy_superseded	secondary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1	582	True	high	low	0.005494505494505495
set_A	Set A v1 (superseded by Set A v2)	legacy_superseded	secondary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	8	582	True	medium	high	0.019138755980861243
