set	set_label	status	tier	tool	tool_label	tool_role	n	n_clusters	clustered_bootstrap	mimag_class	support_true	support_true_frac	n_predicted	precision	precision_ci_lo	precision_ci_hi	recall	recall_ci_lo	recall_ci_hi	f1	f1_ci_lo	f1_ci_hi
set_E	Set E (realistic mixture)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	785	True	medium	215	0.215	228	0.881578947368421	0.8364485981308412	0.9223744292237442	0.9348837209302325	0.9009329003259903	0.9663471638655462	0.90744920993228	0.8762364450730787	0.9336101806356457
set_E	Set E (realistic mixture)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	785	True	high	66	0.066	57	0.9122807017543859	0.8363561847988077	0.9807692307692307	0.7878787878787878	0.6811594202898551	0.8833514492753622	0.8455284552845528	0.773719184685305	0.9078037513997759
set_E	Set E (realistic mixture)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	785	True	low	719	0.719	720	0.9777777777777777	0.966572650668407	0.988700963400349	0.9791376912378303	0.9680421260025392	0.9890564613188012	0.9784572619874914	0.9708471045197741	0.9857259277747058
set_E	Set E (realistic mixture)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	785	True	medium	215	0.215	223	0.8968609865470852	0.856468621399177	0.9342120706696319	0.9302325581395349	0.895	0.9634785842682699	0.9132420091324202	0.8861954822692862	0.9392045788514666
set_E	Set E (realistic mixture)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	785	True	high	66	0.066	52	0.9807692307692307	0.9354663394109397	1.0	0.7727272727272727	0.6716364605543711	0.8688524590163934	0.864406779661017	0.793103448275862	0.923076923076923
set_E	Set E (realistic mixture)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	785	True	low	719	0.719	710	0.9915492957746479	0.9842851522583282	0.9972451790633609	0.9791376912378303	0.9673458266140245	0.9891770996963508	0.9853044086773968	0.9786014719839893	0.9914775749516442
set_E	Set E (realistic mixture)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	785	True	medium	215	0.215	238	0.8781512605042017	0.8312222587539043	0.920175229182582	0.9720930232558139	0.9483491860252424	0.9908256880733946	0.922737306843267	0.8946132821201302	0.9477930680066236
set_E	Set E (realistic mixture)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	785	True	high	66	0.066	84	0.6785714285714286	0.5753424657534246	0.7802348336594911	0.8636363636363636	0.7702702702702703	0.9428571428571428	0.76	0.6762539264363157	0.8333333333333334
set_E	Set E (realistic mixture)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	785	True	low	719	0.719	615	0.991869918699187	0.9838442576239995	0.9983633387888707	0.8484005563282336	0.8196698383583629	0.8751834181718126	0.9145427286356822	0.8972239480574989	0.9299337917053262
set_E	Set E (realistic mixture)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	785	True	medium	215	0.215	301	0.6578073089700996	0.6039491054368594	0.7133965685590737	0.9209302325581395	0.8844407713498623	0.9545505964623612	0.7674418604651163	0.7251450338994897	0.8078441799266439
set_E	Set E (realistic mixture)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	785	True	high	66	0.066	61	0.8360655737704918	0.7424242424242424	0.9231132075471696	0.7727272727272727	0.6666666666666666	0.8676664086687306	0.8031496062992125	0.7199856115107912	0.8709677419354839
