scope	novelty_class	novelty_depth	tool	tool_label	n_genomes	n_clusters_set_x_ref	n_distinct_reference_accessions	seed	bootstrap_iterations	cluster_definition	completeness_mae	completeness_mae_ci_lo	completeness_mae_ci_hi	completeness_bias	completeness_bias_ci_lo	completeness_bias_ci_hi	contamination_mae	contamination_mae_ci_lo	contamination_mae_ci_hi	contamination_bias	contamination_bias_ci_lo	contamination_bias_ci_hi	completeness_r2_cod	completeness_r2_cod_ci_lo	completeness_r2_cod_ci_hi	contamination_r2_cod	contamination_r2_cod_ci_lo	contamination_r2_cod_ci_hi	false_fail_rate_cont5	false_fail_rate_cont5_ci_lo	false_fail_rate_cont5_ci_hi	false_pass_rate_cont5	false_pass_rate_cont5_ci_lo	false_pass_rate_cont5_ci_hi	balanced_accuracy_cont5	balanced_accuracy_cont5_ci_lo	balanced_accuracy_cont5_ci_hi	completeness_r2_omitted_reason	contamination_r2_omitted_reason	cont5_n_true_pass_DENOM_false_fail	cont5_n_true_fail_DENOM_false_pass	cont5_n_false_fail	cont5_n_false_pass	false_fail_denominator_statement	false_pass_denominator_statement	true_completeness_variance	true_contamination_variance	supports_claim
pooled_five_sets	genus_novel	2.0	deepcheck	DeepCheck	339	93	63	20334546	2000	set x dominant_accession	15.850195868898313	13.76145636710777	17.80889098033314	-9.700150943244658	-13.11906421760731	-5.503647705406654	37.09624950322976	33.22088491501041	40.398591399494904	-36.6382650320743	-40.086105135866404	-32.63899575353153	-0.3205178822885424	-0.6453830988079083	-0.023284875336485905	-1.5419368622599943	-1.9709316769517307	-1.1115626018738667	0.0	0.0	0.0	0.6006944444444444	0.5126960001637599	0.6757898878011893	0.6996527777777778	0.6621050560994053	0.74365199991812			51	288	0	173	0/51 genomes whose TRUE contamination is < 5%	173/288 genomes whose TRUE contamination is >= 5%	280.029732159441	808.6485879075234	True
pooled_five_sets	family_novel	3.0	magicc_v5	MAGICC v5 (released, v0.3.0)	122	18	15	20359552	2000	set x dominant_accession	10.498969307759532	6.927880171323305	13.597000355448458	-7.381430218960565	-12.259794675695801	-1.9500364893351705	11.81430706488417	10.271083251886505	13.763244292895665	0.6411140494702636	-4.759161893706161	6.303258514401529	0.2906250178488603	-0.09292459574469879	0.6011298596522772	0.6524563252620215	0.5045915560862159	0.7511702982111398	0.75	0.4166666666666667	1.0	0.02727272727272727	0.0	0.055047677526547704	0.6113636363636363	0.49528301886792453	0.7698660714285712			12	110	9	3	9/12 genomes whose TRUE contamination is < 5%	3/110 genomes whose TRUE contamination is >= 5%	269.15495199783277	637.0380799421345	False
pooled_five_sets	family_novel	3.0	checkm2	CheckM2 1.0.1	122	18	15	20359552	2000	set x dominant_accession	7.21878439548521	6.28952103297082	8.028598158198164	-4.301475718960566	-5.805470182750578	-2.771634210304245	34.124305245255826	29.11525066362005	38.13719074260393	-33.84340729552974	-37.974000694486634	-28.61111533198783	0.6761454756280219	0.5895107922938929	0.7452817542579313	-1.7165645618761052	-2.2570717350519174	-1.2360241350295682	0.0	0.0	0.0	0.5636363636363636	0.4081240188383046	0.6991371681415928	0.7181818181818181	0.6504314159292036	0.7959379905808476			12	110	0	62	0/12 genomes whose TRUE contamination is < 5%	62/110 genomes whose TRUE contamination is >= 5%	269.15495199783277	637.0380799421345	False
pooled_five_sets	family_novel	3.0	cocopye	CoCoPyE 0.5.0	122	18	15	20359552	2000	set x dominant_accession	14.712514547258456	12.502378839900684	16.830938541720034	-12.912587853685302	-15.430873566099573	-10.017121086291315	26.1260846933796	22.054335248952004	29.60720166402104	-25.01599747378155	-28.829715786276147	-20.67369754017198	-0.11649685892736117	-0.6014156792536696	0.20995428437383437	-0.7298593741896737	-1.0847115845157325	-0.4093750756447151	0.5833333333333334	0.2	0.8823529411764706	0.05454545454545454	0.018501984126984155	0.09449084911683335	0.681060606060606	0.5325554945752748	0.8790778688524589			12	110	7	6	7/12 genomes whose TRUE contamination is < 5%	6/110 genomes whose TRUE contamination is >= 5%	269.15495199783277	637.0380799421345	False
pooled_five_sets	family_novel	3.0	deepcheck	DeepCheck	122	18	15	20359552	2000	set x dominant_accession	17.253330424414724	13.87099280644933	19.817298720875193	-15.643614340806748	-18.908306785294016	-11.085302680633836	36.57839067543862	31.895658340135288	40.42581517358009	-36.25437334909084	-40.18262633802128	-31.20747791345005	-0.46152646866425595	-1.0942530063416698	0.007692498604842252	-2.0066388135577222	-2.5945448180304034	-1.5095374657364018	0.0	0.0	0.0	0.7636363636363637	0.6476050420168068	0.8600073529411765	0.6181818181818182	0.5699963235294119	0.6761974789915967			12	110	0	84	0/12 genomes whose TRUE contamination is < 5%	84/110 genomes whose TRUE contamination is >= 5%	269.15495199783277	637.0380799421345	False
pooled_five_sets	order_novel	4.0	magicc_v5	MAGICC v5 (released, v0.3.0)	56	10	9	20297247	2000	set x dominant_accession	9.08718458238629	7.129409564448749	11.313913184806287	-3.913538260957716	-9.300019649299395	3.1629393397583367	6.366954186417546	5.123758093503853	8.139289551306186	-1.9971299653201502	-3.281144036128001	0.8676881494023916	0.4873842190584067	0.22796850728415852	0.6388077513885828	0.8963751527513222	0.7949437861448825	0.9334077600268287	0.2	0.0	1.0	0.0196078431372549	0.0	0.05714285714285714	0.8901960784313725	0.4861111111111111	1.0			5	51	1	1	1/5 genomes whose TRUE contamination is < 5%	1/51 genomes whose TRUE contamination is >= 5%	235.72243715810205	675.4183235993395	False
pooled_five_sets	order_novel	4.0	checkm2	CheckM2 1.0.1	56	10	9	20297247	2000	set x dominant_accession	7.172112756899426	4.785271203399614	9.267230995582455	0.2962537211851414	-2.892927200522369	3.5028744596943096	33.086617079605865	23.63599271557518	39.573586957267985	-32.94445361532015	-39.49719812733019	-23.2023754872321	0.6079508515918712	0.4795035830925753	0.7500752072467455	-1.4180380625671787	-2.37153664752945	-0.734797901835789	0.0	0.0	0.0	0.5490196078431373	0.4185562015503877	0.6875	0.7254901960784313	0.5865683229813672	0.7878933566433566			5	51	0	28	0/5 genomes whose TRUE contamination is < 5%	28/51 genomes whose TRUE contamination is >= 5%	235.72243715810205	675.4183235993395	False
pooled_five_sets	order_novel	4.0	cocopye	CoCoPyE 0.5.0	56	10	9	20297247	2000	set x dominant_accession	9.73289866558129	6.778222804512653	11.821097120522222	-7.836475697541054	-10.277389659407119	-4.823456247502399	25.648124291128518	18.783263595750213	31.17200365075364	-24.47336365647228	-30.633151396652934	-16.72797860659892	0.28102187864005324	-0.10998519059917672	0.6350295572002396	-0.5908116974648052	-1.331425798962958	-0.05990992140916029	0.6	0.0	1.0	0.09803921568627451	0.0	0.2667460317460313	0.6509803921568628	0.47982190860215057	1.0			5	51	3	5	3/5 genomes whose TRUE contamination is < 5%	5/51 genomes whose TRUE contamination is >= 5%	235.72243715810205	675.4183235993395	False
pooled_five_sets	order_novel	4.0	deepcheck	DeepCheck	56	10	9	20297247	2000	set x dominant_accession	12.83702502057566	7.609691102702006	17.718586744861362	-11.721220526883533	-16.76743794246004	-5.2958156641403935	35.3872315011893	25.82621366418554	41.97338090586975	-35.3872315011893	-41.97338090586976	-25.82621366418554	-0.05281573245683213	-0.5293900549844428	0.5074072421372746	-1.6913819743837748	-2.8439419566154807	-0.9534028851071547	0.0	0.0	0.0	0.6470588235294118	0.5142857142857142	0.7878787878787878	0.6764705882352942	0.46416505791505813	0.7407407407407407			5	51	0	33	0/5 genomes whose TRUE contamination is < 5%	33/51 genomes whose TRUE contamination is >= 5%	235.72243715810205	675.4183235993395	False
pooled_five_sets	class_novel	5.0	magicc_v5	MAGICC v5 (released, v0.3.0)	1	1	1	20337656	2000	set x dominant_accession	2.366332684279392	2.366332684279392	2.366332684279392	2.366332684279392	2.366332684279392	2.366332684279392	0.1621306	0.1621306	0.1621306	0.1621306	0.1621306	0.1621306							0.0	0.0	0.0				1.0	1.0	1.0	true completeness variance 0 ~ 0 (R1-m19)	true contamination variance 0 ~ 0 (R1-m19)	1	0	0	0	0/1 genomes whose TRUE contamination is < 5%	0/0 genomes whose TRUE contamination is >= 5%	0.0	0.0	False
pooled_five_sets	class_novel	5.0	checkm2	CheckM2 1.0.1	1	1	1	20337656	2000	set x dominant_accession	3.0709756842793965	3.0709756842793965	3.0709756842793965	3.0709756842793965	3.0709756842793965	3.0709756842793965	0.07	0.07	0.07	0.07	0.07	0.07							0.0	0.0	0.0				1.0	1.0	1.0	true completeness variance 0 ~ 0 (R1-m19)	true contamination variance 0 ~ 0 (R1-m19)	1	0	0	0	0/1 genomes whose TRUE contamination is < 5%	0/0 genomes whose TRUE contamination is >= 5%	0.0	0.0	False
pooled_five_sets	class_novel	5.0	cocopye	CoCoPyE 0.5.0	1	1	1	20337656	2000	set x dominant_accession	10.870979200196047	10.870979200196047	10.870979200196047	10.870979200196047	10.870979200196047	10.870979200196047	4.28073704520785	4.28073704520785	4.28073704520785	4.28073704520785	4.28073704520785	4.28073704520785							0.0	0.0	0.0				1.0	1.0	1.0	true completeness variance 0 ~ 0 (R1-m19)	true contamination variance 0 ~ 0 (R1-m19)	1	0	0	0	0/1 genomes whose TRUE contamination is < 5%	0/0 genomes whose TRUE contamination is >= 5%	0.0	0.0	False
pooled_five_sets	class_novel	5.0	deepcheck	DeepCheck	1	1	1	20337656	2000	set x dominant_accession	4.239498253708888	4.239498253708888	4.239498253708888	-4.239498253708888	-4.239498253708888	-4.239498253708888	0.0679157674312591	0.0679157674312591	0.0679157674312591	0.0679157674312591	0.0679157674312591	0.0679157674312591							0.0	0.0	0.0				1.0	1.0	1.0	true completeness variance 0 ~ 0 (R1-m19)	true contamination variance 0 ~ 0 (R1-m19)	1	0	0	0	0/1 genomes whose TRUE contamination is < 5%	0/0 genomes whose TRUE contamination is >= 5%	0.0	0.0	False
pooled_five_sets	family_novel_or_deeper (pooled)		magicc_v5	MAGICC v5 (released, v0.3.0)	179	29	25	20297301	2000	set x dominant_accession	10.011859915332815	7.454714782881272	12.42031388831761	-6.242046349958333	-10.378716031347457	-1.9448628352273523	10.045011323772352	8.471446808126442	11.765374917314697	-0.18693426493048176	-3.785126395762531	3.7968105897542146	0.36512080958205917	0.078267290631552	0.5878531818823647	0.7358756930645393	0.6251994338969606	0.8148908167838027	0.5555555555555556	0.26310068649885593	0.8333333333333334	0.024844720496894408	0.006023194574706012	0.045714285714285714	0.709799861973775	0.5729970891002103	0.8562156152576562			18	161	10	4	10/18 genomes whose TRUE contamination is < 5%	4/161 genomes whose TRUE contamination is >= 5%	264.5648292873566	654.2140659886521	True
