dominant_accession	canonical_assembly_key	sets	n_benchmark_genomes	gtdb_taxonomy	novelty_class	novelty_depth	deepest_represented_rank	novelty_class_suffix_stripped_sensitivity	novelty_class_vs_train_plus_val_sensitivity	phylum	phylum_in_train	phylum_n_train_genomes	class	class_in_train	class_n_train_genomes	order	order_in_train	order_n_train_genomes	family	family_in_train	family_n_train_genomes	genus	genus_in_train	genus_n_train_genomes	species	species_in_train	species_n_train_genomes
GB_GCA_000017485.1	000017485	set_B_v2	1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	lineage_represented	0	species	lineage_represented	lineage_represented	Campylobacterota	True	4973	Campylobacteria	True	4968	Campylobacterales	True	4958	Campylobacteraceae	True	2947	Campylobacter_D	True	2555	Campylobacter_D jejuni	True	1499
GB_GCA_000063505.1	000063505	set_A_v2;set_E	3	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp000063505	lineage_represented	0	species	lineage_represented	lineage_represented	Cyanobacteriota	True	1317	Cyanobacteriia	True	813	PCC-6307	True	304	Cyanobiaceae	True	304	Synechococcus_C	True	28	Synechococcus_C sp000063505	True	1
GB_GCA_000184085.1	000184085	set_A_v2;set_B_v2;set_E	4	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	lineage_represented	0	species	lineage_represented	lineage_represented	Campylobacterota	True	4973	Campylobacteria	True	4968	Campylobacterales	True	4958	Campylobacteraceae	True	2947	Campylobacter_D	True	2555	Campylobacter_D jejuni	True	1499
GB_GCA_000283975.1	000283975	set_E	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Melissococcus;s__Melissococcus plutonius	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Lactobacillales	True	8717	Enterococcaceae	True	1371	Melissococcus	True	6	Melissococcus plutonius	True	6
GB_GCA_000298535.2	000298535	set_A_v2	1	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydophila;s__Chlamydophila psittaci	lineage_represented	0	species	lineage_represented	lineage_represented	Chlamydiota	True	443	Chlamydiia	True	443	Chlamydiales	True	443	Chlamydiaceae	True	403	Chlamydophila	True	169	Chlamydophila psittaci	True	72
GB_GCA_000495675.1	000495675	set_D_clean	10	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp000495735	lineage_represented	0	species	lineage_represented	lineage_represented	Thermoproteota	True	474	Thermoprotei_A	True	266	Sulfolobales	True	266	Acidilobaceae	True	18	Acidilobus	True	4	Acidilobus sp000495735	True	1
GB_GCA_000953475.1	000953475	set_B_v2;set_E	3	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidiphilum;s__Methylacidiphilum fumarolicum	lineage_represented	0	species	lineage_represented	lineage_represented	Verrucomicrobiota	True	1242	Verrucomicrobiia	True	1210	Methylacidiphilales	True	13	Methylacidiphilaceae	True	12	Methylacidiphilum	True	8	Methylacidiphilum fumarolicum	True	4
GB_GCA_001022195.1	001022195	set_A_v2;set_B_v2	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella michiganensis	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Klebsiella	True	3104	Klebsiella michiganensis	True	81
GB_GCA_001029695.1	001029695	set_C_clean;set_E	11	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__2011-GWC2-44-17;g__2011-GWC2-44-17;s__2011-GWC2-44-17 sp001029695	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Saccharimonadia	True	317	Saccharimonadales	True	307	2011-GWC2-44-17	True	5	2011-GWC2-44-17	True	5	2011-GWC2-44-17 sp001029695	True	2
GB_GCA_001274575.1	001274575	set_A_v2;set_B_v2	3	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Anoxybacillaceae;g__Geobacillus;s__Geobacillus thermoleovorans	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Bacillales	True	1746	Anoxybacillaceae	True	36	Geobacillus	True	17	Geobacillus thermoleovorans	True	1
GB_GCA_001430905.1	001430905	set_B_v2	1	d__Bacteria;p__Patescibacteriota;c__Gracilibacteria;o__Peribacterales;f__Peribacteraceae;g__Peribacter;s__Peribacter riflensis	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Gracilibacteria	True	81	Peribacterales	True	41	Peribacteraceae	True	41	Peribacter	True	5	Peribacter riflensis	True	1
GB_GCA_001512965.1	001512965	set_D_clean	10	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp001512965	lineage_represented	0	species	lineage_represented	lineage_represented	Thermoplasmatota	True	123	Thermoplasmata	True	121	Methanomassiliicoccales	True	75	Methanomassiliicoccaceae	True	12	DTU008	True	3	DTU008 sp001512965	True	3
GB_GCA_001593225.1	001593225	set_A_v2;set_B_v2	2	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	lineage_represented	0	species	lineage_represented	lineage_represented	Actinomycetota	True	9581	Actinomycetes	True	8889	Mycobacteriales	True	4199	Mycobacteriaceae	True	3834	Mycobacterium	True	2651	Mycobacterium tuberculosis	True	1602
GB_GCA_001777515.1	001777515	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Doudnabacteria;o__UBA920;f__2-01-FULL-46-14;g__2-01-FULL-46-14;s__2-01-FULL-46-14 sp001777515	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Doudnabacteria	True	16	UBA920	True	16	2-01-FULL-46-14	True	4	2-01-FULL-46-14	True	2	2-01-FULL-46-14 sp001777515	True	2
GB_GCA_001778095.1	001778095	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Patescibacteriia;o__XYB2-FULL-38-15;f__XYB2-FULL-38-15;g__XYB2-FULL-38-15;s__XYB2-FULL-38-15 sp001778095	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Patescibacteriia	True	184	XYB2-FULL-38-15	True	2	XYB2-FULL-38-15	True	2	XYB2-FULL-38-15	True	1	XYB2-FULL-38-15 sp001778095	True	1
GB_GCA_001779275.1	001779275	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__2-02-FULL-39-11;f__2-02-FULL-39-11;g__2-02-FULL-40-10;s__2-02-FULL-40-10 sp001779115	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Microgenomatia	True	146	2-02-FULL-39-11	True	3	2-02-FULL-39-11	True	3	2-02-FULL-40-10	True	2	2-02-FULL-40-10 sp001779115	True	2
GB_GCA_001783805.1	001783805	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__GWB1-37-8;s__GWB1-37-8 sp001783805	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Microgenomatia	True	146	Levybacterales	True	29	UBA12049	True	20	GWB1-37-8	True	2	GWB1-37-8 sp001783805	True	1
GB_GCA_001786215.1	001786215	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA9973;f__UBA9973;g__UBA9973;s__UBA9973 sp000999465	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Minisyncoccia	True	490	UBA9973	True	259	UBA9973	True	64	UBA9973	True	40	UBA9973 sp000999465	True	3
GB_GCA_001790385.1	001790385	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__2011-GWC2-44-17;g__2011-GWC2-44-17;s__2011-GWC2-44-17 sp001029695	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Saccharimonadia	True	317	Saccharimonadales	True	307	2011-GWC2-44-17	True	5	2011-GWC2-44-17	True	5	2011-GWC2-44-17 sp001029695	True	2
GB_GCA_001791305.1	001791305	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Patescibacteriia;o__UBA9934;f__GWF2-40-263;g__XYB2-FULL-45-11;s__XYB2-FULL-45-11 sp001791305	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Patescibacteriia	True	184	UBA9934	True	21	GWF2-40-263	True	11	XYB2-FULL-45-11	True	2	XYB2-FULL-45-11 sp001791305	True	1
GB_GCA_001819715.1	001819715	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__Ryanbacterales;f__H02-45-13;g__HO2-45-13;s__HO2-45-13 sp001821765	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Minisyncoccia	True	490	Ryanbacterales	True	9	H02-45-13	True	5	HO2-45-13	True	5	HO2-45-13 sp001821765	True	5
GB_GCA_001822065.1	001822065	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__Minisyncoccales;f__Staskawiczbacteraceae;g__XYD1-FULL-39-28;s__XYD1-FULL-39-28 sp001822065	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Minisyncoccia	True	490	Minisyncoccales	True	58	Staskawiczbacteraceae	True	10	XYD1-FULL-39-28	True	3	XYD1-FULL-39-28 sp001822065	True	1
GB_GCA_002073515.2	002073515	set_A_v2;set_E	6	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Lactobacillales	True	8717	Streptococcaceae	True	4296	Streptococcus	True	4072	Streptococcus sp001556435	True	29
GB_GCA_002079245.1	002079245	set_E	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Salmonella	True	2852	Salmonella enterica	True	2804
GB_GCA_002234455.1	002234455	set_E	1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	lineage_represented	0	species	lineage_represented	lineage_represented	Campylobacterota	True	4973	Campylobacteria	True	4968	Campylobacterales	True	4958	Campylobacteraceae	True	2947	Campylobacter_D	True	2555	Campylobacter_D jejuni	True	1499
GB_GCA_002434045.1	002434045	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA5946;g__UBA5946;s__UBA5946 sp002434045	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Saccharimonadia	True	317	Saccharimonadales	True	307	UBA5946	True	6	UBA5946	True	4	UBA5946 sp002434045	True	4
GB_GCA_002495365.1	002495365	set_D_clean	10	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_C;s__Methanobacterium_C sp002498385	lineage_represented	0	species	lineage_represented	lineage_represented	Methanobacteriota	True	265	Methanobacteria	True	216	Methanobacteriales	True	216	Methanobacteriaceae	True	189	Methanobacterium_C	True	15	Methanobacterium_C sp002498385	True	13
GB_GCA_002499445.1	002499445	set_D_clean	10	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp002499445	lineage_represented	0	species	lineage_represented	lineage_represented	Halobacteriota	True	573	Methanosarcinia	True	120	Methanosarcinales	True	100	Methanosarcinaceae	True	93	Methanosarcina	True	47	Methanosarcina sp002499445	True	5
GB_GCA_002503585.1	002503585	set_D_clean	10	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_C;s__Methanobacterium_C sp002498385	lineage_represented	0	species	lineage_represented	lineage_represented	Methanobacteriota	True	265	Methanobacteria	True	216	Methanobacteriales	True	216	Methanobacteriaceae	True	189	Methanobacterium_C	True	15	Methanobacterium_C sp002498385	True	13
GB_GCA_002848525.1	002848525	set_A_v2;set_B_v2;set_E	3	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces bacillaris	lineage_represented	0	species	lineage_represented	lineage_represented	Actinomycetota	True	9581	Actinomycetes	True	8889	Streptomycetales	True	1082	Streptomycetaceae	True	1082	Streptomyces	True	1044	Streptomyces bacillaris	True	14
GB_GCA_002983725.1	002983725	set_B_v2;set_E	3	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	lineage_represented	0	species	lineage_represented	lineage_represented	Campylobacterota	True	4973	Campylobacteria	True	4968	Campylobacterales	True	4958	Campylobacteraceae	True	2947	Campylobacter_D	True	2555	Campylobacter_D jejuni	True	1499
GB_GCA_003355195.1	003355195	set_E	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria polysaccharea	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Burkholderiales	True	2242	Neisseriaceae	True	377	Neisseria	True	328	Neisseria polysaccharea	True	6
GB_GCA_003487225.1	003487225	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA10092;f__UBA10092;g__UBA10092;s__UBA10092 sp003455995	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Minisyncoccia	True	490	UBA10092	True	6	UBA10092	True	6	UBA10092	True	5	UBA10092 sp003455995	True	5
GB_GCA_003990665.2	003990665	set_A_v2;set_B_v2;set_E	3	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Thermosynechococcus;s__Thermosynechococcus vestitus	lineage_represented	0	species	lineage_represented	lineage_represented	Cyanobacteriota	True	1317	Cyanobacteriia	True	813	Thermosynechococcales	True	39	Thermosynechococcaceae	True	39	Thermosynechococcus	True	34	Thermosynechococcus vestitus	True	1
GB_GCA_004153345.1	004153345	set_B_v2	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Staphylococcales	True	4832	Staphylococcaceae	True	4802	Staphylococcus	True	4669	Staphylococcus aureus	True	3499
GB_GCA_005518075.1	005518075	set_E	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella_A;s__Moraxella_A cinereus	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Pseudomonadales	True	4530	Moraxellaceae	True	1787	Moraxella_A	True	16	Moraxella_A cinereus	True	10
GB_GCA_006402875.1	006402875	set_B_v2;set_E	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Salmonella	True	2852	Salmonella enterica	True	2804
GB_GCA_007998145.1	007998145	set_A_v2;set_E	2	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Staphylococcales	True	4832	Staphylococcaceae	True	4802	Staphylococcus	True	4669	Staphylococcus aureus	True	3499
GB_GCA_008026175.1	008026175	set_A_v2	1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori_CW	lineage_represented	0	species	lineage_represented	lineage_represented	Campylobacterota	True	4973	Campylobacteria	True	4968	Campylobacterales	True	4958	Helicobacteraceae	True	1627	Helicobacter	True	1198	Helicobacter pylori_CW	True	24
GB_GCA_008275065.1	008275065	set_E	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Escherichia	True	2769	Escherichia coli	True	2672
GB_GCA_008704475.1	008704475	set_A_v2;set_B_v2	2	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora aureofaciens	lineage_represented	0	species	lineage_represented	lineage_represented	Actinomycetota	True	9581	Actinomycetes	True	8889	Streptomycetales	True	1082	Streptomycetaceae	True	1082	Kitasatospora	True	20	Kitasatospora aureofaciens	True	2
GB_GCA_009177165.1	009177165	set_A_v2;set_E	2	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus grandis	lineage_represented	0	species	lineage_represented	lineage_represented	Deinococcota	True	171	Deinococci	True	171	Deinococcales	True	171	Deinococcaceae	True	83	Deinococcus	True	76	Deinococcus grandis	True	2
GB_GCA_009661105.2	009661105	set_B_v2;set_E	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Klebsiella	True	3104	Klebsiella pneumoniae	True	2429
GB_GCA_009671145.1	009671145	set_A_v2;set_E	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Escherichia	True	2769	Escherichia coli	True	2672
GB_GCA_009738575.1	009738575	set_E	2	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A thuringiensis_S	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Bacillales	True	1746	Bacillaceae_G	True	593	Bacillus_A	True	590	Bacillus_A thuringiensis_S	True	27
GB_GCA_009762495.1	009762495	set_A_v2	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Escherichia	True	2769	Escherichia coli	True	2672
GB_GCA_011302515.1	011302515	set_A_v2;set_B_v2	4	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Salmonella	True	2852	Salmonella enterica	True	2804
GB_GCA_011996705.1	011996705	set_A_v2	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mycoplasmopsis;s__Mycoplasmopsis bovis	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Mycoplasmatales	True	232	Metamycoplasmataceae	True	120	Mycoplasmopsis	True	76	Mycoplasmopsis bovis	True	26
GB_GCA_013100845.1	013100845	set_C_clean;set_E	11	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Nanosynbacteraceae;g__Nanosynbacter;s__Nanosynbacter sp005697215	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Saccharimonadia	True	317	Saccharimonadales	True	307	Nanosynbacteraceae	True	49	Nanosynbacter	True	49	Nanosynbacter sp005697215	True	2
GB_GCA_013306875.1	013306875	set_B_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia nicotianae	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Burkholderiales	True	2242	Burkholderiaceae	True	1603	Ralstonia	True	81	Ralstonia nicotianae	True	31
GB_GCA_013394345.1	013394345	set_B_v2	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus pentosus	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Lactobacillales	True	8717	Lactobacillaceae	True	1552	Lactiplantibacillus	True	227	Lactiplantibacillus pentosus	True	14
GB_GCA_013538795.1	013538795	set_D_clean	10	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__Nitrosothermus;s__Nitrosothermus koennekei	lineage_represented	0	species	lineage_represented	lineage_represented	Thermoproteota	True	474	Nitrososphaeria	True	110	Nitrososphaerales	True	108	Nitrosocaldaceae	True	9	Nitrosothermus	True	4	Nitrosothermus koennekei	True	4
GB_GCA_013704765.1	013704765	set_A_v2;set_B_v2	3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia nicotianae	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Burkholderiales	True	2242	Burkholderiaceae	True	1603	Ralstonia	True	81	Ralstonia nicotianae	True	31
GB_GCA_014169635.1	014169635	set_A_v2;set_B_v2	3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae_B	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Enterobacter	True	1048	Enterobacter asburiae_B	True	42
GB_GCA_014844795.1	014844795	set_B_v2;set_E	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria gonorrhoeae	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Burkholderiales	True	2242	Neisseriaceae	True	377	Neisseria	True	328	Neisseria gonorrhoeae	True	147
GB_GCA_014844835.1	014844835	set_A_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria gonorrhoeae	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Burkholderiales	True	2242	Neisseriaceae	True	377	Neisseria	True	328	Neisseria gonorrhoeae	True	147
GB_GCA_015476255.1	015476255	set_E	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Lactobacillales	True	8717	Enterococcaceae	True	1371	Enterococcus_B	True	415	Enterococcus_B lactis	True	86
GB_GCA_015521735.1	015521735	set_D_clean	10	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__WANQ01;s__WANQ01 sp015521735	lineage_represented	0	species	lineage_represented	lineage_represented	Thermoproteota	True	474	Thermoprotei_A	True	266	Sulfolobales	True	266	WANQ01	True	1	WANQ01	True	1	WANQ01 sp015521735	True	1
GB_GCA_015663315.1	015663315	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__DTSZ01;g__DTSZ01;s__DTSZ01 sp012965045	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Saccharimonadia	True	317	Saccharimonadales	True	307	DTSZ01	True	1	DTSZ01	True	1	DTSZ01 sp012965045	True	1
GB_GCA_016106165.1	016106165	set_D_clean	10	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp002737445	lineage_represented	0	species	lineage_represented	lineage_represented	Thermoproteota	True	474	Nitrososphaeria	True	110	Nitrososphaerales	True	108	Nitrosopumilaceae	True	78	Nitrosarchaeum	True	8	Nitrosarchaeum sp002737445	True	2
GB_GCA_016766715.1	016766715	set_A_v2;set_E	2	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__Xiphinematobacteraceae;g__Xiphinematobacter;s__Xiphinematobacter sp016766635	lineage_represented	0	species	lineage_represented	lineage_represented	Verrucomicrobiota	True	1242	Verrucomicrobiia	True	1210	Chthoniobacterales	True	19	Xiphinematobacteraceae	True	5	Xiphinematobacter	True	5	Xiphinematobacter sp016766635	True	3
GB_GCA_016772455.1	016772455	set_E	1	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces microflavus	lineage_represented	0	species	lineage_represented	lineage_represented	Actinomycetota	True	9581	Actinomycetes	True	8889	Streptomycetales	True	1082	Streptomycetaceae	True	1082	Streptomyces	True	1044	Streptomyces microflavus	True	13
GB_GCA_016864335.2	016864335	set_E	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Pseudomonadales	True	4530	Moraxellaceae	True	1787	Acinetobacter	True	1648	Acinetobacter baumannii	True	1169
GB_GCA_018295965.1	018295965	set_A_v2;set_E	2	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__Dolichospermum sp017355425	lineage_represented	0	species	lineage_represented	lineage_represented	Cyanobacteriota	True	1317	Cyanobacteriia	True	813	Cyanobacteriales	True	366	Nostocaceae	True	163	Dolichospermum	True	31	Dolichospermum sp017355425	True	3
