dominant_accession	canonical_assembly_key	sets	n_benchmark_genomes	gtdb_taxonomy	novelty_class	novelty_depth	deepest_represented_rank	novelty_class_suffix_stripped_sensitivity	novelty_class_vs_train_plus_val_sensitivity	phylum	phylum_in_train	phylum_n_train_genomes	class	class_in_train	class_n_train_genomes	order	order_in_train	order_n_train_genomes	family	family_in_train	family_n_train_genomes	genus	genus_in_train	genus_n_train_genomes	species	species_in_train	species_n_train_genomes
RS_GCF_000243395.2	000243395	set_A_v2;set_E	3	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Saccharomonospora;s__Saccharomonospora glauca	species_novel	1	genus	species_novel	species_novel	Actinomycetota	True	9581	Actinomycetes	True	8889	Mycobacteriales	True	4199	Pseudonocardiaceae	True	109	Saccharomonospora	True	3	Saccharomonospora glauca	False	0
RS_GCF_000277285.1	000277285	set_A_v2;set_B_v2	3	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia typhi	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Alphaproteobacteria	True	3502	Rickettsiales	True	130	Rickettsiaceae	True	41	Rickettsia	True	30	Rickettsia typhi	False	0
RS_GCF_000280925.3	000280925	set_B_v2;set_E	3	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus hansupus	species_novel	1	genus	species_novel	species_novel	Myxococcota	True	93	Myxococcia	True	63	Myxococcales	True	63	Myxococcaceae	True	49	Myxococcus	True	27	Myxococcus hansupus	False	0
RS_GCF_000292795.1	000292795	set_A_v2	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_H	species_novel	1	genus	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Pseudomonadales	True	4530	Pseudomonadaceae	True	2348	Pseudomonas_E	True	1050	Pseudomonas_E fluorescens_H	False	0
RS_GCF_000292915.1	000292915	set_A_v2;set_B_v2	3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia cepacia_D	species_novel	1	genus	lineage_represented	species_novel	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Burkholderiales	True	2242	Burkholderiaceae	True	1603	Burkholderia	True	483	Burkholderia cepacia_D	False	0
RS_GCF_000307105.1	000307105	set_B_v2;set_E	2	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__Desulfobacula toluolica	species_novel	1	genus	species_novel	lineage_represented	Desulfobacterota	True	320	Desulfobacteria	True	27	Desulfobacterales	True	27	Desulfobacteraceae	True	5	Desulfobacula	True	3	Desulfobacula toluolica	False	0
RS_GCF_000316575.1	000316575	set_B_v2	1	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Fortiea;s__Fortiea sp000316575	species_novel	1	genus	species_novel	species_novel	Cyanobacteriota	True	1317	Cyanobacteriia	True	813	Cyanobacteriales	True	366	Nostocaceae	True	163	Fortiea	True	1	Fortiea sp000316575	False	0
RS_GCF_000316645.1	000316645	set_B_v2;set_E	3	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus sp000316645	species_novel	1	genus	species_novel	species_novel	Cyanobacteriota	True	1317	Cyanobacteriia	True	813	Cyanobacteriales	True	366	Nostocaceae	True	163	Trichormus	True	15	Trichormus sp000316645	False	0
RS_GCF_000317495.1	000317495	set_A_v2	1	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__PCC-9333;g__Crinalium;s__Crinalium epipsammum	species_novel	1	genus	species_novel	species_novel	Cyanobacteriota	True	1317	Cyanobacteriia	True	813	Cyanobacteriales	True	366	PCC-9333	True	1	Crinalium	True	1	Crinalium epipsammum	False	0
RS_GCF_000317615.1	000317615	set_A_v2;set_E	3	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Rubidibacteraceae;g__Halothece;s__Halothece salina	species_novel	1	genus	species_novel	species_novel	Cyanobacteriota	True	1317	Cyanobacteriia	True	813	Cyanobacteriales	True	366	Rubidibacteraceae	True	3	Halothece	True	1	Halothece salina	False	0
RS_GCF_000328665.1	000328665	set_B_v2;set_D_clean	11	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans hollandica	species_novel	1	genus	species_novel	species_novel	Halobacteriota	True	573	Methanosarcinia	True	120	Methanosarcinales	True	100	Methanosarcinaceae	True	93	Methanomethylovorans	True	4	Methanomethylovorans hollandica	False	0
RS_GCF_000337195.1	000337195	set_D_clean	10	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema versiforme	species_novel	1	genus	species_novel	species_novel	Halobacteriota	True	573	Halobacteria	True	344	Halobacteriales	True	344	Natrialbaceae	True	69	Natrinema	True	19	Natrinema versiforme	False	0
RS_GCF_000400935.1	000400935	set_A_v2;set_E	3	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Spiroplasma;s__Spiroplasma chrysopicola	species_novel	1	genus	species_novel	species_novel	Bacillota	True	20301	Bacilli	True	16480	Mycoplasmatales	True	232	Mycoplasmataceae	True	43	Spiroplasma	True	4	Spiroplasma chrysopicola	False	0
RS_GCF_000463015.1	000463015	set_A_v2;set_E	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__Variovorax paradoxus_E	species_novel	1	genus	lineage_represented	species_novel	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Burkholderiales	True	2242	Burkholderiaceae	True	1603	Variovorax	True	26	Variovorax paradoxus_E	False	0
RS_GCF_000875755.1	000875755	set_A_v2;set_E	2	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma yeatsii	species_novel	1	genus	species_novel	species_novel	Bacillota	True	20301	Bacilli	True	16480	Mycoplasmatales	True	232	Mycoplasmataceae	True	43	Mycoplasma	True	26	Mycoplasma yeatsii	False	0
RS_GCF_000935025.1	000935025	set_B_v2;set_E	2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas hengshuiensis	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Alphaproteobacteria	True	3502	Sphingomonadales	True	469	Sphingomonadaceae	True	464	Sphingomonas	True	122	Sphingomonas hengshuiensis	False	0
RS_GCF_000969985.1	000969985	set_B_v2	2	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina barkeri_B	species_novel	1	genus	lineage_represented	species_novel	Halobacteriota	True	573	Methanosarcinia	True	120	Methanosarcinales	True	100	Methanosarcinaceae	True	93	Methanosarcina	True	47	Methanosarcina barkeri_B	False	0
RS_GCF_000973545.1	000973545	set_B_v2;set_E	3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Enterobacteriaceae_A;g__Blochmanniella;s__Blochmanniella sp000973545	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales_A	True	60	Enterobacteriaceae_A	True	60	Blochmanniella	True	9	Blochmanniella sp000973545	False	0
RS_GCF_001042405.1	001042405	set_B_v2;set_E	2	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acetotolerans	species_novel	1	genus	species_novel	species_novel	Bacillota	True	20301	Bacilli	True	16480	Lactobacillales	True	8717	Lactobacillaceae	True	1552	Lactobacillus	True	413	Lactobacillus acetotolerans	False	0
RS_GCF_001191005.1	001191005	set_B_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__Pseudoduganella sp001191005	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Burkholderiales	True	2242	Burkholderiaceae	True	1603	Pseudoduganella	True	10	Pseudoduganella sp001191005	False	0
RS_GCF_001307805.1	001307805	set_E	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Lentibacillus;s__Lentibacillus amyloliquefaciens	species_novel	1	genus	species_novel	species_novel	Bacillota	True	20301	Bacilli	True	16480	Bacillales_D	True	68	Amphibacillaceae	True	51	Lentibacillus	True	3	Lentibacillus amyloliquefaciens	False	0
RS_GCF_001524445.2	001524445	set_B_v2;set_E	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia savannae	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Burkholderiales	True	2242	Burkholderiaceae	True	1603	Burkholderia	True	483	Burkholderia savannae	False	0
RS_GCF_001548675.1	001548675	set_A_v2	1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella sp001548675	species_novel	1	genus	species_novel	species_novel	Methanobacteriota	True	265	Methanobacteria	True	216	Methanobacteriales	True	216	Methanobacteriaceae	True	189	Methanocatella	True	90	Methanocatella sp001548675	False	0
RS_GCF_001562255.1	001562255	set_B_v2;set_E	3	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__Bosea sp001562255	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Alphaproteobacteria	True	3502	Rhizobiales	True	1647	Beijerinckiaceae	True	102	Bosea	True	17	Bosea sp001562255	False	0
RS_GCF_001578105.1	001578105	set_B_v2;set_E	2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella;s__Martelella sp001578105	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Alphaproteobacteria	True	3502	Rhizobiales	True	1647	Rhizobiaceae	True	1200	Martelella	True	5	Martelella sp001578105	False	0
RS_GCF_001719125.1	001719125	set_A_v2	1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus sp001719125	species_novel	1	genus	species_novel	species_novel	Thermoproteota	True	474	Thermoprotei_A	True	266	Sulfolobales	True	266	Sulfolobaceae	True	163	Saccharolobus	True	49	Saccharolobus sp001719125	False	0
RS_GCF_001767295.1	001767295	set_A_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia_A;s__Colwellia_A sp001767295	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Alteromonadaceae	True	227	Colwellia_A	True	4	Colwellia_A sp001767295	False	0
RS_GCF_001889005.1	001889005	set_A_v2;set_E	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Christiangramia;s__Christiangramia salexigens	species_novel	1	genus	species_novel	species_novel	Bacteroidota	True	8279	Bacteroidia	True	8279	Flavobacteriales	True	1843	Flavobacteriaceae	True	1100	Christiangramia	True	10	Christiangramia salexigens	False	0
RS_GCF_001941445.1	001941445	set_B_v2;set_E	3	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium aquilae	species_novel	1	genus	species_novel	species_novel	Actinomycetota	True	9581	Actinomycetes	True	8889	Mycobacteriales	True	4199	Mycobacteriaceae	True	3834	Corynebacterium	True	733	Corynebacterium aquilae	False	0
RS_GCF_001955735.1	001955735	set_B_v2;set_E	3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__Rhodoferax antarcticus	species_novel	1	genus	species_novel	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Burkholderiales	True	2242	Burkholderiaceae	True	1603	Rhodoferax	True	5	Rhodoferax antarcticus	False	0
RS_GCF_001997295.1	001997295	set_A_v2	1	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__Arachnia flava	species_novel	1	genus	species_novel	species_novel	Actinomycetota	True	9581	Actinomycetes	True	8889	Propionibacteriales	True	458	Propionibacteriaceae	True	317	Arachnia	True	19	Arachnia flava	False	0
RS_GCF_002072215.1	002072215	set_D_clean	10	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobinarius;s__Methanobinarius arboriphilus	species_novel	1	genus	lineage_represented	species_novel	Methanobacteriota	True	265	Methanobacteria	True	216	Methanobacteriales	True	216	Methanobacteriaceae	True	189	Methanobinarius	True	5	Methanobinarius arboriphilus	False	0
RS_GCF_002077175.1	002077175	set_E	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Cognaticolwellia;s__Cognaticolwellia sp002077175	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Alteromonadaceae	True	227	Cognaticolwellia	True	4	Cognaticolwellia sp002077175	False	0
RS_GCF_002156705.1	002156705	set_A_v2	1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrarchaeobaculum;s__Natrarchaeobaculum aegyptiacum	species_novel	1	genus	species_novel	species_novel	Halobacteriota	True	573	Halobacteria	True	344	Halobacteriales	True	344	Natrialbaceae	True	69	Natrarchaeobaculum	True	2	Natrarchaeobaculum aegyptiacum	False	0
RS_GCF_002214485.1	002214485	set_A_v2	2	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus pacificus	species_novel	1	genus	species_novel	species_novel	Methanobacteriota_B	True	72	Thermococci	True	72	Thermococcales	True	72	Thermococcaceae	True	72	Thermococcus	True	42	Thermococcus pacificus	False	0
RS_GCF_002218045.2	002218045	set_B_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio rumoiensis	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Vibrionaceae	True	1011	Vibrio	True	918	Vibrio rumoiensis	False	0
RS_GCF_002240205.1	002240205	set_A_v2;set_B_v2;set_E	4	d__Bacteria;p__Bacteroidota_A;c__Chlorobiia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium_A;s__Chlorobium_A sp002240205	species_novel	1	genus	species_novel	species_novel	Bacteroidota_A	True	528	Chlorobiia	True	81	Chlorobiales	True	81	Chlorobiaceae	True	76	Chlorobium_A	True	7	Chlorobium_A sp002240205	False	0
RS_GCF_002277895.1	002277895	set_B_v2	1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium sp002277895	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Alphaproteobacteria	True	3502	Rhizobiales	True	1647	Rhizobiaceae	True	1200	Rhizobium	True	227	Rhizobium sp002277895	False	0
RS_GCF_002288385.1	002288385	set_A_v2;set_E	2	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__Planktophila lacus_D	species_novel	1	genus	species_novel	species_novel	Actinomycetota	True	9581	Actinomycetes	True	8889	Nanopelagicales	True	19	Nanopelagicaceae	True	19	Planktophila	True	7	Planktophila lacus_D	False	0
RS_GCF_002355475.1	002355475	set_A_v2;set_B_v2	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Metapseudomonas;s__Metapseudomonas furukawaii	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Pseudomonadales	True	4530	Pseudomonadaceae	True	2348	Metapseudomonas	True	13	Metapseudomonas furukawaii	False	0
RS_GCF_002504085.1	002504085	set_A_v2;set_B_v2	4	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium yanoikuyae	species_novel	1	genus	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Alphaproteobacteria	True	3502	Sphingomonadales	True	469	Sphingomonadaceae	True	464	Sphingobium	True	40	Sphingobium yanoikuyae	False	0
RS_GCF_002557795.1	002557795	set_E	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga caeni	species_novel	1	genus	species_novel	species_novel	Bacteroidota	True	8279	Bacteroidia	True	8279	Chitinophagales	True	316	Chitinophagaceae	True	226	Chitinophaga	True	26	Chitinophaga caeni	False	0
RS_GCF_002847305.1	002847305	set_A_v2;set_E	2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus tegillarcae	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Alphaproteobacteria	True	3502	Rhodobacterales	True	608	Rhodobacteraceae	True	608	Paracoccus	True	25	Paracoccus tegillarcae	False	0
RS_GCF_002934065.1	002934065	set_B_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E orientalis_A	species_novel	1	genus	lineage_represented	species_novel	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Pseudomonadales	True	4530	Pseudomonadaceae	True	2348	Pseudomonas_E	True	1050	Pseudomonas_E orientalis_A	False	0
RS_GCF_002953415.1	002953415	set_A_v2	2	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus sp002953415	species_novel	1	genus	species_novel	species_novel	Deinococcota	True	171	Deinococci	True	171	Deinococcales	True	171	Deinococcaceae	True	83	Deinococcus	True	76	Deinococcus sp002953415	False	0
RS_GCF_002968335.2	002968335	set_A_v2;set_E	4	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp002968335	species_novel	1	genus	species_novel	species_novel	Actinomycetota	True	9581	Actinomycetes	True	8889	Mycobacteriales	True	4199	Mycobacteriaceae	True	3834	Mycobacterium	True	2651	Mycobacterium sp002968335	False	0
RS_GCF_002999135.1	002999135	set_A_v2;set_B_v2	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga sp002999135	species_novel	1	genus	species_novel	species_novel	Bacteroidota	True	8279	Bacteroidia	True	8279	Flavobacteriales	True	1843	Flavobacteriaceae	True	1100	Capnocytophaga	True	42	Capnocytophaga sp002999135	False	0
RS_GCF_003073375.1	003073375	set_A_v2	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Solibacillus;s__Solibacillus sp003073375	species_novel	1	genus	species_novel	species_novel	Bacillota	True	20301	Bacilli	True	16480	Bacillales_A	True	143	Planococcaceae	True	143	Solibacillus	True	8	Solibacillus sp003073375	False	0
RS_GCF_003076455.1	003076455	set_A_v2;set_E	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium faecale	species_novel	1	genus	species_novel	species_novel	Bacteroidota	True	8279	Bacteroidia	True	8279	Flavobacteriales	True	1843	Flavobacteriaceae	True	1100	Flavobacterium	True	322	Flavobacterium faecale	False	0
RS_GCF_003096095.1	003096095	set_E	1	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Dietzia;s__Dietzia psychralcaliphila	species_novel	1	genus	species_novel	species_novel	Actinomycetota	True	9581	Actinomycetes	True	8889	Mycobacteriales	True	4199	Mycobacteriaceae	True	3834	Dietzia	True	15	Dietzia psychralcaliphila	False	0
RS_GCF_003122385.1	003122385	set_A_v2;set_E	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium crocinum	species_novel	1	genus	species_novel	species_novel	Bacteroidota	True	8279	Bacteroidia	True	8279	Flavobacteriales	True	1843	Flavobacteriaceae	True	1100	Flavobacterium	True	322	Flavobacterium crocinum	False	0
RS_GCF_003130795.1	003130795	set_B_v2;set_E	3	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Azospirillum;s__Azospirillum thermophilum	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Alphaproteobacteria	True	3502	Azospirillales	True	16	Azospirillaceae	True	16	Azospirillum	True	11	Azospirillum thermophilum	False	0
RS_GCF_003173755.1	003173755	set_B_v2	1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium terrae	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Alphaproteobacteria	True	3502	Rhizobiales	True	1647	Beijerinckiaceae	True	102	Methylobacterium	True	32	Methylobacterium terrae	False	0
RS_GCF_003287355.1	003287355	set_D_clean	10	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum sp003287355	species_novel	1	genus	species_novel	species_novel	Halobacteriota	True	573	Halobacteria	True	344	Halobacteriales	True	344	Haloferacaceae	True	147	Halorubrum	True	64	Halorubrum sp003287355	False	0
RS_GCF_003325455.1	003325455	set_A_v2	1	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Acidipropionibacterium;s__Acidipropionibacterium virtanenii	species_novel	1	genus	species_novel	species_novel	Actinomycetota	True	9581	Actinomycetes	True	8889	Propionibacteriales	True	458	Propionibacteriaceae	True	317	Acidipropionibacterium	True	5	Acidipropionibacterium virtanenii	False	0
RS_GCF_003352875.1	003352875	set_B_v2	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_BF	species_novel	1	genus	lineage_represented	species_novel	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Pseudomonadales	True	4530	Pseudomonadaceae	True	2348	Pseudomonas_E	True	1050	Pseudomonas_E fluorescens_BF	False	0
RS_GCF_003355455.1	003355455	set_A_v2;set_B_v2	2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Qipengyuania;s__Qipengyuania aurea	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Alphaproteobacteria	True	3502	Sphingomonadales	True	469	Sphingomonadaceae	True	464	Qipengyuania	True	30	Qipengyuania aurea	False	0
RS_GCF_003431325.1	003431325	set_A_v2;set_B_v2;set_E	4	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp003431325	species_novel	1	genus	species_novel	species_novel	Thermoproteota	True	474	Thermoprotei_A	True	266	Sulfolobales	True	266	Acidilobaceae	True	18	Acidilobus	True	4	Acidilobus sp003431325	False	0
RS_GCF_003544935.1	003544935	set_A_v2;set_B_v2;set_E	3	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Malaciobacter;s__Malaciobacter molluscorum	species_novel	1	genus	species_novel	species_novel	Campylobacterota	True	4973	Campylobacteria	True	4968	Campylobacterales	True	4958	Arcobacteraceae	True	269	Malaciobacter	True	11	Malaciobacter molluscorum	False	0
RS_GCF_003555505.1	003555505	set_A_v2	1	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Thermosynechococcus;s__Thermosynechococcus sichuanensis	species_novel	1	genus	species_novel	species_novel	Cyanobacteriota	True	1317	Cyanobacteriia	True	813	Thermosynechococcales	True	39	Thermosynechococcaceae	True	39	Thermosynechococcus	True	34	Thermosynechococcus sichuanensis	False	0
RS_GCF_003999255.1	003999255	set_B_v2	3	d__Bacteria;p__Bacillota;c__Thermoanaerobacteria;o__Caldicellulosiruptorales;f__Caldicellulosiruptoraceae;g__Caldicellulosiruptor;s__Caldicellulosiruptor changbaiensis	species_novel	1	genus	species_novel	species_novel	Bacillota	True	20301	Thermoanaerobacteria	True	25	Caldicellulosiruptorales	True	10	Caldicellulosiruptoraceae	True	10	Caldicellulosiruptor	True	9	Caldicellulosiruptor changbaiensis	False	0
RS_GCF_004135365.1	004135365	set_E	2	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Pristimantibacillus;s__Pristimantibacillus protaetiae	species_novel	1	genus	species_novel	species_novel	Bacillota	True	20301	Bacilli	True	16480	Paenibacillales	True	217	Paenibacillaceae	True	199	Pristimantibacillus	True	6	Pristimantibacillus protaetiae	False	0
RS_GCF_004358445.1	004358445	set_E	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Parashewanella;s__Parashewanella tropica	species_novel	1	genus	species_novel	species_novel	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Shewanellaceae	True	133	Parashewanella	True	1	Parashewanella tropica	False	0
RS_GCF_004843725.1	004843725	set_B_v2;set_E	2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__Olleya sp004843725	species_novel	1	genus	species_novel	species_novel	Bacteroidota	True	8279	Bacteroidia	True	8279	Flavobacteriales	True	1843	Flavobacteriaceae	True	1100	Olleya	True	14	Olleya sp004843725	False	0
RS_GCF_004944975.1	004944975	set_D_clean	10	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorhabdus;s__Halorhabdus amylolytica	species_novel	1	genus	species_novel	species_novel	Halobacteriota	True	573	Halobacteria	True	344	Halobacteriales	True	344	Haloarculaceae	True	75	Halorhabdus	True	6	Halorhabdus amylolytica	False	0
