tool	error_type	error_rate_pct	stratify_by	stratum	n	mean_realised_dose	mean_chimera_events	delta_comp_mae	delta_cont_mae
deepcheck	chimera	10.0	contig_stratum	base_contigs>=20	38	0.09802	4.79	0.0127	0.0049
deepcheck	chimera	20.0	quality_tier	high	20	0.19282	0.5	0.0026	0.0012
deepcheck	chimera	20.0	quality_tier	highly_fragmented	20	0.19865	10.9	0.0016	0.0246
deepcheck	chimera	20.0	quality_tier	low	20	0.18617	6.9	0.0298	0.0225
deepcheck	chimera	20.0	quality_tier	medium	20	0.21829	1.55	-0.0014	0.0064
deepcheck	chimera	20.0	contig_stratum	base_contigs<20	42	0.19549	0.67	0.0057	0.0027
deepcheck	chimera	20.0	contig_stratum	base_contigs>=20	38	0.20284	9.71	0.0108	0.0258
deepcheck	chimera	40.0	quality_tier	high	20	0.28511	0.85	-0.0103	-0.006
deepcheck	chimera	40.0	quality_tier	highly_fragmented	20	0.40071	21.95	-0.0679	0.0074
deepcheck	chimera	40.0	quality_tier	low	20	0.40149	13.7	0.0395	0.0486
deepcheck	chimera	40.0	quality_tier	medium	20	0.36301	2.85	-0.0388	0.0079
deepcheck	chimera	40.0	contig_stratum	base_contigs<20	42	0.329	1.26	0.0016	0.0007
deepcheck	chimera	40.0	contig_stratum	base_contigs>=20	38	0.3997	19.32	-0.0426	0.0297
deepcheck	uneven_coverage	5.0	quality_tier	high	20	0.05	0.0	-0.0408	0.4601
deepcheck	uneven_coverage	5.0	quality_tier	highly_fragmented	20	0.05	0.0	0.0398	0.2444
deepcheck	uneven_coverage	5.0	quality_tier	low	20	0.05	0.0	-0.2834	-1.1056
deepcheck	uneven_coverage	5.0	quality_tier	medium	20	0.05	0.0	-0.0004	-0.1675
deepcheck	uneven_coverage	5.0	contig_stratum	base_contigs<20	42	0.05	0.0	-0.1089	0.0546
deepcheck	uneven_coverage	5.0	contig_stratum	base_contigs>=20	38	0.05	0.0	-0.0295	-0.3596
deepcheck	uneven_coverage	10.0	quality_tier	high	20	0.1	0.0	0.367	0.8161
deepcheck	uneven_coverage	10.0	quality_tier	highly_fragmented	20	0.1	0.0	-0.0447	3.1241
deepcheck	uneven_coverage	10.0	quality_tier	low	20	0.1	0.0	0.3447	-0.9764
deepcheck	uneven_coverage	10.0	quality_tier	medium	20	0.1	0.0	-0.0011	1.9317
deepcheck	uneven_coverage	10.0	contig_stratum	base_contigs<20	42	0.1	0.0	0.2961	0.5241
deepcheck	uneven_coverage	10.0	contig_stratum	base_contigs>=20	38	0.1	0.0	0.0232	1.9974
deepcheck	uneven_coverage	20.0	quality_tier	high	20	0.2	0.0	-0.1186	9.1971
deepcheck	uneven_coverage	20.0	quality_tier	highly_fragmented	20	0.2	0.0	0.1536	7.1749
deepcheck	uneven_coverage	20.0	quality_tier	low	20	0.2	0.0	-0.3922	1.0578
deepcheck	uneven_coverage	20.0	quality_tier	medium	20	0.2	0.0	-0.1593	7.7771
deepcheck	uneven_coverage	20.0	contig_stratum	base_contigs<20	42	0.2	0.0	-0.2173	6.3907
deepcheck	uneven_coverage	20.0	contig_stratum	base_contigs>=20	38	0.2	0.0	-0.0317	6.2034
deepcheck	uneven_coverage	40.0	quality_tier	high	20	0.4	0.0	0.4858	26.69
deepcheck	uneven_coverage	40.0	quality_tier	highly_fragmented	20	0.4	0.0	-0.3659	18.1158
deepcheck	uneven_coverage	40.0	quality_tier	low	20	0.4	0.0	0.6205	17.3638
deepcheck	uneven_coverage	40.0	quality_tier	medium	20	0.4	0.0	0.0579	25.7625
deepcheck	uneven_coverage	40.0	contig_stratum	base_contigs<20	42	0.4	0.0	0.5326	23.7877
deepcheck	uneven_coverage	40.0	contig_stratum	base_contigs>=20	38	0.4	0.0	-0.1685	19.9884
