tool	margin	level	n	n_clusters	detection_slope	detection_slope_ci_lo	detection_slope_ci_hi	cont_mae	cont_mae_ci_lo	cont_mae_ci_hi	cont_bias	cont_bias_ci_lo	cont_bias_ci_hi	comp_mae	comp_mae_ci_lo	comp_mae_ci_hi	comp_bias	comp_bias_ci_lo	comp_bias_ci_hi	cont_r2	comp_r2	true_cont_mean	true_comp_mean	mimag_n	mimag_n_true_HQ	mimag_n_pred_HQ	mimag_HQ_tp	mimag_HQ_fp	mimag_HQ_fn	mimag_HQ_tn	mimag_HQ_precision	mimag_HQ_recall	mimag_false_clean_rate_5pct	mimag_false_dirty_rate_5pct
cocopye	type_x_band	redundant|[10,20]%	300	50	0.9727	0.7833	1.1289	7.3449	6.8092	7.9254	6.7382	6.1299	7.3751	3.3714	2.5974	4.3819	0.8954	-0.3595	2.097	-4.3821	0.7239	15.0	84.483											
cocopye	type_x_band	replaced|[0,5]%	180	30	0.371	-1.8769	2.8369	3.2292	2.0847	4.5349	0.8763	-0.7248	2.5571	4.4008	3.1357	6.0509	0.8526	-1.3784	2.8358	-35.1676	0.552	2.0	82.917											
cocopye	type_x_band	replaced|[5,10]%	120	20	0.7777	-0.6289	2.8551	5.8835	4.9842	7.1429	-4.0316	-5.7324	-1.5628	6.4454	5.0627	7.7353	6.2887	4.7998	7.6942	-24.998	-0.4035	6.25	80.613											
cocopye	type_x_band	replaced|[10,20]%	300	50	0.0594	-0.3088	0.4597	12.5778	11.2935	13.7074	-12.1027	-13.5235	-10.4645	15.2942	14.0537	16.4339	15.2695	14.0259	16.4215	-13.2725	-4.0834	15.0	74.219											
cocopye	type_x_band	single|[0,5]%	180	30	0.7565	-1.0386	3.0765	2.6683	1.5531	4.202	0.97	-0.423	2.8155	3.3482	2.0341	4.9749	-2.7455	-4.4536	-1.2851	-30.7714	0.4615	1.981	84.882											
cocopye	type_x_band	single|[5,10]%	120	20	0.4237	-0.5306	1.3247	4.7151	3.6702	6.1429	-2.4601	-4.199	0.0407	2.1488	1.4048	2.985	0.0885	-1.2012	1.2956	-16.233	0.8656	6.144	87.142											
cocopye	type_x_band	single|[10,20]%	300	50	0.4427	0.1784	0.6957	8.6695	7.7328	9.572	-8.0636	-9.288	-6.7357	2.8672	2.1188	3.6864	0.1369	-0.9262	1.2312	-4.7777	0.8129	14.447	84.483											
cocopye	pooled	ALL_contaminated	1800	100	0.5302	0.411	0.6379	6.8044	6.0168	7.6003	-1.8292	-2.7104	-0.9264	5.426	4.843	6.0718	2.6987	1.7326	3.6044	-0.8087	0.2452	9.249	82.792	1800.0	129.0	308.0	92.0	216.0	37.0	1455.0	0.2987	0.7132	0.4851	0.2623
cocopye	pooled	NON_REDUNDANT(replaced+single)	1200	100	0.1694	0.0401	0.306	7.2563	6.2895	8.1834	-5.4138	-6.7621	-4.0768	6.5621	5.8256	7.3223	4.2054	3.1864	5.1969	-1.0499	0.0211	9.198	81.621	1200.0	87.0	284.0	71.0	213.0	16.0	900.0	0.25	0.8161	0.7077	0.1762
cocopye	pooled	UNCONTAMINATED_CONTROL	100	100				2.196	1.4217	3.0955	2.196	1.4217	3.0955	2.8362	2.2525	3.4853	-0.9007	-1.7656	-0.1389		0.755	0.0	85.135	100.0	19.0	19.0	16.0	3.0	3.0	78.0	0.8421	0.8421	0.0	0.11
deepcheck	type	redundant	600	100	1.0775	0.9499	1.2287	3.376	2.8395	3.9792	1.7514	1.0464	2.5159	4.8981	4.0631	5.8689	2.4899	1.237	3.6797	0.2558	0.3269	9.35	85.135	600.0	42.0	38.0	21.0	17.0	21.0	541.0	0.5526	0.5	0.0512	0.1627
deepcheck	type	replaced	600	100	0.0292	0.0009	0.0563	8.6961	7.4486	9.973	-8.6132	-9.9136	-7.3224	9.9866	8.7139	11.2594	8.4128	6.7737	9.9159	-1.805	-0.981	9.35	78.107	600.0	43.0	197.0	37.0	160.0	6.0	397.0	0.1878	0.8605	0.9848	0.0
deepcheck	type	single	600	100	0.0505	0.0239	0.0809	8.0682	6.9122	9.2626	-8.0215	-9.2373	-6.8527	3.7153	2.9971	4.5581	0.0744	-1.0072	1.1089	-1.5391	0.5861	9.046	85.135	600.0	44.0	144.0	38.0	106.0	6.0	450.0	0.2639	0.8636	0.9715	0.0
deepcheck	distance	species	300	100	0.3355	0.2943	0.3801	5.9923	5.1578	6.826	-5.4474	-6.2581	-4.5985	5.9655	5.1989	6.8404	3.3638	2.0754	4.4627	-0.763	0.147	8.743	82.689	300.0	23.0	67.0	18.0	49.0	5.0	228.0	0.2687	0.7826	0.6825	0.045
deepcheck	distance	genus	300	100	0.3649	0.3179	0.4133	6.4881	5.6409	7.4083	-5.5403	-6.4349	-4.7319	6.1593	5.4453	7.0609	3.6221	2.3913	4.7824	-0.933	0.1164	9.35	82.759	300.0	21.0	65.0	16.0	49.0	5.0	230.0	0.2462	0.7619	0.6751	0.0388
deepcheck	distance	family	300	100	0.4232	0.367	0.4961	6.6365	5.7138	7.5368	-4.9083	-5.7138	-4.0882	6.3605	5.5329	7.2439	4.0325	2.8289	5.1431	-0.9956	0.0601	9.35	82.83	300.0	21.0	65.0	16.0	49.0	5.0	230.0	0.2462	0.7619	0.6615	0.0476
deepcheck	distance	order	300	100	0.4199	0.3662	0.4807	6.8233	5.8758	7.7123	-4.7661	-5.5179	-4.0313	6.3637	5.5147	7.335	3.8409	2.5688	4.9908	-0.9885	0.0881	9.35	82.9	300.0	22.0	67.0	16.0	51.0	6.0	227.0	0.2388	0.7273	0.6599	0.068
