accession	bytes	status
GCA_045309295.1	859386	ok
GCA_045309135.1	882141	ok
GCA_051795505.1	857906	ok
GCA_045314455.1	879851	ok
GCA_051793475.1	881885	ok
GCA_045317495.1	879651	ok
GCA_051792995.1	881385	ok
GCA_051790875.1	894470	ok
GCA_045317615.1	898753	ok
GCA_045317595.1	893562	ok
GCA_051798535.1	888908	ok
GCA_045319475.1	893049	ok
GCA_045319595.1	877408	ok
GCA_051796445.1	896548	ok
GCA_045319795.1	846052	ok
GCA_051792625.1	880120	ok
GCA_045319875.1	900640	ok
GCA_051798095.1	846040	ok
GCA_045320015.1	842150	ok
GCA_051792215.1	906843	ok
GCA_051791815.1	839105	ok
GCA_045320055.1	876047	ok
GCA_051792165.1	878273	ok
GCA_051791765.1	868533	ok
GCA_045320075.1	898832	ok
GCA_045320135.1	892833	ok
GCA_051790435.1	921014	ok
GCA_051791365.1	894889	ok
GCA_045320155.1	920026	ok
GCA_045320175.1	877202	ok
GCA_051790825.1	879133	ok
GCA_045320195.1	858385	ok
GCA_051789965.1	858839	ok
GCA_045320205.1	899880	ok
GCA_051790015.1	903921	ok
GCA_045320235.1	922959	ok
GCA_051789525.1	878698	ok
GCA_045320255.1	875179	ok
GCA_045320275.1	902906	ok
GCA_051799055.1	875209	ok
GCA_051798525.1	904178	ok
GCA_045320295.1	892927	ok
GCA_051796835.1	896533	ok
GCA_045320375.1	880714	ok
GCA_051799045.1	883324	ok
GCA_045320735.1	874474	ok
GCA_051797655.1	880153	ok
GCA_051792675.1	879622	ok
GCA_045320835.1	878656	ok
GCA_045320855.1	889016	ok
GCA_051796035.1	892824	ok
GCA_051796805.1	904671	ok
GCA_045320995.1	859384	ok
GCA_051790405.1	858593	ok
GCA_045321015.1	902069	ok
GCA_045321025.1	887352	ok
GCA_051796455.1	879080	ok
GCA_045321155.1	852664	ok
GCA_045321085.1	854919	ok
GCA_051793895.1	855471	ok
GCA_051793425.1	855508	ok
GCA_045321715.1	863317	ok
GCA_045321755.1	860912	ok
GCA_045321735.1	863664	ok
GCA_051795105.1	864601	ok
GCA_045321775.1	859664	ok
GCA_051794725.1	864871	ok
GCA_051793055.1	931083	ok
GCA_051794335.1	855177	ok
GCA_045321195.1	929383	ok
GCA_046126195.1	1745296	cached
GCA_053521345.1	1730348	cached
GCA_051794735.1	864729	ok
GCA_045321795.1	858496	ok
GCA_051794305.1	855569	ok
GCA_045323535.1	879238	ok
GCA_045323555.1	853628	ok
GCA_051795535.1	879788	ok
GCA_046543865.1	191381	cached
GCA_054161265.1	192824	cached
GCA_051795115.1	857683	ok
GCA_046126215.1	1692874	ok
GCA_052402505.1	1677034	ok
GCA_046126415.1	1551948	ok
GCA_046126555.1	1638375	ok
GCA_053523415.1	1536830	ok
GCA_053521355.1	1627486	ok
GCA_055389055.1	1587094	ok
GCA_047757325.1	1634638	ok
GCA_047757395.1	1638439	ok
GCA_055389835.1	1697371	ok
GCA_055389445.1	1675646	ok
GCA_048146045.1	1541443	ok
GCA_047757825.1	1608789	ok
GCA_048731915.1	621861	cached
GCA_055380575.1	621539	cached
GCA_048271325.1	1666525	ok
GCA_055396745.1	1547147	ok
GCA_047753845.1	1533097	ok
GCA_049991385.1	1686412	ok
GCA_049995775.1	1657865	ok
GCA_055390215.1	1702627	ok
GCA_055381005.1	632035	ok
GCA_048732715.1	621092	ok
GCA_048732395.1	642685	ok
GCA_048732835.1	650454	ok
GCA_055381415.1	639082	ok
GCA_055382695.1	647029	ok
GCA_048890145.1	964925	cached
GCA_048271345.1	1639213	ok
GCA_048732855.1	644528	ok
GCA_050261105.1	958249	cached
GCA_055382275.1	634798	ok
GCA_048733815.1	625675	ok
GCA_048750775.1	810918	ok
GCA_055381835.1	637288	ok
GCA_055392485.1	813698	ok
GCA_049078485.1	812651	ok
GCA_055379745.1	809782	ok
GCA_049354125.1	1578247	ok
GCA_055382605.1	1590434	ok
GCA_049575145.1	1625400	ok
GCA_965282925.1	1618111	ok
GCA_049608475.1	1621219	ok
GCA_049741965.1	1663848	ok
GCA_965283175.2	1627192	ok
GCA_055901085.1	1628685	ok
GCA_055900775.1	1684435	ok
GCA_049743695.1	1721668	ok
GCA_049743395.1	1774877	ok
GCA_049743815.1	1659115	ok
GCA_055901055.1	1613842	ok
GCA_055901155.1	1671735	ok
GCA_049744735.1	1697427	ok
GCA_049747335.1	1811953	ok
GCA_055902465.1	1669132	ok
GCA_049748895.1	1692215	ok
GCA_055901295.1	1379104	ok
GCA_049748335.1	1460029	ok
GCA_055901115.1	1685081	ok
GCA_055901235.1	1677994	ok
GCA_049749015.1	1805935	ok
GCA_049766875.1	1628639	ok
GCA_055900825.1	1687629	ok
GCA_049767555.1	1440096	ok
GCA_055900795.1	1614146	ok
GCA_049767775.1	1695253	ok
GCA_055901315.1	1688715	ok
GCA_049767835.1	1695872	ok
GCA_055901375.1	1687415	ok
GCA_049768095.1	1764920	ok
GCA_049769015.1	1780253	ok
GCA_055900885.1	1657885	ok
GCA_055900695.1	1664650	ok
GCA_049769515.1	1630481	ok
GCA_055900635.1	1573894	ok
GCA_049771615.1	1559007	ok
GCA_055901415.1	1379386	ok
GCA_055900905.1	1428040	ok
GCA_049771915.1	1491337	ok
GCA_055900495.1	1411737	ok
GCA_049771955.1	1682999	ok
GCA_055900815.1	1639284	ok
GCA_049772295.1	1723080	ok
GCA_055901775.1	1613832	ok
GCA_049773975.1	1716921	ok
GCA_055902455.1	1662603	ok
GCA_049775175.1	1700632	ok
GCA_049776375.1	1737737	ok
GCA_055901245.1	1646156	ok
GCA_055900945.1	1608494	ok
GCA_049897925.1	856180	ok
GCA_049776475.1	1762467	ok
GCA_049897945.1	855911	ok
GCA_041222755.1	860503	ok
GCA_055900715.1	1633820	ok
GCA_049897985.1	860258	ok
GCA_041222745.1	863443	ok
GCA_049898005.1	856430	ok
GCA_041222835.1	860898	ok
GCA_050329855.1	1129105	ok
GCA_050330295.1	1136037	ok
GCA_055385245.1	1132357	ok
GCA_055384435.1	1136878	ok
GCA_050332035.1	1132003	ok
GCA_055384805.1	1133779	ok
GCA_055383825.1	1136349	ok
GCA_050519465.1	2169903	cached
GCA_050332515.1	1131361	ok
GCA_053209605.1	2149091	cached
GCA_050333115.1	1098577	ok
GCA_055385555.1	1103187	ok
GCA_050496125.1	845354	ok
GCA_055398275.1	839770	ok
GCA_051359655.1	1445403	ok
GCA_051307235.1	1571007	ok
GCA_050582285.1	1555980	ok
GCA_050583605.1	1539041	ok
GCA_050583545.1	1428234	ok
GCA_050612865.1	2082764	ok
GCA_051162675.1	2043610	ok
GCA_050813245.1	801329	ok
GCA_055391865.1	809557	ok
GCA_051307245.1	1555321	ok
GCA_050814625.1	822986	ok
GCA_050931905.1	826276	ok
GCA_055392225.1	832269	ok
GCA_055390405.1	820270	ok
GCA_050931945.1	818715	ok
GCA_055390765.1	817160	ok
GCA_051121675.1	1651353	ok
GCA_051121695.1	1654508	ok
GCA_055397875.1	1619876	ok
GCA_055397645.1	1620490	ok
GCA_051121715.1	1629927	ok
GCA_051156535.1	708645	cached
GCA_051295335.1	710747	cached
GCA_055378415.1	1597915	ok
GCA_051121755.1	1593092	ok
GCA_055398125.1	1602097	ok
GCA_051121775.1	1592236	ok
GCA_055398015.1	869570	ok
GCA_051395855.1	874586	ok
GCA_055378805.1	1597975	ok
GCA_051395875.1	948266	ok
GCA_055661495.1	966791	ok
GCA_055398305.1	1585205	ok
GCA_051121735.1	1671890	ok
GCA_051407075.1	2062109	ok
GCA_051407095.1	2101046	ok
GCA_054881555.1	2022505	ok
GCA_051407135.1	2107991	ok
GCA_054880015.1	2023244	ok
GCA_051579145.1	893434	ok
GCA_051580145.1	882474	ok
GCA_054880115.1	2022777	ok
GCA_051581665.1	924432	ok
GCA_051581085.1	887985	ok
GCA_051583465.1	889623	ok
GCA_051584045.1	905237	ok
GCA_051584385.1	880064	ok
GCA_051583585.1	870668	ok
GCA_051584145.1	890690	ok
GCA_051587145.1	894266	ok
GCA_051586665.1	839429	ok
GCA_051587225.1	905004	ok
GCA_051588795.1	867927	ok
GCA_051589565.1	908212	ok
GCA_051589585.1	891101	ok
GCA_051587465.1	886525	ok
GCA_051589625.1	891682	ok
GCA_051589645.1	882463	ok
GCA_052191135.1	868608	ok
GCA_052191855.1	858269	ok
GCA_052193535.1	906992	ok
GCA_052194535.1	908607	ok
GCA_052195175.1	883101	ok
GCA_052196495.1	874981	ok
GCA_052191355.1	894840	ok
GCA_052197115.1	871349	ok
GCA_052284055.1	784062	cached
GCA_051589925.1	910637	ok
GCA_055386915.1	821071	cached
GCA_052190695.1	856005	ok
GCA_052295795.1	1126332	cached
GCA_055380035.1	1082560	cached
GCA_052197595.1	925509	ok
GCA_052197235.1	859096	ok
GCA_052197855.1	900661	ok
GCA_052198175.1	874447	ok
GCA_052201675.1	859531	ok
GCA_052296045.1	792598	ok
GCA_052295475.1	812970	ok
GCA_055386575.1	814009	ok
GCA_052853305.1	843001	ok
GCA_055386105.1	819985	ok
GCA_055385685.1	799795	ok
GCA_052296075.1	812441	ok
GCA_052853505.1	822164	ok
GCA_055392865.1	838260	ok
GCA_052860935.1	840431	ok
GCA_055393085.1	805799	ok
GCA_055393695.1	832409	ok
GCA_052861235.1	826813	ok
GCA_055394555.1	837674	ok
GCA_052861415.1	851810	ok
GCA_055394105.1	818748	ok
GCA_055394755.1	838245	ok
GCA_052861595.1	851647	ok
GCA_052861895.1	868808	ok
GCA_055395395.1	836450	ok
GCA_052862665.1	854194	ok
GCA_055395785.1	815411	ok
GCA_055396615.1	810946	ok
GCA_052863795.1	837332	ok
GCA_053309395.1	1427889	ok
GCA_053168155.1	1491684	ok
GCA_052943415.1	1423248	ok
GCA_054720965.1	1574435	ok
GCA_054501655.1	1587326	ok
GCA_054720765.1	1603974	ok
GCA_978018485.1	1564052	ok
GCA_900156585.1	1544403	cached
GCA_003815775.1	1429017	cached
GCA_054501635.1	1553522	ok
GCA_901212635.1	628656	ok
GCA_003815915.1	1235694	ok
GCA_050572375.1	1503010	ok
GCA_978018475.1	1575763	ok
GCA_055046475.1	1598645	ok
GCA_900795095.1	623341	ok
GCA_901213345.1	614396	ok
GCA_901213685.1	611666	ok
GCA_900692685.1	609598	ok
GCA_900692595.1	607634	ok
GCA_900156145.1	1231063	ok
GCA_055046275.1	1615599	ok
GCA_901214455.1	650912	ok
GCA_900692605.1	643433	ok
GCA_901214505.1	596411	ok
GCA_900692695.1	591962	ok
GCA_901215315.1	610201	ok
GCA_900692715.1	605218	ok
GCA_901215545.1	638389	ok
GCA_900795115.1	633383	ok
GCA_901217055.1	628045	ok
GCA_900692765.1	622712	ok
GCA_901217295.1	612973	ok
GCA_900692755.1	606876	ok
GCA_901218315.1	625703	ok
GCA_901218355.1	616506	ok
GCA_900692785.1	621044	ok
GCA_900692555.1	611911	ok
GCA_901219025.1	602775	ok
GCA_900692815.1	598961	ok
GCA_900692615.1	629318	ok
GCA_901225385.1	635612	ok
GCA_900692645.1	616726	ok
GCA_901227525.1	615504	ok
GCA_901230675.1	618508	ok
GCA_900692875.1	626413	ok
GCA_901230775.1	593635	ok
GCA_900692625.1	587500	ok
GCA_901234765.1	624374	ok
GCA_900692485.1	616102	ok
GCA_901235875.1	614904	ok
GCA_900692675.1	607187	ok
GCA_901236345.1	628223	ok
GCA_900692635.1	622130	ok
GCA_901237145.1	644494	ok
GCA_901237615.1	635578	ok
GCA_900692705.1	638287	ok
GCA_900692845.1	627421	ok
GCA_901240955.1	627237	ok
GCA_900692585.1	621390	ok
GCA_901246645.1	636088	ok
GCA_900692895.1	622103	ok
GCA_901249975.1	629557	ok
GCA_900692735.1	622402	ok
GCA_900692575.1	617527	ok
GCA_901253005.1	622559	ok
GCA_901261215.1	618749	ok
GCA_900692915.1	615197	ok
GCA_901262215.1	595419	ok
GCA_900692745.1	589444	ok
GCA_901266255.1	624554	ok
GCA_900692565.1	617694	ok
GCA_901273695.1	631376	ok
GCA_900692655.1	625314	ok
GCA_901275775.1	666686	ok
GCA_900692955.1	657864	ok
GCA_900692775.1	615641	ok
GCA_901278015.1	620506	ok
GCA_901284135.1	633912	ok
GCA_901285285.1	612368	ok
GCA_900795145.1	629739	ok
GCA_900692975.1	607870	ok
GCA_901285375.1	629682	ok
GCA_900693005.1	626502	ok
GCA_901286665.1	601051	ok
GCA_900693045.1	599225	ok
GCA_900795265.1	589238	ok
GCA_901288305.1	592537	ok
GCA_901294355.1	629014	ok
GCA_900693055.1	626049	ok
GCA_901296005.1	613733	ok
GCA_900693075.1	610585	ok
GCA_901301675.1	620571	ok
GCA_900692925.1	615164	ok
GCA_901302175.1	634578	ok
GCA_901303505.1	627793	ok
GCA_901302295.1	616979	ok
GCA_900795205.1	613282	ok
GCA_900692885.1	628474	ok
GCA_900692965.1	621299	ok
GCA_901304045.1	641396	ok
GCA_900693035.1	636018	ok
GCA_901304185.1	632726	ok
GCA_900693115.1	627514	ok
GCA_901304305.1	626381	ok
GCA_901305855.1	604232	ok
GCA_900692985.1	620789	ok
GCA_900795245.1	597522	ok
GCA_900692855.1	620290	ok
GCA_901306525.1	628229	ok
GCA_901307305.1	615194	ok
GCA_900692905.1	610841	ok
GCA_901307675.1	638339	ok
GCA_900692825.1	635004	ok
GCA_901308905.1	591873	ok
GCA_900795155.1	587848	ok
GCA_901311825.1	616347	ok
GCA_900692935.1	613256	ok
GCA_901311975.1	632287	ok
GCA_900795165.1	628168	ok
GCA_900692995.1	615522	ok
GCA_901312105.1	622416	ok
GCA_901332515.1	627633	ok
GCA_900692835.1	620244	ok
GCA_900693025.1	650669	ok
GCA_901334985.1	655819	ok
GCA_901335425.1	618513	ok
GCA_903684465.1	1748188	cached
GCA_903815245.1	1699289	cached
GCA_903684615.1	1160340	cached
GCA_900693065.1	614953	ok
GCA_901340265.1	625710	ok
GCA_900692795.1	619907	ok
GCA_903815275.1	1160222	cached
GCA_901341235.1	602729	ok
GCA_903684635.1	1757737	cached
GCA_900693085.1	596672	ok
GCA_903815225.1	1742189	cached
GCA_903992995.2	1446956	ok
GCA_902500335.1	1511715	ok
GCA_903815255.1	1738089	ok
GCA_903684645.1	1742707	ok
GCA_905332505.2	474616	ok
GCA_943169635.2	474579	ok
GCA_905332515.2	661544	ok
GCA_943169825.2	661509	ok
GCA_024925465.1	1620513	ok
GCA_919586305.1	1568151	ok
