accession	bytes	status
GCA_023710005.1	1525177	ok
GCA_023709865.1	1627700	ok
GCA_023710165.1	1521769	ok
GCA_023710185.1	1543892	ok
GCA_023710265.1	1555810	ok
GCA_023735235.1	1521662	ok
GCA_023710285.1	1542515	ok
GCA_023710365.1	1547512	ok
GCA_023735255.1	1548464	ok
GCA_023710385.1	1566674	ok
GCA_023710425.1	1638514	ok
GCA_023710445.1	1518236	ok
GCA_023735215.1	1522942	ok
GCA_023710465.1	1565695	ok
GCA_023710485.1	1551775	ok
GCA_023735315.1	1552035	ok
GCA_023735295.1	1519583	ok
GCA_023710405.1	1521939	ok
GCA_023710525.1	1473746	ok
GCA_023710505.1	1565879	ok
GCA_023735335.1	1476225	ok
GCA_023710545.1	1491355	ok
GCA_023735275.1	1523034	ok
GCA_023710625.1	1536605	ok
GCA_023735355.1	1536976	ok
GCA_023710645.1	1522375	ok
GCA_023735375.1	1534686	ok
GCA_023710745.1	1521341	ok
GCA_023710765.1	1517750	ok
GCA_023710785.1	1500245	ok
GCA_023710805.1	1551917	ok
GCA_023710725.1	1532941	ok
GCA_024182005.1	1552148	ok
GCA_023735395.1	1517629	ok
GCA_023710825.1	1530286	ok
GCA_023710965.1	1549938	ok
GCA_023710985.1	1536424	ok
GCA_023735435.1	1550115	ok
GCA_024182025.1	1566098	ok
GCA_023711085.1	1571483	ok
GCA_023711065.1	1570160	ok
GCA_023711165.1	1586400	ok
GCA_023735475.1	1589403	ok
GCA_023711185.1	1637190	ok
GCA_023711205.1	1574175	ok
GCA_023735495.1	1576407	ok
GCA_023711225.1	1602838	ok
GCA_023735515.1	1608102	ok
GCA_023711245.1	1628469	ok
GCA_023711285.1	1608318	ok
GCA_023735535.1	1611077	ok
GCA_023711305.1	1621423	ok
GCA_023711265.1	1588557	ok
GCA_023735615.1	1608770	ok
GCA_023711345.1	1623030	ok
GCA_023711465.1	1607545	ok
GCA_023711485.1	1591261	ok
GCA_023711445.1	1590537	ok
GCA_023711425.1	1603748	ok
GCA_023735695.1	1606850	ok
GCA_023735715.1	1610187	ok
GCA_023711525.1	1595386	ok
GCA_023735735.1	1613643	ok
GCA_023735755.1	1603646	ok
GCA_023711545.1	1612860	ok
GCA_023711585.1	1583757	ok
GCA_023711565.1	1581821	ok
GCA_023711605.1	1568660	ok
GCA_023711505.1	1610493	ok
GCA_023711325.1	1605998	ok
GCA_023711625.1	1623764	ok
GCA_023735815.1	1606813	ok
GCA_023711645.1	1583443	ok
GCA_023711665.1	1629150	ok
GCA_023735795.1	1600412	ok
GCA_023711685.1	1580617	ok
GCA_023711705.1	1602024	ok
GCA_023735835.1	1602948	ok
GCA_023735775.1	1586330	ok
GCA_023711745.1	1611189	ok
GCA_023735855.1	1614837	ok
GCA_023711725.1	1580128	ok
GCA_023711765.1	1594828	ok
GCA_023711785.1	1634242	ok
GCA_023711805.1	1593274	ok
GCA_023735875.1	1611616	ok
GCA_023711825.1	1616891	ok
GCA_023711865.1	1612867	ok
GCA_023735895.1	1600421	ok
GCA_023711845.1	1582019	ok
GCA_023735915.1	1613387	ok
GCA_023711885.1	1593763	ok
GCA_023711905.1	1628664	ok
GCA_023735935.1	1611512	ok
GCA_023711925.1	1590667	ok
GCA_023711945.1	1615695	ok
GCA_023711965.1	1600029	ok
GCA_023735955.1	1616449	ok
GCA_023711985.1	1584066	ok
GCA_023735975.1	1584060	ok
GCA_023712045.1	1594881	ok
GCA_023712065.1	1621759	ok
GCA_023736015.1	1601558	ok
GCA_023712085.1	1615970	ok
GCA_023791835.1	2022354	ok
GCA_023980585.1	1738432	ok
GCA_024461975.1	1001092	cached
GCA_041860975.1	1615976	ok
GCA_036419175.1	957382	cached
GCA_024462035.1	651810	cached
GCA_036419215.1	656678	cached
GCA_024463095.1	1643415	cached
GCA_036419355.1	1599137	cached
GCA_025734455.1	2006961	ok
GCA_023712005.1	1567973	ok
GCA_023712025.1	1631079	ok
GCA_024329985.1	1626546	ok
GCA_023735995.1	1613687	ok
GCA_024396855.1	1650159	ok
GCA_024580325.1	645616	ok
GCA_024582755.1	648120	ok
GCA_025030455.2	1216502	ok
GCA_031228685.1	1215340	ok
GCA_025030835.1	1779956	ok
GCA_025034235.1	1525248	ok
GCA_055900975.1	1507854	ok
GCA_055901515.1	1436804	ok
GCA_055901455.1	1694673	ok
GCA_025034295.1	1473260	ok
GCA_055900535.1	1693940	ok
GCA_025035485.1	1811534	ok
GCA_025035565.1	1692080	ok
GCA_055900515.1	1593953	ok
GCA_055901395.1	1800563	ok
GCA_025037975.1	1717338	ok
GCA_025039095.1	1784485	ok
GCA_055901175.1	1666052	ok
GCA_025035165.1	1812754	ok
GCA_055901255.1	1573067	ok
GCA_025039435.1	1722973	ok
GCA_025429485.1	1169578	ok
GCA_025039155.1	1605137	ok
GCA_025732115.1	1157498	ok
GCA_055901305.1	1649342	ok
GCA_025732095.1	1181540	ok
GCA_025433495.1	1707962	ok
GCA_055900855.1	1588184	ok
GCA_029581535.1	1777767	ok
GCA_025429505.1	1202284	ok
GCA_025584985.1	1731539	ok
GCA_029814295.1	1728690	ok
GCA_029581495.1	1718187	ok
GCA_025585115.1	1764309	ok
GCA_025585195.1	1704608	ok
GCA_029814425.1	1701284	ok
GCA_029814315.1	1787748	ok
GCA_025592435.1	1689627	ok
GCA_030662235.2	1686279	ok
GCA_025679055.1	265979	cached
GCA_025215315.1	261962	cached
GCA_025595365.1	1699628	ok
GCA_025590995.1	1712921	ok
GCA_030661975.2	1702405	ok
GCA_025603155.1	1374020	ok
GCA_025603215.1	1302342	ok
GCA_029814405.1	1216631	ok
GCA_025679065.1	262405	ok
GCA_025679165.1	266531	ok
GCA_025679155.1	268676	ok
GCA_025679195.1	287114	ok
GCA_025215235.1	269744	ok
GCA_025215255.1	277527	ok
GCA_025679205.1	268532	ok
GCA_025679215.1	263555	ok
GCA_025215295.1	262533	ok
GCA_025825655.1	1519786	ok
GCA_055381465.1	1467313	ok
GCA_025951105.1	922768	ok
GCA_052828165.1	972240	ok
GCA_029814335.1	1199632	ok
GCA_025960025.1	909402	ok
GCA_052828105.1	951154	ok
GCA_026075735.1	1758324	ok
GCA_029814445.1	1727649	ok
GCA_040500535.1	870507	ok
GCA_026080615.1	888676	ok
GCA_026084455.1	872322	ok
GCA_030730825.2	874491	ok
GCA_026085175.1	874993	ok
GCA_030732085.2	874634	ok
GCA_029623595.1	1845573	ok
GCA_026086715.1	1763704	ok
GCA_027944835.1	1557231	ok
GCA_026774845.1	1538425	ok
GCA_027944715.1	1507579	ok
GCA_026774865.1	1497405	ok
GCA_026775025.1	1537716	ok
GCA_028551585.1	1504000	ok
GCA_026774545.1	1551239	ok
GCA_027945015.1	1507487	ok
GCA_027944995.1	1505886	ok
GCA_026775345.1	1501581	ok
GCA_027944935.1	1493998	ok
GCA_027944815.1	1544874	ok
GCA_026775485.1	1606670	ok
GCA_027944795.1	1590014	ok
GCA_026775525.1	1648219	ok
GCA_026775465.1	1587715	ok
GCA_026775545.1	1547281	ok
GCA_027944955.1	1547432	ok
GCA_026775645.1	1490654	ok
GCA_027944695.1	1483054	ok
GCA_026775125.1	1491173	ok
GCA_027944655.1	1547444	ok
GCA_027944675.1	1528918	ok
GCA_026775825.1	1582302	ok
GCA_026775745.1	1518982	ok
GCA_027944735.1	1614552	ok
GCA_026775865.1	1539590	ok
GCA_027944635.1	1539142	ok
GCA_026776205.1	1599728	ok
GCA_027944615.1	1595678	ok
GCA_027944595.1	1620780	ok
GCA_026776425.1	1638239	ok
GCA_026776805.1	1554457	ok
GCA_026776325.1	1625434	ok
GCA_027944575.1	1670552	ok
GCA_027945055.1	1549733	ok
GCA_026777225.1	1523319	ok
GCA_027944915.1	1487283	ok
GCA_026778285.1	1479332	ok
GCA_027944895.1	1479837	ok
GCA_026777285.1	1495884	ok
GCA_026776625.1	1538839	ok
GCA_027944875.1	1489035	ok
GCA_026778385.1	1458591	ok
GCA_027944855.1	1466959	ok
GCA_027945035.1	1507467	ok
GCA_026822655.1	1609763	ok
GCA_027944775.1	1610509	ok
GCA_027231625.1	1455777	ok
GCA_055194905.1	1465960	ok
GCA_027656605.1	1525392	ok
GCA_055194965.1	1543459	ok
GCA_027974345.1	1431120	ok
GCA_027943865.1	1394628	ok
GCA_028596045.1	828664	ok
GCA_028134585.1	855446	ok
GCA_028527525.1	856021	ok
GCA_041765095.1	861145	ok
GCA_028593805.1	1510248	ok
GCA_036884355.1	1525567	ok
GCA_036884615.1	1591676	ok
GCA_028593835.1	1555385	ok
GCA_036884795.1	1550201	ok
GCA_028594635.1	1488552	ok
GCA_028594665.1	1569013	ok
GCA_036884785.1	1625188	ok
GCA_036884385.1	1568744	ok
GCA_028594695.1	1593737	ok
GCA_028594675.1	1546135	ok
GCA_028594715.1	1517753	ok
GCA_036884505.1	1613591	ok
GCA_036884625.1	1532858	ok
GCA_028594745.1	1614656	ok
GCA_036884545.1	1641887	ok
GCA_028594765.1	1537812	ok
GCA_036884755.1	1556258	ok
GCA_028594775.1	1537573	ok
GCA_036884645.1	1556250	ok
GCA_028594785.1	1341571	ok
GCA_036884485.1	1365807	ok
GCA_036884775.1	1617033	ok
GCA_028594825.1	1591019	ok
GCA_036884395.1	1501418	ok
GCA_028594835.1	1483463	ok
GCA_028594895.1	1458786	ok
GCA_036884635.1	1503647	ok
GCA_028594885.1	1482064	ok
GCA_036884435.1	1515409	ok
GCA_028594915.1	1353375	ok
GCA_028594935.1	1480904	ok
GCA_036884495.1	1373535	ok
GCA_036884445.1	1503083	ok
GCA_028594965.1	1500314	ok
GCA_036884365.1	1514925	ok
GCA_028594985.1	1612907	ok
GCA_036884425.1	1642181	ok
GCA_028594865.1	1493701	ok
GCA_028594995.1	1566343	ok
GCA_036884535.1	1593911	ok
GCA_028595015.1	1505756	ok
GCA_036884375.1	1526870	ok
GCA_036884765.1	1494247	ok
GCA_028595035.1	1585162	ok
GCA_029685055.1	1418972	cached
GCA_036884405.1	1618714	ok
GCA_055379795.1	1406921	cached
GCA_029750165.1	1407319	cached
GCA_052983215.1	1365667	cached
GCA_036884455.1	1616136	ok
GCA_028595125.1	1581062	ok
GCA_036884415.1	1609865	ok
GCA_030226925.1	771275	cached
GCA_033106825.1	752904	cached
GCA_029647545.1	700888	ok
GCA_037021625.1	690794	ok
GCA_030224085.1	720186	ok
GCA_040500485.1	846381	ok
GCA_028752775.1	1484382	ok
GCA_033106145.1	720257	ok
GCA_030068725.1	1549171	ok
GCA_028595065.1	1604411	ok
GCA_030357985.1	1528891	ok
GCA_030389235.1	1469685	ok
GCA_030297755.1	836514	ok
GCA_030358045.1	1469939	ok
GCA_030389275.1	1509407	ok
GCA_030389185.1	1478101	ok
GCA_030358395.1	1555572	ok
GCA_030358215.1	1509392	ok
GCA_030360045.1	1609377	ok
GCA_030389295.1	1617270	ok
GCA_030360085.1	1524454	ok
GCA_030369235.1	1509727	ok
GCA_030389315.1	1536361	ok
GCA_030369395.1	1524568	ok
GCA_030389165.1	1513817	ok
GCA_030389255.1	1569305	ok
GCA_030378585.1	1562880	ok
GCA_032375125.1	1542150	ok
GCA_032375085.1	1504840	ok
GCA_030378665.1	1500967	ok
GCA_030389215.1	1596509	ok
GCA_030378695.1	1447929	ok
GCA_032375105.1	1465479	ok
GCA_030378825.1	1508145	ok
GCA_030389595.1	1519134	ok
GCA_030379215.1	1518249	ok
GCA_032375225.1	1552385	ok
GCA_030378855.1	1604551	ok
GCA_032375185.1	1601591	ok
GCA_032375205.1	1522588	ok
GCA_030379405.1	1603713	ok
GCA_030379315.1	1538206	ok
GCA_032375245.1	1613543	ok
GCA_030379515.1	1489129	ok
GCA_030379785.1	1720158	ok
GCA_030389695.1	1574439	ok
GCA_030379685.1	1525445	ok
GCA_030389655.1	1501991	ok
GCA_030379985.1	1501250	ok
GCA_030389735.1	1530768	ok
GCA_032379415.1	1573081	ok
GCA_030382245.1	1582099	ok
GCA_030382325.1	1421494	ok
GCA_030389755.1	1488997	ok
GCA_030379905.1	1583023	ok
GCA_030382385.1	1554163	ok
GCA_032385915.1	1527562	ok
GCA_032382315.1	1789823	ok
GCA_032386295.1	1390942	ok
GCA_030382445.1	1518094	ok
GCA_030389775.1	1512756	ok
GCA_030389715.1	1616505	ok
GCA_032377095.1	1566662	ok
GCA_030382345.1	1501510	ok
GCA_030382505.1	1555322	ok
GCA_030382965.1	1562407	ok
GCA_032375265.1	1606711	ok
GCA_030382825.1	1588602	ok
GCA_030389835.1	1550022	ok
GCA_030389855.1	1552972	ok
GCA_030389925.1	1787388	ok
GCA_030383065.1	1738050	ok
GCA_030383105.1	1557625	ok
GCA_030383125.1	1592181	ok
GCA_032384295.1	1624229	ok
GCA_030383145.1	1586705	ok
GCA_032375165.1	1636333	ok
GCA_032386835.1	1576287	ok
GCA_030383285.1	1571612	ok
GCA_030383045.1	1552517	ok
GCA_032386315.1	1539604	ok
GCA_032375145.1	1625378	ok
GCA_030383375.1	1636654	ok
GCA_030383185.1	1626309	ok
GCA_030503445.1	2088547	ok
GCA_038396855.1	1854334	ok
GCA_030649615.1	844967	ok
GCA_040556505.1	863910	ok
GCA_030389945.1	1634345	ok
GCA_030929115.1	1173061	ok
GCA_030585225.1	1205898	ok
GCA_030585245.1	1204712	ok
GCA_030929135.1	1162446	ok
GCA_030929155.1	1161463	ok
GCA_030585265.1	1185246	ok
GCA_030929175.1	1174372	ok
GCA_030585285.1	1212714	ok
GCA_031403575.1	456459	ok
GCA_030585305.1	1199800	ok
GCA_030585325.1	1203629	ok
GCA_030929195.1	1169682	ok
GCA_030929235.1	1176538	ok
GCA_033097145.1	459414	ok
GCA_031584775.1	1536988	ok
GCA_055380265.1	1525421	ok
GCA_055381515.1	1583543	ok
GCA_031584955.1	1586573	ok
GCA_055381915.1	1467169	ok
GCA_055381085.1	1601960	ok
GCA_031584815.1	1433671	ok
GCA_031584975.1	1567897	ok
GCA_055380675.1	1580946	ok
GCA_031584995.1	1604706	ok
GCA_055383235.1	1677315	ok
GCA_031584715.1	1491512	ok
GCA_032027925.1	755665	ok
GCA_031585035.1	1533044	ok
GCA_032843305.1	1332534	cached
GCA_036541085.1	1178305	cached
GCA_055382775.1	1561686	ok
GCA_019916005.1	778742	ok
GCA_032973505.1	1517526	cached
GCA_055900605.1	1483502	cached
GCA_032267685.1	1615099	ok
GCA_055195045.1	1645920	ok
GCA_032267725.1	1523854	ok
GCA_032973625.1	1511689	ok
GCA_055194935.1	1539900	ok
GCA_055900755.1	1559963	ok
GCA_032984385.1	1620742	ok
GCA_032984925.1	1702136	ok
GCA_055900655.1	1457544	ok
GCA_055901495.1	1528031	ok
GCA_032986985.1	1658739	ok
GCA_032985465.1	1640954	ok
GCA_055900935.1	1609112	ok
GCA_051122705.1	3078166	cached
GCA_033793105.1	3099232	cached
GCA_032991415.1	1728474	ok
GCA_055900875.1	1638636	ok
GCA_055900545.1	1686475	ok
GCA_032991705.1	1772486	ok
GCA_033912445.1	1883110	cached
GCA_052980665.1	1864908	cached
GCA_055901435.1	1643638	ok
GCA_033905885.1	881591	ok
GCA_052980055.1	858604	ok
GCA_052979705.1	852484	ok
GCA_052979685.1	1994548	ok
GCA_033908715.1	948191	ok
GCA_033883555.1	2051367	ok
GCA_033913625.1	879577	ok
GCA_052979745.1	854233	ok
GCA_033914165.1	888737	ok
GCA_033916025.1	867427	ok
GCA_052979725.1	863497	ok
GCA_052979965.1	841851	ok
GCA_034010535.1	750385	ok
GCA_029873295.1	767384	ok
GCA_034138805.1	1198074	cached
GCA_052982595.1	1160156	cached
GCA_034105565.1	837269	ok
GCA_040267795.1	844742	ok
GCA_034105595.1	818749	ok
GCA_040448595.1	823570	ok
GCA_034137445.1	1542702	ok
GCA_052982075.1	1536812	ok
GCA_034139025.1	1259019	ok
GCA_034139645.1	1475132	ok
GCA_052981935.1	1495673	ok
GCA_052981215.1	1550118	ok
GCA_034140105.1	1551392	ok
GCA_052982655.1	1190233	ok
GCA_034140285.1	1715905	ok
GCA_052979065.1	1654593	ok
GCA_052979185.1	1699880	ok
GCA_034140485.1	1733523	ok
GCA_034140305.1	1658877	ok
GCA_052979165.1	1587666	ok
GCA_052980145.1	1731326	ok
GCA_034146685.1	1553372	ok
GCA_034140705.1	1741460	ok
GCA_052982035.1	1569049	ok
GCA_034152905.1	1667504	ok
GCA_052979605.1	1666975	ok
GCA_034153025.1	1719631	ok
GCA_052979505.1	1702796	ok
GCA_052979465.1	1639468	ok
GCA_034153565.1	1717096	ok
GCA_052980335.1	1746616	ok
GCA_034155745.1	1548384	ok
GCA_052981175.1	1546736	ok
GCA_034146445.1	1752272	ok
GCA_034153365.1	1651488	ok
GCA_034156025.1	1623291	ok
GCA_052980535.1	1722248	ok
GCA_034156065.1	1659756	ok
GCA_052978965.1	1625838	ok
GCA_052978925.1	1658822	ok
GCA_034156305.1	1679422	ok
GCA_052979125.1	1619764	ok
GCA_052979265.1	1727730	ok
GCA_034156365.1	1730178	ok
GCA_052981155.1	1540034	ok
GCA_034156625.1	1550814	ok
GCA_034156745.1	1760026	ok
GCA_052979305.1	1754273	ok
GCA_034156825.1	1699590	ok
GCA_052979205.1	1647221	ok
GCA_052981975.1	1548124	ok
GCA_034157665.1	1546485	ok
GCA_034158585.1	1525083	ok
GCA_052981255.1	1506969	ok
GCA_052981235.1	1543803	ok
GCA_034158725.1	1560951	ok
GCA_034158665.1	1551510	ok
GCA_034158705.1	1600967	ok
GCA_052981195.1	1574673	ok
GCA_052981315.1	1558402	ok
GCA_034158945.1	1637213	ok
GCA_052979105.1	1595452	ok
GCA_034158965.1	1671755	ok
GCA_052979085.1	1652464	ok
GCA_052981515.1	1527884	ok
GCA_034159645.1	1528327	ok
GCA_034160105.1	1684344	ok
GCA_052979545.1	1658826	ok
GCA_034160165.1	1695726	ok
GCA_052979585.1	1668289	ok
GCA_034160225.1	1779437	ok
GCA_052979485.1	1739432	ok
GCA_034161625.1	1497553	ok
GCA_034161905.1	1542009	ok
GCA_034161705.1	1558965	ok
GCA_052982135.1	1568957	ok
GCA_052982175.1	1499429	ok
GCA_034161925.1	1655353	ok
GCA_052981695.1	1680743	ok
GCA_052981675.1	1587024	ok
GCA_034162045.1	1571519	ok
GCA_034162325.1	1572885	ok
GCA_052981495.1	1564733	ok
GCA_034162545.1	1641959	ok
GCA_052979445.1	1648491	ok
GCA_052981715.1	1536485	ok
GCA_034163545.1	1730404	ok
GCA_052979345.1	1720997	ok
GCA_034163265.1	1794990	ok
GCA_052979325.1	1631276	ok
GCA_034163745.1	1646593	ok
GCA_052979385.1	1737459	ok
GCA_052980235.1	1744497	ok
GCA_034164125.1	1741525	ok
GCA_052980185.1	1666318	ok
GCA_034193525.1	1690637	ok
GCA_052979955.1	1713102	ok
GCA_034164225.1	1757927	ok
GCA_034193585.1	1705816	ok
GCA_052979225.1	1721290	ok
GCA_034164065.1	1737973	ok
GCA_034194945.1	1777597	ok
GCA_034302015.1	905705	ok
GCA_052977555.1	934741	ok
GCA_034302115.1	909526	ok
GCA_052978945.1	1668123	ok
GCA_052977505.1	940175	ok
GCA_034302135.1	914711	ok
GCA_052977445.1	950774	ok
GCA_052979565.1	1653488	ok
GCA_052982535.1	1653747	ok
GCA_034303935.1	1667461	ok
GCA_034304535.1	910335	ok
GCA_052977565.1	941038	ok
GCA_034304715.1	901165	ok
GCA_052977725.1	938919	ok
GCA_034304795.1	908556	ok
GCA_052977495.1	957612	ok
GCA_052982375.1	1564563	ok
GCA_034310245.1	1674418	ok
GCA_034310345.1	1646088	ok
GCA_052982315.1	1562267	ok
GCA_034310505.1	1578136	ok
GCA_052981475.1	1579103	ok
GCA_034311605.1	924959	ok
GCA_034365965.1	846078	ok
GCA_052977735.1	989048	ok
GCA_036903515.1	582294	cached
GCA_037292345.1	572439	cached
GCA_040255015.1	853596	ok
GCA_034365975.1	845681	ok
GCA_034365985.1	836634	ok
GCA_040255005.1	852946	ok
GCA_040254855.1	844061	ok
GCA_055379075.1	2060967	ok
GCA_037715445.1	635055	ok
GCA_034816985.1	2088824	ok
GCA_037715545.1	649383	ok
GCA_978047745.1	646174	ok
GCA_037716295.1	635351	ok
GCA_978047795.1	662206	ok
GCA_037716435.1	651781	ok
GCA_978047535.1	645111	ok
GCA_978047025.1	660215	ok
GCA_037716595.1	652930	ok
GCA_978047035.1	662828	ok
GCA_037716835.1	645396	ok
GCA_978047015.1	656864	ok
GCA_037717155.1	618796	ok
GCA_978047585.1	649403	ok
GCA_037717375.1	616615	ok
GCA_978047605.1	640289	ok
GCA_978047325.1	641235	ok
GCA_037718725.1	632866	ok
GCA_037718765.1	607658	ok
GCA_978047135.1	629629	ok
GCA_037718895.1	620269	ok
GCA_978047175.1	643239	ok
GCA_037719375.1	637677	ok
GCA_978047355.1	646797	ok
GCA_037719645.1	635884	ok
GCA_978047765.1	646614	ok
GCA_037720795.1	616236	ok
GCA_978047865.1	641259	ok
GCA_037720915.1	602931	ok
GCA_037720955.1	602827	ok
GCA_978047455.1	638631	ok
GCA_037721375.1	644773	ok
GCA_978047415.1	670228	ok
GCA_978047695.1	639276	ok
GCA_037721505.1	632284	ok
GCA_978047635.1	655798	ok
GCA_037722585.1	635242	ok
GCA_978047205.1	670725	ok
GCA_978047195.1	625681	ok
GCA_037723035.1	602303	ok
GCA_978047735.1	663045	ok
GCA_037723055.1	668059	ok
GCA_037723115.1	637874	ok
GCA_978047835.1	646776	ok
GCA_037723135.1	625845	ok
GCA_978047465.1	647457	ok
GCA_978047805.1	647999	ok
GCA_037723215.1	624196	ok
GCA_037723295.1	605935	ok
GCA_037723315.1	620709	ok
GCA_978047275.1	628699	ok
GCA_978047235.1	645694	ok
GCA_037723395.1	625702	ok
GCA_978047775.1	662281	ok
GCA_978047515.1	645452	ok
GCA_037723445.1	633228	ok
GCA_037723425.1	628290	ok
GCA_978047755.1	643149	ok
GCA_037723505.1	622433	ok
GCA_037723625.1	625690	ok
GCA_978047215.1	646191	ok
GCA_978047715.1	646214	ok
GCA_037723685.1	623327	ok
GCA_037724925.1	622860	ok
GCA_978047335.1	645895	ok
GCA_978047495.1	646379	ok
GCA_037724945.1	625509	ok
GCA_978047675.1	649873	ok
GCA_037725095.1	622137	ok
GCA_978047435.1	645311	ok
GCA_037725805.1	599686	ok
GCA_978047525.1	626768	ok
GCA_037725865.1	600130	ok
GCA_978047645.1	625562	ok
GCA_037725925.1	622293	ok
GCA_978047625.1	646787	ok
GCA_037726805.1	617930	ok
GCA_978047315.1	642260	ok
GCA_037726845.1	607269	ok
GCA_978047365.1	632534	ok
GCA_978047245.1	658959	ok
GCA_037726885.1	635346	ok
GCA_037726945.1	635872	ok
GCA_978047305.1	643842	ok
GCA_037727005.1	638456	ok
GCA_037727045.1	633005	ok
GCA_978047875.1	645172	ok
GCA_978047485.1	657634	ok
GCA_037727085.1	637456	ok
GCA_978047345.1	660656	ok
GCA_978047545.1	646298	ok
GCA_037727455.1	621320	ok
GCA_037727165.1	652827	ok
GCA_037727725.1	617127	ok
GCA_037727535.1	632697	ok
GCA_978047165.1	656360	ok
GCA_978047045.1	639325	ok
GCA_037727785.1	632878	ok
GCA_978047595.1	645196	ok
GCA_037728245.1	623328	ok
GCA_978047085.1	657522	ok
GCA_978047145.1	643242	ok
GCA_978047265.1	660417	ok
GCA_037728365.1	646834	ok
GCA_037728565.1	622061	ok
GCA_978047115.1	658105	ok
GCA_037876975.1	620952	ok
GCA_978047095.1	646859	ok
GCA_037868745.1	623975	ok
GCA_978047475.1	641639	ok
GCA_037877655.1	630214	ok
GCA_978047295.1	645359	ok
GCA_041997865.1	634211	ok
GCA_978047815.1	630581	ok
GCA_042013965.1	628201	ok
GCA_042023275.1	604622	ok
GCA_978047725.1	641953	ok
GCA_978047565.1	629560	ok
GCA_042025715.1	605209	ok
GCA_978047255.1	630915	ok
GCA_042026295.1	621717	ok
GCA_978047785.1	646129	ok
GCA_042029115.1	608317	ok
GCA_978047855.1	632033	ok
GCA_042035305.1	622242	ok
GCA_978047505.1	647521	ok
GCA_042035495.1	621659	ok
GCA_042035555.1	615654	ok
GCA_042035515.1	622953	ok
GCA_978047555.1	651728	ok
GCA_978047105.1	646921	ok
GCA_978047665.1	644000	ok
GCA_042036565.1	620585	ok
GCA_978047385.1	645528	ok
GCA_042037255.1	621335	ok
GCA_978047075.1	646625	ok
GCA_042038055.1	606449	ok
GCA_978047655.1	630013	ok
GCA_042040115.1	599924	ok
GCA_978047125.1	636545	ok
GCA_042040255.1	604942	ok
GCA_978047375.1	628834	ok
GCA_042041975.1	607535	ok
GCA_978047055.1	631332	ok
GCA_042043815.1	622934	ok
GCA_978047705.1	645616	ok
GCA_042835925.1	1631350	ok
GCA_052748625.1	1613608	ok
GCA_042866885.1	1495657	ok
GCA_055380635.1	1043969	ok
GCA_042911845.2	1056650	ok
GCA_042911825.2	1041940	ok
GCA_047946685.1	1544259	ok
GCA_042911865.2	1042533	ok
GCA_055379755.1	1043292	ok
GCA_042911885.2	1038026	ok
GCA_055382355.1	1062912	ok
GCA_055382715.1	1042719	ok
GCA_042911925.2	1055316	ok
GCA_055381875.1	1061709	ok
GCA_042913065.2	1058976	ok
GCA_055380205.1	1062140	ok
GCA_042913125.2	1039352	ok
GCA_055381065.1	1043702	ok
GCA_042913165.2	1046605	ok
GCA_055381455.1	1042444	ok
GCA_043057605.1	1462875	ok
GCA_042968935.1	1608015	ok
GCA_043314195.1	952872	ok
GCA_055383885.1	1474752	ok
GCA_052977545.1	981652	ok
GCA_043562445.1	1735299	ok
GCA_055194835.1	1655412	ok
GCA_049352695.1	1736569	ok
GCA_043562465.1	1710545	ok
GCA_043562525.1	1706971	ok
GCA_049353685.1	1720087	ok
GCA_049350945.1	1621608	ok
GCA_043562685.1	1617658	ok
GCA_043562645.1	1653044	ok
GCA_049354595.1	1655095	ok
GCA_043562825.1	1655091	ok
GCA_049351435.1	1669547	ok
GCA_049353735.1	1744538	ok
GCA_043562885.1	1655051	ok
GCA_049351465.1	1652834	ok
GCA_049354625.1	1702872	ok
GCA_043563505.1	1688602	ok
GCA_043563565.1	1712638	ok
GCA_049354885.1	1719746	ok
GCA_043563585.1	1683030	ok
GCA_049354615.1	1694542	ok
GCA_049350935.1	1677894	ok
GCA_043563605.1	1683052	ok
GCA_043563745.1	1657487	ok
GCA_049354605.1	1691413	ok
GCA_043563005.1	1667296	ok
GCA_049354575.1	1719855	ok
GCA_049354585.1	1665838	ok
GCA_049354785.1	1653183	ok
GCA_049354245.1	1741767	ok
GCA_043564695.1	1732805	ok
GCA_043564635.1	1731302	ok
GCA_043564755.1	1733695	ok
GCA_049354795.1	1744491	ok
GCA_043563965.1	1710848	ok
GCA_049350385.1	1739062	ok
GCA_043564795.1	1659916	ok
GCA_049354765.1	1672363	ok
GCA_043564565.1	1637624	ok
GCA_043564975.1	1646521	ok
GCA_049354775.1	1657164	ok
GCA_043669015.1	1558948	ok
GCA_043668995.1	1597253	ok
GCA_052124295.1	1531627	ok
GCA_043932135.1	1512929	ok
GCA_043932315.1	1510682	ok
GCA_055900665.1	1497203	ok
GCA_052124215.1	1506278	ok
GCA_055900475.1	1501322	ok
GCA_043933665.1	1667380	ok
GCA_055901475.1	1602675	ok
GCA_043978215.1	1726039	ok
GCA_043979785.1	1656040	ok
GCA_055901135.1	1638009	ok
GCA_036884805.1	1486422	ok
GCA_051797645.1	894622	ok
GCA_045115795.1	1464394	ok
GCA_045308945.1	880760	ok
GCA_055900595.1	1729711	ok
GCA_051795985.1	878963	ok
GCA_045308935.1	854028	ok
GCA_045308995.1	871437	ok
GCA_051798085.1	868828	ok
GCA_045309035.1	856101	ok
GCA_051797245.1	857650	ok
GCA_045309055.1	860256	ok
GCA_051797255.1	857799	ok
GCA_051793885.1	881852	ok
