cohort	clustering_unit	grouping	stratum	n_genomes	metric	weighted_median	ci95_lo	ci95_hi	weighted_mean	mean_ci95_lo	mean_ci95_hi
catalogue_weighted_no_nr_adjustment	family	phylum	Asgardarchaeota	207	completeness_MAGICC_minus_CheckM2	3.9834	-1.2212	10.7819	7.4859	1.0362	12.4260
catalogue_weighted_no_nr_adjustment	family	phylum	Asgardarchaeota	207	contamination_MAGICC_minus_CheckM2	34.7433	8.5570	50.7710	35.2567	22.0640	48.0845
catalogue_weighted_no_nr_adjustment	family	phylum	Atribacterota	200	completeness_MAGICC_minus_CheckM2	-3.1592	-9.6322	3.2679	-4.7457	-10.3836	2.2536
catalogue_weighted_no_nr_adjustment	family	phylum	Atribacterota	200	contamination_MAGICC_minus_CheckM2	2.6184	0.0431	11.1054	6.8460	0.3865	14.0722
catalogue_weighted_no_nr_adjustment	family	phylum	Bacteroidota	46672	completeness_MAGICC_minus_CheckM2	1.4464	0.4139	1.7826	1.6728	-0.0964	2.1621
catalogue_weighted_no_nr_adjustment	family	phylum	Bacteroidota	46672	contamination_MAGICC_minus_CheckM2	-0.5994	-0.7459	-0.2930	-1.0979	-1.4020	-0.2872
catalogue_weighted_no_nr_adjustment	family	phylum	Bdellovibrionota	567	completeness_MAGICC_minus_CheckM2	2.2113	-0.2896	4.4215	1.8447	-1.3844	4.9733
catalogue_weighted_no_nr_adjustment	family	phylum	Bdellovibrionota	567	contamination_MAGICC_minus_CheckM2	-0.0354	-0.3254	0.9689	5.9423	3.3975	10.6941
catalogue_weighted_no_nr_adjustment	family	phylum	Bipolaricaulota	268	completeness_MAGICC_minus_CheckM2	-22.4398	-27.2326	-9.8211	-20.3969	-25.5313	-6.7042
catalogue_weighted_no_nr_adjustment	family	phylum	Bipolaricaulota	268	contamination_MAGICC_minus_CheckM2	-1.1127	-2.6753	1.6826	-0.9359	-2.7339	5.8241
catalogue_weighted_no_nr_adjustment	family	phylum	Campylobacterota	1203	completeness_MAGICC_minus_CheckM2	-0.0427	-0.1776	0.3844	-0.4778	-1.6735	-0.0240
catalogue_weighted_no_nr_adjustment	family	phylum	Campylobacterota	1203	contamination_MAGICC_minus_CheckM2	-0.2975	-1.3055	-0.1087	-0.7949	-1.3170	-0.1044
catalogue_weighted_no_nr_adjustment	family	phylum	Chlamydiota	428	completeness_MAGICC_minus_CheckM2	-0.5228	-9.0454	-0.2270	-3.6247	-7.7321	-1.1987
catalogue_weighted_no_nr_adjustment	family	phylum	Chlamydiota	428	contamination_MAGICC_minus_CheckM2	0.5482	0.0474	0.6855	2.2166	1.1253	5.0275
catalogue_weighted_no_nr_adjustment	family	phylum	Chloroflexota	1822	completeness_MAGICC_minus_CheckM2	0.0609	-2.2382	2.9510	-0.6270	-3.0758	1.9427
catalogue_weighted_no_nr_adjustment	family	phylum	Chloroflexota	1822	contamination_MAGICC_minus_CheckM2	-1.1729	-1.5161	-0.8100	0.8844	0.0357	1.8131
catalogue_weighted_no_nr_adjustment	family	phylum	Cloacimonadota	578	completeness_MAGICC_minus_CheckM2	-1.5570	-15.6056	-0.3914	-3.2688	-14.9242	-0.6760
catalogue_weighted_no_nr_adjustment	family	phylum	Cloacimonadota	578	contamination_MAGICC_minus_CheckM2	-0.5507	-0.8159	4.9410	-0.0863	-1.5020	6.9481
catalogue_weighted_no_nr_adjustment	family	phylum	Cyanobacteria	1126	completeness_MAGICC_minus_CheckM2	0.0665	-2.5736	0.2356	-0.0656	-3.1721	1.4787
catalogue_weighted_no_nr_adjustment	family	phylum	Cyanobacteria	1126	contamination_MAGICC_minus_CheckM2	-0.4315	-1.3662	-0.2297	-0.5495	-1.6716	0.5529
catalogue_weighted_no_nr_adjustment	family	phylum	Deinococcota	506	completeness_MAGICC_minus_CheckM2	-1.4954	-6.0210	-0.5133	-2.8670	-4.9047	-2.0175
catalogue_weighted_no_nr_adjustment	family	phylum	Deinococcota	506	contamination_MAGICC_minus_CheckM2	0.0109	-0.9729	0.0560	-0.4934	-0.8974	0.2974
catalogue_weighted_no_nr_adjustment	family	phylum	Dependentiae	257	completeness_MAGICC_minus_CheckM2	-3.6154	-9.9968	-0.5782	-5.3521	-9.1126	-2.2118
catalogue_weighted_no_nr_adjustment	family	phylum	Dependentiae	257	contamination_MAGICC_minus_CheckM2	2.5586	1.1445	7.6821	6.6739	4.1403	11.0952
catalogue_weighted_no_nr_adjustment	family	phylum	Desulfobacterota	810	completeness_MAGICC_minus_CheckM2	-0.3337	-1.6881	0.6286	-1.6048	-3.3214	0.0453
catalogue_weighted_no_nr_adjustment	family	phylum	Desulfobacterota	810	contamination_MAGICC_minus_CheckM2	-0.7090	-0.9488	-0.3409	2.5878	1.0912	4.3870
catalogue_weighted_no_nr_adjustment	family	phylum	Desulfobacterota_B	743	completeness_MAGICC_minus_CheckM2	1.5381	-4.0033	2.8639	0.9367	-4.8873	3.1679
catalogue_weighted_no_nr_adjustment	family	phylum	Desulfobacterota_B	743	contamination_MAGICC_minus_CheckM2	1.5326	-0.7983	7.1004	8.6995	2.2321	15.2455
catalogue_weighted_no_nr_adjustment	family	phylum	Desulfobacterota_G	285	completeness_MAGICC_minus_CheckM2	-0.1932	-0.8397	1.9168	-1.3524	-3.0111	3.1391
catalogue_weighted_no_nr_adjustment	family	phylum	Desulfobacterota_G	285	contamination_MAGICC_minus_CheckM2	2.2393	0.9283	10.0357	8.3972	8.0294	12.4979
catalogue_weighted_no_nr_adjustment	family	phylum	Desulfobacterota_I	900	completeness_MAGICC_minus_CheckM2	0.1672	-18.4028	0.1947	-0.5295	-11.4318	1.2645
catalogue_weighted_no_nr_adjustment	family	phylum	Desulfobacterota_I	900	contamination_MAGICC_minus_CheckM2	-0.3743	-3.1116	-0.3743	-0.6772	-1.6962	-0.6742
catalogue_weighted_no_nr_adjustment	family	phylum	Dormibacterota	522	completeness_MAGICC_minus_CheckM2	-5.4809	-9.1583	-1.5253	-4.3504	-8.1233	-0.6938
catalogue_weighted_no_nr_adjustment	family	phylum	Dormibacterota	522	contamination_MAGICC_minus_CheckM2	-1.1826	-2.2274	0.1626	-0.5089	-1.8159	2.2077
catalogue_weighted_no_nr_adjustment	family	phylum	Eisenbacteria	238	completeness_MAGICC_minus_CheckM2	-8.1511	-14.0753	4.4561	-7.1974	-10.8260	4.2901
catalogue_weighted_no_nr_adjustment	family	phylum	Eisenbacteria	238	contamination_MAGICC_minus_CheckM2	-0.9312	-1.5376	0.3501	-0.3608	-1.7736	1.3680
catalogue_weighted_no_nr_adjustment	family	phylum	Elusimicrobiota	317	completeness_MAGICC_minus_CheckM2	-0.9821	-5.9343	5.1671	-2.6977	-4.9683	5.5026
catalogue_weighted_no_nr_adjustment	family	phylum	Elusimicrobiota	317	contamination_MAGICC_minus_CheckM2	0.0217	-0.5932	0.1282	1.2916	0.3601	2.8579
catalogue_weighted_no_nr_adjustment	family	phylum	Eremiobacterota	597	completeness_MAGICC_minus_CheckM2	2.4655	1.4664	4.6169	2.5708	1.2906	6.6960
catalogue_weighted_no_nr_adjustment	family	phylum	Eremiobacterota	597	contamination_MAGICC_minus_CheckM2	1.0815	-0.2556	5.5072	5.9419	1.5445	13.9293
catalogue_weighted_no_nr_adjustment	family	phylum	Firmicutes	17637	completeness_MAGICC_minus_CheckM2	-0.6247	-3.9622	-0.0165	-2.6960	-6.5328	-0.4443
catalogue_weighted_no_nr_adjustment	family	phylum	Firmicutes	17637	contamination_MAGICC_minus_CheckM2	-0.4990	-0.7454	-0.2174	-0.2539	-0.9369	0.7028
catalogue_weighted_no_nr_adjustment	family	phylum	Firmicutes_A	88454	completeness_MAGICC_minus_CheckM2	1.2817	0.0403	2.2098	1.4205	-0.3094	2.2641
catalogue_weighted_no_nr_adjustment	family	phylum	Firmicutes_A	88454	contamination_MAGICC_minus_CheckM2	-0.7991	-1.0605	-0.3481	-1.1511	-1.5598	-0.4398
catalogue_weighted_no_nr_adjustment	family	phylum	Firmicutes_B	340	completeness_MAGICC_minus_CheckM2	-7.2319	-12.8883	-3.7691	-8.4956	-12.6920	-6.4589
catalogue_weighted_no_nr_adjustment	family	phylum	Firmicutes_B	340	contamination_MAGICC_minus_CheckM2	-0.5586	-1.4735	-0.1737	-0.4105	-1.4381	2.1430
catalogue_weighted_no_nr_adjustment	family	phylum	Firmicutes_C	8315	completeness_MAGICC_minus_CheckM2	0.1588	-0.5204	1.6928	0.0823	-1.6158	1.9211
catalogue_weighted_no_nr_adjustment	family	phylum	Firmicutes_C	8315	contamination_MAGICC_minus_CheckM2	-0.1773	-0.5799	-0.0907	-0.7178	-1.5026	-0.3242
catalogue_weighted_no_nr_adjustment	family	phylum	Firmicutes_G	385	completeness_MAGICC_minus_CheckM2	-7.4780	-15.2927	-2.8548	-9.3097	-14.9408	-4.2223
catalogue_weighted_no_nr_adjustment	family	phylum	Firmicutes_G	385	contamination_MAGICC_minus_CheckM2	0.0878	-0.1684	1.2187	3.5195	0.4672	8.1726
catalogue_weighted_no_nr_adjustment	family	phylum	Fusobacteriota	871	completeness_MAGICC_minus_CheckM2	-1.3242	-36.5716	0.8279	-2.0388	-27.0218	2.4066
catalogue_weighted_no_nr_adjustment	family	phylum	Fusobacteriota	871	contamination_MAGICC_minus_CheckM2	-0.4128	-1.2148	2.9877	-0.6359	-1.6503	12.2154
catalogue_weighted_no_nr_adjustment	family	phylum	Gemmatimonadota	460	completeness_MAGICC_minus_CheckM2	-1.3682	-6.2583	1.0512	-2.0911	-7.7424	0.1038
catalogue_weighted_no_nr_adjustment	family	phylum	Gemmatimonadota	460	contamination_MAGICC_minus_CheckM2	-0.5198	-1.5287	2.3778	1.6839	0.2321	4.9646
catalogue_weighted_no_nr_adjustment	family	phylum	Halobacteriota	635	completeness_MAGICC_minus_CheckM2	-4.9068	-7.0251	-3.0638	-5.8040	-8.1490	-3.4682
catalogue_weighted_no_nr_adjustment	family	phylum	Halobacteriota	635	contamination_MAGICC_minus_CheckM2	-0.2007	-0.6341	0.7882	3.8509	-1.0310	12.9401
catalogue_weighted_no_nr_adjustment	family	phylum	Krumholzibacteriota	210	completeness_MAGICC_minus_CheckM2	-5.3087	-9.6623	3.6683	-5.6768	-9.1076	0.7725
catalogue_weighted_no_nr_adjustment	family	phylum	Krumholzibacteriota	210	contamination_MAGICC_minus_CheckM2	-0.2982	-0.8902	2.1626	2.4880	0.5929	6.1065
catalogue_weighted_no_nr_adjustment	family	phylum	Marinisomatota	391	completeness_MAGICC_minus_CheckM2	-6.3894	-12.9686	2.2998	-5.8814	-11.7347	1.2294
catalogue_weighted_no_nr_adjustment	family	phylum	Marinisomatota	391	contamination_MAGICC_minus_CheckM2	0.3453	0.0817	2.2580	2.7425	1.3508	4.6451
catalogue_weighted_no_nr_adjustment	family	phylum	Methanobacteriota	1018	completeness_MAGICC_minus_CheckM2	-0.1599	-1.0556	-0.1599	-1.4619	-1.4621	-1.0556
catalogue_weighted_no_nr_adjustment	family	phylum	Methanobacteriota	1018	contamination_MAGICC_minus_CheckM2	0.2058	0.0498	0.4151	0.3625	0.0498	0.4024
catalogue_weighted_no_nr_adjustment	family	phylum	Methylomirabilota	643	completeness_MAGICC_minus_CheckM2	0.4962	-17.5656	2.7474	-0.2177	-16.5323	3.0015
catalogue_weighted_no_nr_adjustment	family	phylum	Methylomirabilota	643	contamination_MAGICC_minus_CheckM2	2.1435	0.3030	27.9876	9.3369	3.8705	26.0038
catalogue_weighted_no_nr_adjustment	family	phylum	Micrarchaeota	442	completeness_MAGICC_minus_CheckM2	-19.0551	-24.0416	-12.8041	-18.9531	-22.8306	-12.7029
catalogue_weighted_no_nr_adjustment	family	phylum	Micrarchaeota	442	contamination_MAGICC_minus_CheckM2	1.6810	-0.0933	2.9744	5.5869	1.3914	8.9417
catalogue_weighted_no_nr_adjustment	family	phylum	Myxococcota	424	completeness_MAGICC_minus_CheckM2	5.7083	3.1272	7.2576	6.9713	4.1674	9.3957
catalogue_weighted_no_nr_adjustment	family	phylum	Myxococcota	424	contamination_MAGICC_minus_CheckM2	-0.4954	-0.8743	-0.0531	5.2673	3.3858	7.9040
catalogue_weighted_no_nr_adjustment	family	phylum	Myxococcota_A	502	completeness_MAGICC_minus_CheckM2	1.2460	-10.3962	5.8857	-0.7920	-10.1006	6.7581
catalogue_weighted_no_nr_adjustment	family	phylum	Myxococcota_A	502	contamination_MAGICC_minus_CheckM2	-0.1981	-1.7895	2.1404	6.2055	1.7210	10.1978
catalogue_weighted_no_nr_adjustment	family	phylum	Nanoarchaeota	1689	completeness_MAGICC_minus_CheckM2	-13.7563	-16.1963	-9.8840	-13.0598	-15.5190	-10.2295
catalogue_weighted_no_nr_adjustment	family	phylum	Nanoarchaeota	1689	contamination_MAGICC_minus_CheckM2	3.2197	1.5441	7.1020	8.4139	6.5582	11.4757
catalogue_weighted_no_nr_adjustment	family	phylum	Nitrospinota	289	completeness_MAGICC_minus_CheckM2	1.6511	-2.3818	3.2901	0.2580	-1.9061	5.5189
catalogue_weighted_no_nr_adjustment	family	phylum	Nitrospinota	289	contamination_MAGICC_minus_CheckM2	1.3732	-1.1942	1.5743	3.7048	-1.2597	4.0718
catalogue_weighted_no_nr_adjustment	family	phylum	Nitrospirota	241	completeness_MAGICC_minus_CheckM2	-5.1738	-11.0601	-1.9802	-6.4012	-9.9124	-3.6712
catalogue_weighted_no_nr_adjustment	family	phylum	Nitrospirota	241	contamination_MAGICC_minus_CheckM2	-0.9784	-1.4889	0.4779	0.2293	-1.2886	3.3517
catalogue_weighted_no_nr_adjustment	family	phylum	Omnitrophota	317	completeness_MAGICC_minus_CheckM2	-5.8888	-14.1997	-0.8949	-7.9016	-12.4211	-3.5587
catalogue_weighted_no_nr_adjustment	family	phylum	Omnitrophota	317	contamination_MAGICC_minus_CheckM2	0.3777	-0.1467	2.1184	6.2490	1.9162	11.6820
catalogue_weighted_no_nr_adjustment	family	phylum	Patescibacteria	20169	completeness_MAGICC_minus_CheckM2	-5.6276	-9.0924	-3.5106	-7.4261	-9.4089	-5.7779
catalogue_weighted_no_nr_adjustment	family	phylum	Patescibacteria	20169	contamination_MAGICC_minus_CheckM2	0.2167	0.0579	0.4664	2.1275	1.4029	3.0147
catalogue_weighted_no_nr_adjustment	family	phylum	Planctomycetota	1153	completeness_MAGICC_minus_CheckM2	3.1008	1.7118	4.7015	3.1118	1.5011	5.1782
catalogue_weighted_no_nr_adjustment	family	phylum	Planctomycetota	1153	contamination_MAGICC_minus_CheckM2	-0.8675	-1.1411	-0.5326	1.2307	0.1744	2.7213
catalogue_weighted_no_nr_adjustment	family	phylum	Proteobacteria	24149	completeness_MAGICC_minus_CheckM2	-0.1928	-0.5838	-0.0441	-0.9799	-1.9457	-0.3498
catalogue_weighted_no_nr_adjustment	family	phylum	Proteobacteria	24149	contamination_MAGICC_minus_CheckM2	-0.6225	-0.9773	-0.4074	-1.0040	-1.2499	-0.7762
catalogue_weighted_no_nr_adjustment	family	phylum	SAR324	735	completeness_MAGICC_minus_CheckM2	1.2954	-2.9227	4.4667	1.8680	-1.9942	2.1548
catalogue_weighted_no_nr_adjustment	family	phylum	SAR324	735	contamination_MAGICC_minus_CheckM2	-0.3886	-0.4981	1.6997	0.7371	0.1777	11.3827
catalogue_weighted_no_nr_adjustment	family	phylum	Spirochaetota	1554	completeness_MAGICC_minus_CheckM2	2.4983	1.9567	4.5523	2.8241	2.0238	4.5761
catalogue_weighted_no_nr_adjustment	family	phylum	Spirochaetota	1554	contamination_MAGICC_minus_CheckM2	-1.0992	-1.6391	-0.4295	-1.1126	-1.4463	1.0888
catalogue_weighted_no_nr_adjustment	family	phylum	Synergistota	205	completeness_MAGICC_minus_CheckM2	-0.2969	-9.3573	2.1943	-2.2176	-8.2259	2.3608
catalogue_weighted_no_nr_adjustment	family	phylum	Synergistota	205	contamination_MAGICC_minus_CheckM2	-0.3556	-0.7170	-0.1251	1.3388	-1.0400	7.3476
catalogue_weighted_no_nr_adjustment	family	phylum	Thermoplasmatota	2007	completeness_MAGICC_minus_CheckM2	-4.5634	-10.9171	3.6093	-4.5901	-11.7257	2.8906
catalogue_weighted_no_nr_adjustment	family	phylum	Thermoplasmatota	2007	contamination_MAGICC_minus_CheckM2	-0.2600	-0.6343	0.0598	0.1477	-0.6703	2.6906
catalogue_weighted_no_nr_adjustment	family	phylum	Thermoproteota	1774	completeness_MAGICC_minus_CheckM2	-6.7088	-11.8933	-4.3752	-7.6600	-11.2294	-4.5547
catalogue_weighted_no_nr_adjustment	family	phylum	Thermoproteota	1774	contamination_MAGICC_minus_CheckM2	0.0797	-0.2293	1.1465	3.7064	1.2991	6.2584
catalogue_weighted_no_nr_adjustment	family	phylum	Thermotogota	410	completeness_MAGICC_minus_CheckM2	-0.0635	-2.4778	0.8745	-1.7517	-3.3746	0.8660
catalogue_weighted_no_nr_adjustment	family	phylum	Thermotogota	410	contamination_MAGICC_minus_CheckM2	-0.2992	-0.7918	0.3576	0.3121	-0.5711	1.5477
catalogue_weighted_no_nr_adjustment	family	phylum	Verrucomicrobiota	3473	completeness_MAGICC_minus_CheckM2	-0.2697	-0.5319	4.3061	0.4162	-1.3896	3.9491
catalogue_weighted_no_nr_adjustment	family	phylum	Verrucomicrobiota	3473	contamination_MAGICC_minus_CheckM2	0.6179	-0.5206	0.8771	2.0340	1.1216	3.2994
catalogue_weighted_no_nr_adjustment	family	phylum	WOR-3	305	completeness_MAGICC_minus_CheckM2	-2.9594	-10.4201	1.1843	-5.7039	-10.3206	-1.4343
catalogue_weighted_no_nr_adjustment	family	phylum	WOR-3	305	contamination_MAGICC_minus_CheckM2	0.0049	-0.1968	1.7776	7.1617	1.7645	13.6079
catalogue_weighted_no_nr_adjustment	family	phylum	Zixibacteria	254	completeness_MAGICC_minus_CheckM2	1.7587	-0.2136	3.1712	1.6564	-0.1307	4.3348
catalogue_weighted_no_nr_adjustment	family	phylum	Zixibacteria	254	contamination_MAGICC_minus_CheckM2	-0.0016	-0.7489	0.4680	2.6203	0.5203	4.6682
catalogue_weighted_no_nr_adjustment	family	phylum	unclassified	441	completeness_MAGICC_minus_CheckM2	3.8349	3.8349	3.8349	9.1352	9.1352	9.1352
catalogue_weighted_no_nr_adjustment	family	phylum	unclassified	441	contamination_MAGICC_minus_CheckM2	-0.2966	-0.2966	-0.2966	6.2612	6.2612	6.2612
catalogue_weighted_no_nr_adjustment	family	phylum	other (<200 in cohort)	5294	completeness_MAGICC_minus_CheckM2	-0.2150	-2.9729	0.7500	-1.9067	-4.0660	-0.0796
catalogue_weighted_no_nr_adjustment	family	phylum	other (<200 in cohort)	5294	contamination_MAGICC_minus_CheckM2	0.0922	-0.1849	0.5163	3.9010	2.2398	5.6289
S3_srs_unweighted	family	overall	ALL	193774	completeness_MAGICC_minus_CheckM2	0.7462	0.0906	1.2340	0.7986	-0.1611	1.3979
S3_srs_unweighted	family	overall	ALL	193774	contamination_MAGICC_minus_CheckM2	-0.6547	-0.7865	-0.4861	-0.8141	-1.0661	-0.4191
S3_srs_unweighted	family	size_bin	1-2Mb	84711	completeness_MAGICC_minus_CheckM2	-0.1554	-0.6202	0.1904	-0.9811	-1.8506	-0.3390
S3_srs_unweighted	family	size_bin	1-2Mb	84711	contamination_MAGICC_minus_CheckM2	-0.5564	-0.7277	-0.3964	-0.8343	-1.1149	-0.4957
S3_srs_unweighted	family	size_bin	2-3Mb	73868	completeness_MAGICC_minus_CheckM2	1.4817	0.6271	2.0637	1.8996	1.0033	2.4554
S3_srs_unweighted	family	size_bin	2-3Mb	73868	contamination_MAGICC_minus_CheckM2	-0.6984	-0.8424	-0.4685	-1.0328	-1.2541	-0.5908
S3_srs_unweighted	family	size_bin	3-5Mb	30528	completeness_MAGICC_minus_CheckM2	1.9449	0.4265	2.9474	2.6952	1.3051	3.6941
S3_srs_unweighted	family	size_bin	3-5Mb	30528	contamination_MAGICC_minus_CheckM2	-0.8510	-1.1239	-0.5120	-0.7645	-1.2912	0.1027
S3_srs_unweighted	family	size_bin	>5Mb	4667	completeness_MAGICC_minus_CheckM2	2.3302	1.1830	3.1859	3.2697	2.4323	3.9763
S3_srs_unweighted	family	size_bin	>5Mb	4667	contamination_MAGICC_minus_CheckM2	-1.1072	-1.8191	-0.0249	2.6880	-0.2227	7.6605
S3_srs_unweighted	family	lineage_reduction	<-1 (>=2x reduced)	2108	completeness_MAGICC_minus_CheckM2	-2.2297	-3.3689	-1.3627	-3.4658	-4.5691	-2.3427
S3_srs_unweighted	family	lineage_reduction	<-1 (>=2x reduced)	2108	contamination_MAGICC_minus_CheckM2	-0.3832	-0.5069	-0.2642	-0.4449	-0.7053	-0.1145
S3_srs_unweighted	family	lineage_reduction	-1 to -0.5	24509	completeness_MAGICC_minus_CheckM2	-0.9202	-1.7389	-0.3139	-2.0704	-3.0655	-1.1863
S3_srs_unweighted	family	lineage_reduction	-1 to -0.5	24509	contamination_MAGICC_minus_CheckM2	-0.4400	-0.5936	-0.3265	-0.7764	-0.9874	-0.5330
S3_srs_unweighted	family	lineage_reduction	-0.5 to -0.25	29031	completeness_MAGICC_minus_CheckM2	-0.0964	-0.8976	0.3965	-0.8097	-1.8846	-0.0321
S3_srs_unweighted	family	lineage_reduction	-0.5 to -0.25	29031	contamination_MAGICC_minus_CheckM2	-0.6036	-0.7640	-0.4537	-0.9117	-1.1538	-0.6008
S3_srs_unweighted	family	lineage_reduction	-0.25 to +0.25 (typical)	76641	completeness_MAGICC_minus_CheckM2	0.8249	0.2351	1.4322	0.9135	0.0796	1.5619
S3_srs_unweighted	family	lineage_reduction	-0.25 to +0.25 (typical)	76641	contamination_MAGICC_minus_CheckM2	-0.6638	-0.8378	-0.4602	-1.0095	-1.3264	-0.5692
S3_srs_unweighted	family	lineage_reduction	>+0.25 (larger than lineage)	61485	completeness_MAGICC_minus_CheckM2	2.0033	0.5028	2.7525	2.7046	1.4344	3.4108
S3_srs_unweighted	family	lineage_reduction	>+0.25 (larger than lineage)	61485	contamination_MAGICC_minus_CheckM2	-0.7976	-0.9661	-0.4887	-0.5522	-1.0035	0.2240
S3_srs_unweighted	family	phylum	Acidobacteriota	1564	completeness_MAGICC_minus_CheckM2	1.8126	0.6298	2.8811	1.9367	0.2678	3.3241
S3_srs_unweighted	family	phylum	Acidobacteriota	1564	contamination_MAGICC_minus_CheckM2	-0.8949	-1.1072	-0.5669	1.3697	0.4531	2.6622
S3_srs_unweighted	family	phylum	Actinobacteriota	15497	completeness_MAGICC_minus_CheckM2	-0.0561	-0.5783	1.0666	-0.5212	-1.7919	0.6304
S3_srs_unweighted	family	phylum	Actinobacteriota	15497	contamination_MAGICC_minus_CheckM2	-0.6199	-0.8431	-0.5119	-0.8634	-1.1098	-0.2881
S3_srs_unweighted	family	phylum	Bacteroidota	45669	completeness_MAGICC_minus_CheckM2	1.4647	0.3326	1.8263	1.7045	-0.0610	2.1746
S3_srs_unweighted	family	phylum	Bacteroidota	45669	contamination_MAGICC_minus_CheckM2	-0.6031	-0.7493	-0.3065	-1.1020	-1.4082	-0.2698
S3_srs_unweighted	family	phylum	Campylobacterota	741	completeness_MAGICC_minus_CheckM2	-0.0167	-0.1744	0.3176	-0.3076	-1.5899	0.1991
S3_srs_unweighted	family	phylum	Campylobacterota	741	contamination_MAGICC_minus_CheckM2	-0.3624	-1.2778	-0.0950	-0.8485	-1.3212	-0.0623
S3_srs_unweighted	family	phylum	Chloroflexota	1393	completeness_MAGICC_minus_CheckM2	0.6787	-1.7219	3.1505	-0.1656	-2.5708	2.3758
S3_srs_unweighted	family	phylum	Chloroflexota	1393	contamination_MAGICC_minus_CheckM2	-1.2131	-1.6011	-0.8661	0.9701	0.1166	1.9622
S3_srs_unweighted	family	phylum	Cyanobacteria	1001	completeness_MAGICC_minus_CheckM2	0.0698	-3.1613	0.4714	-0.0363	-3.1799	1.3589
S3_srs_unweighted	family	phylum	Cyanobacteria	1001	contamination_MAGICC_minus_CheckM2	-0.4303	-1.3734	-0.2084	-0.5384	-1.6410	0.5495
S3_srs_unweighted	family	phylum	Desulfobacterota	772	completeness_MAGICC_minus_CheckM2	-0.2714	-1.4195	0.6896	-1.5596	-3.0865	0.1178
S3_srs_unweighted	family	phylum	Desulfobacterota	772	contamination_MAGICC_minus_CheckM2	-0.7105	-0.9653	-0.3782	2.6063	1.2028	4.3789
S3_srs_unweighted	family	phylum	Desulfobacterota_I	891	completeness_MAGICC_minus_CheckM2	0.1812	-18.4028	0.2033	-0.5205	-11.4318	1.2645
S3_srs_unweighted	family	phylum	Desulfobacterota_I	891	contamination_MAGICC_minus_CheckM2	-0.3743	-3.1116	-0.3743	-0.6772	-1.6962	-0.6742
S3_srs_unweighted	family	phylum	Firmicutes	10979	completeness_MAGICC_minus_CheckM2	-0.2844	-2.7925	0.0772	-2.0514	-5.6069	-0.1503
S3_srs_unweighted	family	phylum	Firmicutes	10979	contamination_MAGICC_minus_CheckM2	-0.5680	-0.8000	-0.2615	-0.3071	-0.9669	0.6974
S3_srs_unweighted	family	phylum	Firmicutes_A	77830	completeness_MAGICC_minus_CheckM2	1.4157	0.2664	2.2208	1.6108	-0.0377	2.3835
S3_srs_unweighted	family	phylum	Firmicutes_A	77830	contamination_MAGICC_minus_CheckM2	-0.8241	-1.0656	-0.3917	-1.1727	-1.5849	-0.4362
S3_srs_unweighted	family	phylum	Firmicutes_B	226	completeness_MAGICC_minus_CheckM2	-7.2319	-13.5009	-3.0935	-8.5397	-12.9371	-6.2235
S3_srs_unweighted	family	phylum	Firmicutes_B	226	contamination_MAGICC_minus_CheckM2	-0.7715	-1.6543	-0.2301	-0.4635	-1.4923	1.9461
S3_srs_unweighted	family	phylum	Firmicutes_C	5996	completeness_MAGICC_minus_CheckM2	0.4049	-0.4467	2.4937	0.4306	-1.3079	2.6057
S3_srs_unweighted	family	phylum	Firmicutes_C	5996	contamination_MAGICC_minus_CheckM2	-0.1852	-0.6738	-0.0880	-0.7388	-1.5144	-0.3340
S3_srs_unweighted	family	phylum	Fusobacteriota	674	completeness_MAGICC_minus_CheckM2	-1.0967	-1.4013	5.5640	-1.6379	-1.9514	5.5640
S3_srs_unweighted	family	phylum	Fusobacteriota	674	contamination_MAGICC_minus_CheckM2	-0.4712	-1.5750	29.8061	-0.6709	-1.7487	29.8061
S3_srs_unweighted	family	phylum	Gemmatimonadota	459	completeness_MAGICC_minus_CheckM2	-1.3682	-6.2615	1.0512	-2.0901	-7.5036	0.1123
S3_srs_unweighted	family	phylum	Gemmatimonadota	459	contamination_MAGICC_minus_CheckM2	-0.5198	-1.5516	2.7095	1.6845	0.2014	5.1263
S3_srs_unweighted	family	phylum	Halobacteriota	421	completeness_MAGICC_minus_CheckM2	-4.9224	-7.2989	-3.1083	-5.8475	-8.4969	-3.5261
S3_srs_unweighted	family	phylum	Halobacteriota	421	contamination_MAGICC_minus_CheckM2	-0.2007	-0.7037	0.7892	4.0996	-1.0168	13.9482
S3_srs_unweighted	family	phylum	Marinisomatota	229	completeness_MAGICC_minus_CheckM2	-6.1258	-14.6247	5.0482	-5.4888	-12.3933	2.8393
S3_srs_unweighted	family	phylum	Marinisomatota	229	contamination_MAGICC_minus_CheckM2	0.2807	0.0282	2.3592	2.5988	1.3547	4.5861
S3_srs_unweighted	family	phylum	Methanobacteriota	769	completeness_MAGICC_minus_CheckM2	-0.0871	-1.9656	-0.0871	-1.4288	-1.4299	-1.0031
S3_srs_unweighted	family	phylum	Methanobacteriota	769	contamination_MAGICC_minus_CheckM2	0.2294	0.2274	0.4151	0.3875	0.3870	0.5918
S3_srs_unweighted	family	phylum	Myxococcota	422	completeness_MAGICC_minus_CheckM2	5.7083	3.0481	7.0695	7.0027	4.1513	9.5981
