cohort	clustering_unit	subset	n_genomes	n_clusters	metric	slope_pp_per_log10Mbp	ci95_lo	ci95_hi	note
S2_rare_phylum_census	family	size_bin:2-3Mb	177	218	contamination_MAGICC_minus_CheckM2	0.9884	-24.0494	24.2093	weighted OLS on log10(assembly Mbp)
S2_rare_phylum_census	family	size_bin:3-5Mb	158	218	contamination_MAGICC_minus_CheckM2	37.7199	9.4347	71.9696	weighted OLS on log10(assembly Mbp)
S2_rare_phylum_census	family	lineage_reduction:-1 to -0.5	52	218	completeness_MAGICC_minus_CheckM2	25.9166	-5.8802	55.3461	weighted OLS on log10(assembly Mbp)
S2_rare_phylum_census	family	lineage_reduction:-0.5 to -0.25	84	218	completeness_MAGICC_minus_CheckM2	44.0879	24.9151	66.3810	weighted OLS on log10(assembly Mbp)
S2_rare_phylum_census	family	lineage_reduction:-0.25 to +0.25 (typical)	234	218	completeness_MAGICC_minus_CheckM2	52.7677	38.1776	67.5028	weighted OLS on log10(assembly Mbp)
S2_rare_phylum_census	family	lineage_reduction:>+0.25 (larger than lineage)	181	218	completeness_MAGICC_minus_CheckM2	11.9558	-0.3302	20.4492	weighted OLS on log10(assembly Mbp)
S2_rare_phylum_census	family	lineage_reduction:-1 to -0.5	52	218	contamination_MAGICC_minus_CheckM2	1.2262	-16.2512	18.7795	weighted OLS on log10(assembly Mbp)
S2_rare_phylum_census	family	lineage_reduction:-0.5 to -0.25	84	218	contamination_MAGICC_minus_CheckM2	-3.3447	-21.2822	9.6845	weighted OLS on log10(assembly Mbp)
S2_rare_phylum_census	family	lineage_reduction:-0.25 to +0.25 (typical)	234	218	contamination_MAGICC_minus_CheckM2	5.2536	-7.0673	22.2108	weighted OLS on log10(assembly Mbp)
S2_rare_phylum_census	family	lineage_reduction:>+0.25 (larger than lineage)	181	218	contamination_MAGICC_minus_CheckM2	32.4564	1.0818	52.7189	weighted OLS on log10(assembly Mbp)
reps_census	family	overall:ALL	6566	1493	completeness_MAGICC_minus_CheckM2	14.3402	12.9818	15.6585	weighted OLS on log10(assembly Mbp)
reps_census	family	overall:ALL	6566	1493	contamination_MAGICC_minus_CheckM2	0.6964	-1.1409	2.7178	weighted OLS on log10(assembly Mbp)
reps_census	family	size_bin:<1Mb	1200	1493	completeness_MAGICC_minus_CheckM2	21.2276	15.4192	27.7556	weighted OLS on log10(assembly Mbp)
reps_census	family	size_bin:1-2Mb	1485	1493	completeness_MAGICC_minus_CheckM2	12.3988	3.7504	20.7480	weighted OLS on log10(assembly Mbp)
reps_census	family	size_bin:2-3Mb	1509	1493	completeness_MAGICC_minus_CheckM2	21.2757	7.9303	34.9603	weighted OLS on log10(assembly Mbp)
reps_census	family	size_bin:3-5Mb	1797	1493	completeness_MAGICC_minus_CheckM2	20.2992	10.3122	29.6443	weighted OLS on log10(assembly Mbp)
reps_census	family	size_bin:>5Mb	575	1493	completeness_MAGICC_minus_CheckM2	-3.0349	-18.2236	5.5993	weighted OLS on log10(assembly Mbp)
reps_census	family	size_bin:<1Mb	1200	1493	contamination_MAGICC_minus_CheckM2	8.1701	5.4128	10.9479	weighted OLS on log10(assembly Mbp)
reps_census	family	size_bin:1-2Mb	1485	1493	contamination_MAGICC_minus_CheckM2	-17.5334	-24.8027	-10.9878	weighted OLS on log10(assembly Mbp)
reps_census	family	size_bin:2-3Mb	1509	1493	contamination_MAGICC_minus_CheckM2	-3.6314	-9.9591	2.2895	weighted OLS on log10(assembly Mbp)
reps_census	family	size_bin:3-5Mb	1797	1493	contamination_MAGICC_minus_CheckM2	9.0284	1.7608	16.6111	weighted OLS on log10(assembly Mbp)
reps_census	family	size_bin:>5Mb	575	1493	contamination_MAGICC_minus_CheckM2	86.8301	39.5709	115.1626	weighted OLS on log10(assembly Mbp)
reps_census	family	lineage_reduction:<-1 (>=2x reduced)	212	1493	completeness_MAGICC_minus_CheckM2	11.2355	5.6215	16.5351	weighted OLS on log10(assembly Mbp)
reps_census	family	lineage_reduction:-1 to -0.5	623	1493	completeness_MAGICC_minus_CheckM2	17.6495	13.5370	21.6398	weighted OLS on log10(assembly Mbp)
reps_census	family	lineage_reduction:-0.5 to -0.25	684	1493	completeness_MAGICC_minus_CheckM2	23.0602	18.8720	27.0962	weighted OLS on log10(assembly Mbp)
reps_census	family	lineage_reduction:-0.25 to +0.25 (typical)	2077	1493	completeness_MAGICC_minus_CheckM2	18.1971	15.6123	20.9251	weighted OLS on log10(assembly Mbp)
reps_census	family	lineage_reduction:>+0.25 (larger than lineage)	2970	1493	completeness_MAGICC_minus_CheckM2	7.2742	5.0473	9.5269	weighted OLS on log10(assembly Mbp)
reps_census	family	lineage_reduction:<-1 (>=2x reduced)	212	1493	contamination_MAGICC_minus_CheckM2	1.2329	-1.1329	3.8381	weighted OLS on log10(assembly Mbp)
reps_census	family	lineage_reduction:-1 to -0.5	623	1493	contamination_MAGICC_minus_CheckM2	-1.4804	-2.9451	0.0940	weighted OLS on log10(assembly Mbp)
reps_census	family	lineage_reduction:-0.5 to -0.25	684	1493	contamination_MAGICC_minus_CheckM2	-2.7176	-4.1485	-1.1073	weighted OLS on log10(assembly Mbp)
reps_census	family	lineage_reduction:-0.25 to +0.25 (typical)	2077	1493	contamination_MAGICC_minus_CheckM2	-3.9368	-5.6413	-2.1126	weighted OLS on log10(assembly Mbp)
reps_census	family	lineage_reduction:>+0.25 (larger than lineage)	2970	1493	contamination_MAGICC_minus_CheckM2	-0.4129	-4.5593	4.1263	weighted OLS on log10(assembly Mbp)
