cohort	clustering_unit	grouping	stratum	n_genomes	statistic	estimate	ci95_lo	ci95_hi	design_se	design_ci95_lo	design_ci95_hi	note
catalogue_weighted	family	phylum	Patescibacteria	7343	LQ_to_higher_rate	1	1	1	0	1	1	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	cont5_disagreement_rate	0.31642	0.192101	0.446706	0.287285	-0.246649	0.879488	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	floor_rate	0.0125532	0.00899539	0.0173971	0.00100922	0.0105752	0.0145313	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	floor_rate_exact50	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	mean_d_comp	-2.23237	-6.32139	2.06954	8.48377	-18.8603	14.3955	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	mean_d_cont	7.65025	3.50597	12.3756	8.8139	-9.62467	24.9252	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	mean_comp_checkm2	85.9764	82.3316	88.8807	6.19217	73.84	98.1128	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	mean_comp_magicc	83.744	80.221	86.7855	5.88928	72.2013	95.2868	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	mean_cont_checkm2	2.32597	1.70593	2.9496	1.3082	-0.238061	4.89001	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	mean_cont_magicc	9.97622	5.56669	15.0902	9.43434	-8.51474	28.4672	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	cell_HQ_to_HQ	0.240635	0.131022	0.356802	0.264511	-0.277797	0.759068	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	cell_HQ_to_MQ	0.111186	0.0617965	0.177522	0.149514	-0.181855	0.404228	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	cell_HQ_to_LQ	0.10636	0.0363786	0.198935	0.202023	-0.289597	0.502318	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	cell_MQ_to_HQ	0.0700868	0.0106554	0.157144	0.1495	-0.222928	0.363102	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	cell_MQ_to_MQ	0.273973	0.194891	0.374091	0.149523	-0.0190878	0.567033	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	cell_MQ_to_LQ	0.197707	0.0794352	0.320449	0.235349	-0.263569	0.658983	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	cell_LQ_to_HQ	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	cell_LQ_to_MQ	5.1275e-05	0	0.000166749	6.62354e-05	-7.8544e-05	0.000181094	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	cell_LQ_to_LQ	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	slope_d_comp_per_log10Mbp	44.995	23.3718	67.7911				post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Patescibacteria	7343	slope_d_cont_per_log10Mbp	35.8066	11.2313	64.7771				post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	p_class_change	0.271316	0.199953	0.350414	0.0654131	0.143109	0.399523	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	p_downgrade	0.207217	0.134639	0.280789	0.0550927	0.0992376	0.315197	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	p_upgrade	0.0640985	0.0361534	0.0973682	0.0464132	-0.0268696	0.155067	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	p_HQ_checkm2	0.350035	0.261667	0.432345	0.0689509	0.214894	0.485176	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	p_HQ_magicc	0.220932	0.162079	0.281411	0.0673209	0.0889852	0.352878	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	HQ_downgrade_rate	0.55195	0.410293	0.689005	0.126627	0.303765	0.800134	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	HQ_to_MQ_rate	0.505759	0.356512	0.63956	0.124297	0.262142	0.749376	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	HQ_to_LQ_rate	0.046191	0.00507427	0.116445	0.0531749	-0.05803	0.150412	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	MQ_to_HQ_rate	0.0986184	0.055651	0.149599	0.0690507	-0.0367185	0.233955	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	MQ_to_LQ_rate	0.0215636	0.00492319	0.0475246	0.0322326	-0.0416112	0.0847383	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	LQ_to_higher_rate	nan	nan	nan	nan	nan	nan	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	cont5_disagreement_rate	0.0372415	0.0126578	0.0729179	0.0328405	-0.0271247	0.101608	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	floor_rate	0.00146575	0.000533421	0.00280524	0.000394399	0.000692743	0.00223876	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	floor_rate_exact50	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	mean_d_comp	-3.56155	-5.64231	-1.48419	1.57928	-6.65689	-0.466214	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	mean_d_cont	-1.28414	-1.78942	-0.616298	0.872685	-2.99457	0.426287	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	mean_comp_checkm2	79.8938	77.5202	82.2258	2.22754	75.5279	84.2597	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	mean_comp_magicc	76.3323	74.2802	78.5679	2.2696	71.8839	80.7806	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	mean_cont_checkm2	2.6645	2.31646	3.04001	0.367745	1.94373	3.38527	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	mean_cont_magicc	1.38035	0.940936	2.02973	0.869767	-0.324357	3.08507	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	cell_HQ_to_HQ	0.156833	0.103562	0.209023	0.0588735	0.0414432	0.272223	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	cell_HQ_to_MQ	0.177033	0.106549	0.251049	0.0498733	0.0792835	0.274783	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	cell_HQ_to_LQ	0.0161684	0.00181109	0.0386949	0.0188937	-0.0208625	0.0531994	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	cell_MQ_to_HQ	0.0640985	0.0361534	0.0973682	0.0464132	-0.0268696	0.155067	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	cell_MQ_to_MQ	0.571851	0.492537	0.652193	0.0707416	0.4332	0.710502	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	cell_MQ_to_LQ	0.0140156	0.00315423	0.0321183	0.0210768	-0.0272943	0.0553254	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	cell_LQ_to_HQ	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	cell_LQ_to_MQ	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	cell_LQ_to_LQ	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	slope_d_comp_per_log10Mbp	13.1704	3.7174	25.268				post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Proteobacteria	1621	slope_d_cont_per_log10Mbp	1.65873	-1.70944	5.96242				post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	p_class_change	0.516455	0.00223282	0.910444	1.05147	-1.5444	2.57731	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	p_downgrade	0.192643	0.000400415	0.255829	0.879727	-1.53159	1.91688	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	p_upgrade	0.323812	0	0.90544	0.997512	-1.63128	2.2789	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	p_HQ_checkm2	0.0837392	0	0.111445	0.665008	-1.21965	1.38713	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	p_HQ_magicc	0.323812	0	0.90544	0.997512	-1.63128	2.2789	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	HQ_downgrade_rate	1	1	1	0	1	1	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	HQ_to_MQ_rate	1	1	1	0	1	1	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	HQ_to_LQ_rate	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	MQ_to_HQ_rate	0.353406	0	0.90544	1.05422	-1.71283	2.41965	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	MQ_to_LQ_rate	0.118857	0.000400415	0.162679	0.720112	-1.29254	1.53025	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	LQ_to_higher_rate	nan	nan	nan	nan	nan	nan	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	cont5_disagreement_rate	0.00271796	0	0.127365	0.00609469	-0.00922742	0.0146633	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	floor_rate	0.0131424	0.00256268	0.320859	0.00907133	-0.00463714	0.0309218	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	floor_rate_exact50	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	mean_d_comp	1.53895	-12.2933	3.83377	29.2984	-55.8848	58.9627	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	mean_d_cont	-2.61522	-8.11023	-0.122353	6.95973	-16.256	11.0256	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	mean_comp_checkm2	81.2321	59.3089	85.5926	14.3572	53.0924	109.372	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	mean_comp_magicc	82.771	51.6462	86.4219	23.8846	35.9581	129.584	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	mean_cont_checkm2	4.08938	1.06743	8.48211	5.52595	-6.74128	14.92	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	mean_cont_magicc	1.47417	0.344965	1.71207	7.47665	-13.1798	16.1281	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	cell_HQ_to_HQ	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	cell_HQ_to_MQ	0.0837392	0	0.111445	0.665008	-1.21965	1.38713	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	cell_HQ_to_LQ	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	cell_MQ_to_HQ	0.323812	0	0.90544	0.997512	-1.63128	2.2789	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	cell_MQ_to_MQ	0.483545	0.0895558	0.997767	1.05147	-1.57731	2.5444	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	cell_MQ_to_LQ	0.108904	0.000400415	0.144516	0.665014	-1.1945	1.41231	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	cell_LQ_to_HQ	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	cell_LQ_to_MQ	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	cell_LQ_to_LQ	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	slope_d_comp_per_log10Mbp	53.6833	-43.1219	69.6951				post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoplasmatota	282	slope_d_cont_per_log10Mbp	-7.05737	-36.7603	-2.08311				post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	p_class_change	0.462493	0.247706	0.654077	0.392961	-0.307697	1.23268	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	p_downgrade	0.337409	0.108548	0.526026	0.382355	-0.411993	1.08681	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	p_upgrade	0.125084	0	0.294951	0.251088	-0.367039	0.617208	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	p_HQ_checkm2	0.288062	0.128126	0.508604	0.373893	-0.444755	1.02088	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	p_HQ_magicc	0.222126	0.0760743	0.415622	0.331125	-0.426867	0.87112	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	HQ_downgrade_rate	0.663121	0.241071	1	0.756702	-0.819988	2.14623	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	HQ_to_MQ_rate	0.225047	0	0.565462	0.667348	-1.08293	1.53303	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	HQ_to_LQ_rate	0.438075	0	0.825783	0.797663	-1.12532	2.00146	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	MQ_to_HQ_rate	0.175696	0	0.417467	0.340288	-0.491257	0.842648	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	MQ_to_LQ_rate	0.20562	0.00106465	0.396696	0.378966	-0.53714	0.948381	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	LQ_to_higher_rate	nan	nan	nan	nan	nan	nan	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	cont5_disagreement_rate	0.274664	0.0679279	0.464414	0.385215	-0.480344	1.02967	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	floor_rate	0.00410617	0.00236136	0.00785501	0.00300041	-0.00177452	0.00998686	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	floor_rate_exact50	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	mean_d_comp	-1.20135	-7.98704	7.76964	14.8184	-30.2449	27.8422	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	mean_d_cont	5.0672	0.228455	11.0787	8.60772	-11.8036	21.938	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	mean_comp_checkm2	78.9466	72.8532	85.0682	11.8989	55.6252	102.268	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	mean_comp_magicc	77.7453	70.1022	86.5711	12.7742	52.7083	102.782	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	mean_cont_checkm2	2.29245	1.40815	3.27133	1.81834	-1.27143	5.85633	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	mean_cont_magicc	7.35965	2.44078	13.2721	8.62959	-9.55404	24.2733	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	cell_HQ_to_HQ	0.0970421	0	0.225536	0.251088	-0.395081	0.589166	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	cell_HQ_to_MQ	0.0648274	0	0.179611	0.209423	-0.345634	0.475289	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	cell_HQ_to_LQ	0.126193	0	0.290038	0.283559	-0.429572	0.681957	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	cell_MQ_to_HQ	0.125084	0	0.294951	0.251088	-0.367039	0.617208	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	cell_MQ_to_MQ	0.440465	0.268698	0.617985	0.382355	-0.308938	1.18987	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	cell_MQ_to_LQ	0.146389	0.000720688	0.294915	0.283564	-0.409387	0.702165	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	cell_LQ_to_HQ	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	cell_LQ_to_MQ	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	cell_LQ_to_LQ	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	slope_d_comp_per_log10Mbp	39.6093	10.3198	99.2309				post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	Thermoproteota	361	slope_d_cont_per_log10Mbp	53.7817	22.8453	104.966				post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	p_class_change	0.363682	0.303303	0.429054	0.0479389	0.269723	0.45764	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	p_downgrade	0.256296	0.205213	0.311726	0.0428548	0.172302	0.34029	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	p_upgrade	0.107385	0.0813985	0.137014	0.0360338	0.0367604	0.17801	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	p_HQ_checkm2	0.316171	0.259355	0.377561	0.0455814	0.226833	0.405509	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	p_HQ_magicc	0.245667	0.200549	0.290167	0.0452538	0.156972	0.334363	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	HQ_downgrade_rate	0.562635	0.455443	0.681314	0.0882912	0.389588	0.735683	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	HQ_to_MQ_rate	0.440273	0.323858	0.567512	0.0861332	0.271455	0.609091	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	HQ_to_LQ_rate	0.122362	0.0626165	0.190379	0.0628402	-0.000802207	0.245527	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	MQ_to_HQ_rate	0.158096	0.121724	0.197263	0.0506767	0.0587714	0.257421	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	MQ_to_LQ_rate	0.115434	0.068358	0.168834	0.0402176	0.0366088	0.194259	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	LQ_to_higher_rate	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	cont5_disagreement_rate	0.197974	0.145152	0.258042	0.042822	0.114045	0.281904	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	floor_rate	0.00195861	0.00121494	0.00286295	0.00036475	0.00124371	0.00267351	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	floor_rate_exact50	0	0	0	0	0	0	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	mean_d_comp	-1.26067	-2.94128	0.381762	1.152	-3.51856	0.997214	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	mean_d_cont	1.54343	0.266251	2.89532	1.11726	-0.646371	3.73322	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	mean_comp_checkm2	79.9445	77.9011	82.0464	1.40075	77.1991	82.69	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	mean_comp_magicc	78.6839	76.8785	80.4671	1.48289	75.7775	81.5903	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
catalogue_weighted	family	phylum	other (<200 in cohort)	2251	mean_cont_checkm2	2.73436	2.43488	3.03984	0.250291	2.2438	3.22493	post-stratified to frame counts on (stratum x size bin x published class); Hajek ratio; 1381 family clusters
