cohort	clustering_unit	grouping	stratum	n_genomes	metric	weighted_median	ci95_lo	ci95_hi	weighted_mean	mean_ci95_lo	mean_ci95_hi
S2_rare_phylum_census	family	lineage_reduction	<-1 (>=2x reduced)	3	completeness_MAGICC_minus_CheckM2	4.8656	-13.0147	9.4955	0.4488	-13.0147	9.4955
S2_rare_phylum_census	family	lineage_reduction	<-1 (>=2x reduced)	3	contamination_MAGICC_minus_CheckM2	0.4972	-1.1070	13.2137	4.2013	-1.1070	13.2137
S2_rare_phylum_census	family	lineage_reduction	-1 to -0.5	52	completeness_MAGICC_minus_CheckM2	-2.1476	-4.4024	0.6569	0.3653	-2.7633	3.8066
S2_rare_phylum_census	family	lineage_reduction	-1 to -0.5	52	contamination_MAGICC_minus_CheckM2	-0.4240	-1.0623	0.1989	1.2588	-0.9111	3.4217
S2_rare_phylum_census	family	lineage_reduction	-0.5 to -0.25	84	completeness_MAGICC_minus_CheckM2	-0.0385	-4.0077	3.2252	-0.9036	-3.9167	2.6165
S2_rare_phylum_census	family	lineage_reduction	-0.5 to -0.25	84	contamination_MAGICC_minus_CheckM2	-0.3094	-0.6913	0.1771	1.6334	-0.0109	3.5282
S2_rare_phylum_census	family	lineage_reduction	-0.25 to +0.25 (typical)	234	completeness_MAGICC_minus_CheckM2	0.8209	-1.3314	2.9227	-0.3502	-3.4978	2.4494
S2_rare_phylum_census	family	lineage_reduction	-0.25 to +0.25 (typical)	234	contamination_MAGICC_minus_CheckM2	-0.1418	-0.5987	0.1158	3.2538	1.8444	5.0231
S2_rare_phylum_census	family	lineage_reduction	>+0.25 (larger than lineage)	181	completeness_MAGICC_minus_CheckM2	0.2164	-1.0857	2.2686	-0.1771	-2.1271	2.0362
S2_rare_phylum_census	family	lineage_reduction	>+0.25 (larger than lineage)	181	contamination_MAGICC_minus_CheckM2	0.9818	-0.1754	4.5636	10.6246	7.2320	13.4846
S2_rare_phylum_census	family	phylum	other (<200 in cohort)	554	completeness_MAGICC_minus_CheckM2	0.4404	-0.5800	1.4490	-0.3061	-1.9489	1.4230
S2_rare_phylum_census	family	phylum	other (<200 in cohort)	554	contamination_MAGICC_minus_CheckM2	-0.1061	-0.3439	0.1952	5.2342	3.7064	6.5927
reps_census	family	overall	ALL	6566	completeness_MAGICC_minus_CheckM2	-0.6186	-1.1553	-0.2813	-2.2446	-2.7990	-1.7093
reps_census	family	overall	ALL	6566	contamination_MAGICC_minus_CheckM2	-0.4094	-0.5892	-0.2814	1.5811	1.0242	2.1925
reps_census	family	size_bin	<1Mb	1200	completeness_MAGICC_minus_CheckM2	-8.8257	-10.1469	-7.3119	-9.5082	-10.5729	-8.4698
reps_census	family	size_bin	<1Mb	1200	contamination_MAGICC_minus_CheckM2	0.5240	0.2295	0.7778	2.5386	1.9803	3.0894
reps_census	family	size_bin	1-2Mb	1485	completeness_MAGICC_minus_CheckM2	-2.0857	-3.0596	-1.2348	-3.7273	-4.7858	-2.7526
reps_census	family	size_bin	1-2Mb	1485	contamination_MAGICC_minus_CheckM2	-0.2838	-0.4275	-0.1532	1.9812	1.1335	2.8810
reps_census	family	size_bin	2-3Mb	1509	completeness_MAGICC_minus_CheckM2	-1.2337	-2.3000	-0.2933	-2.3941	-3.3802	-1.4255
reps_census	family	size_bin	2-3Mb	1509	contamination_MAGICC_minus_CheckM2	-0.9596	-1.2153	-0.8219	-0.1578	-0.6064	0.3257
reps_census	family	size_bin	3-5Mb	1797	completeness_MAGICC_minus_CheckM2	1.4678	0.8010	2.4626	1.9798	1.1408	2.8206
reps_census	family	size_bin	3-5Mb	1797	contamination_MAGICC_minus_CheckM2	-1.0933	-1.3762	-0.8694	0.4237	-0.1701	1.0711
reps_census	family	size_bin	>5Mb	575	completeness_MAGICC_minus_CheckM2	2.3386	1.3945	3.1368	3.9339	2.8395	5.0516
reps_census	family	size_bin	>5Mb	575	contamination_MAGICC_minus_CheckM2	-0.3901	-1.0865	-0.0039	6.7304	3.8899	10.1468
reps_census	family	lineage_reduction	<-1 (>=2x reduced)	212	completeness_MAGICC_minus_CheckM2	-4.0113	-5.7311	-2.6874	-5.1456	-6.5425	-3.7542
reps_census	family	lineage_reduction	<-1 (>=2x reduced)	212	contamination_MAGICC_minus_CheckM2	-0.1800	-0.3398	-0.0120	0.0669	-0.5580	0.7864
reps_census	family	lineage_reduction	-1 to -0.5	623	completeness_MAGICC_minus_CheckM2	-4.7571	-5.8909	-3.3711	-6.1876	-7.3728	-4.9259
reps_census	family	lineage_reduction	-1 to -0.5	623	contamination_MAGICC_minus_CheckM2	-0.4274	-0.6874	-0.2410	-0.2150	-0.7510	0.3640
reps_census	family	lineage_reduction	-0.5 to -0.25	684	completeness_MAGICC_minus_CheckM2	-4.0998	-5.7356	-2.6860	-5.4455	-6.9282	-4.0878
reps_census	family	lineage_reduction	-0.5 to -0.25	684	contamination_MAGICC_minus_CheckM2	-0.4014	-0.5716	-0.2436	0.3434	-0.1098	0.8113
reps_census	family	lineage_reduction	-0.25 to +0.25 (typical)	2077	completeness_MAGICC_minus_CheckM2	-3.2441	-4.2183	-2.2570	-4.1931	-5.0374	-3.4058
reps_census	family	lineage_reduction	-0.25 to +0.25 (typical)	2077	contamination_MAGICC_minus_CheckM2	-0.4018	-0.6047	-0.2363	1.0469	0.5881	1.5507
reps_census	family	lineage_reduction	>+0.25 (larger than lineage)	2970	completeness_MAGICC_minus_CheckM2	0.8678	0.3585	1.3502	0.8894	0.1490	1.5662
reps_census	family	lineage_reduction	>+0.25 (larger than lineage)	2970	contamination_MAGICC_minus_CheckM2	-0.4710	-0.7658	-0.2589	2.7246	1.7433	3.8879
reps_census	family	phylum	Acidobacteriota	358	completeness_MAGICC_minus_CheckM2	2.9455	2.1463	4.0071	4.1274	2.6569	5.7274
reps_census	family	phylum	Acidobacteriota	358	contamination_MAGICC_minus_CheckM2	-1.3821	-1.8867	-0.5517	2.0133	0.0031	4.6481
reps_census	family	phylum	Actinobacteriota	435	completeness_MAGICC_minus_CheckM2	-0.9380	-3.4106	-0.0375	-2.8042	-4.8339	-0.8598
reps_census	family	phylum	Actinobacteriota	435	contamination_MAGICC_minus_CheckM2	-1.7177	-2.2772	-1.1684	-1.1898	-2.0276	-0.1827
reps_census	family	phylum	Bacteroidota	631	completeness_MAGICC_minus_CheckM2	-0.1601	-0.5668	0.3091	-2.2314	-3.1196	-1.2570
reps_census	family	phylum	Bacteroidota	631	contamination_MAGICC_minus_CheckM2	-0.4951	-0.8345	-0.3191	-0.1357	-0.6232	0.3666
reps_census	family	phylum	Chloroflexota	257	completeness_MAGICC_minus_CheckM2	1.8619	-0.8525	4.0192	1.6185	-1.3046	4.4141
reps_census	family	phylum	Chloroflexota	257	contamination_MAGICC_minus_CheckM2	-1.0553	-1.7540	-0.7032	1.8201	0.1337	3.7431
reps_census	family	phylum	Firmicutes_A	251	completeness_MAGICC_minus_CheckM2	-0.0999	-2.3011	1.8566	-0.6182	-3.3180	1.4918
reps_census	family	phylum	Firmicutes_A	251	contamination_MAGICC_minus_CheckM2	-0.6336	-0.8992	-0.1900	-0.1268	-0.8197	0.8342
reps_census	family	phylum	Patescibacteria	1065	completeness_MAGICC_minus_CheckM2	-6.2362	-8.1821	-5.1216	-7.3519	-8.5120	-6.2813
reps_census	family	phylum	Patescibacteria	1065	contamination_MAGICC_minus_CheckM2	0.8748	0.5804	1.2272	3.7827	3.0534	4.4802
reps_census	family	phylum	Proteobacteria	1320	completeness_MAGICC_minus_CheckM2	-0.3903	-0.9797	-0.0802	-1.9262	-2.7666	-1.0590
reps_census	family	phylum	Proteobacteria	1320	contamination_MAGICC_minus_CheckM2	-1.4943	-1.8459	-1.1889	-1.3399	-1.7779	-0.7963
reps_census	family	phylum	other (<200 in cohort)	2249	completeness_MAGICC_minus_CheckM2	-0.4798	-1.4891	0.1310	-1.5456	-2.7767	-0.4281
reps_census	family	phylum	other (<200 in cohort)	2249	contamination_MAGICC_minus_CheckM2	-0.1813	-0.3156	-0.0505	3.3652	2.5076	4.1944
