campaign	tool	tool_label	threads	repeat	input_set	cache	n_genomes	n_output_rows	wall_clock_s	peak_rss_gb	max_rss_kb	pct_cpu	user_s	sys_s	fs_inputs	fs_outputs	major_faults	minor_faults	loadavg_1min_before	loadavg_5min_before	loadavg_15min_before	loadavg_1min_after	sum_pcpu_all_processes_before	nproc	mem_available_kb_before	mem_available_kb_after	vmstat_before	vmstat_after	code_root	model	t_start_utc	t_end_utc	return_code	cell_file
WS11.T-v0.3.3	magicc_v033	MAGICC v0.3.3 (released path, model SHA256 verified each run)	8	1	set_E_full	warm	1000	1000	10.74	0.5165	541588	537.0	53.79	3.97	0	232	0	1120959	1.52	2.31	1.34	2.51	103.4	48	910661876	910417524	0 0 0 254880184 3409292 657775788 0 0 0 0 1022 1117 0 0 100 0 0 0	0 0 0 254647032 3409344 657775792 0 0 0 0 645 931 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	(default resolution, SHA256 verified every run)	2026-08-28T15:30:41Z	2026-08-28T15:30:52Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033__t8__set_E_full__warm__r1.json
WS11.T-v0.3.3	magicc_v033	MAGICC v0.3.3 (released path, model SHA256 verified each run)	8	2	set_E_full	warm	1000	1000	10.55	0.5163	541384	543.0	53.4	4.02	0	232	4	1123957	1.12	1.89	1.52	1.54	3.4	48	910712952	910448100	0 0 0 254921748 3410264 657777176 0 0 0 0 687 723 0 0 100 0 0 0	0 0 0 254667528 3410308 657777212 0 0 0 0 572 709 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	(default resolution, SHA256 verified every run)	2026-08-28T15:36:39Z	2026-08-28T15:36:49Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033__t8__set_E_full__warm__r2.json
WS11.T-v0.3.3	magicc_v033	MAGICC v0.3.3 (released path, model SHA256 verified each run)	8	3	set_E_full	warm	1000	1000	10.69	0.5147	539712	541.0	53.85	4.06	0	232	5	1139473	1.09	1.66	1.61	2.15	3.4	48	910582884	910400500	0 0 0 254776796 3411216 657793456 0 0 0 0 520 706 0 0 100 0 0 0	0 0 0 254603656 3411268 657793524 0 0 0 32 608 920 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	(default resolution, SHA256 verified every run)	2026-08-28T15:42:37Z	2026-08-28T15:42:47Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033__t8__set_E_full__warm__r3.json
WS11.T-v0.3.3	magicc_v033_xmodel	MAGICC v0.3.3 (explicit --model, verification bypassed)	8	1	set_E_full	warm	1000	1000	10.28	0.5158	540808	555.0	53.28	3.78	0	272	0	1040136	2.31	2.46	1.4	2.63	3.4	48	910448076	910276200	0 0 0 254660712 3409352 657775796 0 0 0 0 673 765 0 0 100 0 0 0	0 0 0 254542716 3409396 657775832 0 0 0 0 614 888 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	/home/tianrm/.magicc/magicc_v5.onnx (explicit --model, NOT verified)	2026-08-28T15:30:54Z	2026-08-28T15:31:05Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033_xmodel__t8__set_E_full__warm__r1.json
WS11.T-v0.3.3	magicc_v033_xmodel	MAGICC v0.3.3 (explicit --model, verification bypassed)	8	2	set_E_full	warm	1000	1000	10.48	0.5149	539908	548.0	53.23	4.25	0	272	0	1151190	1.54	1.94	1.55	2.53	3.4	48	910482892	910343244	1 0 0 254691208 3410316 657777216 0 0 0 0 592 714 0 0 100 0 0 0	0 0 0 254572664 3410356 657777256 0 0 0 0 534 823 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	/home/tianrm/.magicc/magicc_v5.onnx (explicit --model, NOT verified)	2026-08-28T15:36:52Z	2026-08-28T15:37:02Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033_xmodel__t8__set_E_full__warm__r2.json
WS11.T-v0.3.3	magicc_v033_xmodel	MAGICC v0.3.3 (explicit --model, verification bypassed)	8	3	set_E_full	warm	1000	1000	10.25	0.5144	539400	554.0	52.99	3.9	0	464	0	1138077	1.98	1.84	1.66	2.35	3.4	48	910421504	910231172	0 0 0 254613788 3411268 657793528 0 0 0 384 682 917 0 0 100 0 0 0	0 0 0 254448072 3411316 657793616 0 0 0 0 600 883 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	/home/tianrm/.magicc/magicc_v5.onnx (explicit --model, NOT verified)	2026-08-28T15:42:50Z	2026-08-28T15:43:00Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033_xmodel__t8__set_E_full__warm__r3.json
WS11.T-v0.3.3	magicc_v033	MAGICC v0.3.3 (released path, model SHA256 verified each run)	16	1	set_E_full	warm	1000	1000	7.29	0.5155	540516	879.0	59.31	4.85	0	536	9	1286687	2.63	2.52	1.43	2.89	3.4	48	910351024	910015648	1 0 0 254568212 3409396 657775836 0 0 0 0 649 770 0 0 100 0 0 0	0 0 0 254232248 3409440 657775900 0 0 0 0 619 756 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	(default resolution, SHA256 verified every run)	2026-08-28T15:31:07Z	2026-08-28T15:31:14Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033__t16__set_E_full__warm__r1.json
WS11.T-v0.3.3	magicc_v033	MAGICC v0.3.3 (released path, model SHA256 verified each run)	16	2	set_E_full	warm	1000	1000	7.32	0.5157	540740	869.0	58.61	5.06	0	536	0	1294029	2.33	2.1	1.61	3.42	103.4	48	910358752	909703464	0 0 0 254579284 3410356 657777260 0 0 0 0 573 903 0 0 100 0 0 0	0 0 0 253938024 3410400 657777372 0 0 0 0 537 685 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	(default resolution, SHA256 verified every run)	2026-08-28T15:37:04Z	2026-08-28T15:37:12Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033__t16__set_E_full__warm__r2.json
WS11.T-v0.3.3	magicc_v033	MAGICC v0.3.3 (released path, model SHA256 verified each run)	16	3	set_E_full	warm	1000	1000	7.28	0.5154	540432	879.0	59.03	5.02	0	536	9	1288243	2.35	1.92	1.7	2.14	3.4	48	910256984	909743580	1 0 0 254447844 3411320 657793620 0 0 0 0 594 741 0 0 100 0 0 0	0 0 0 253949616 3411364 657793660 0 0 0 48 657 820 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	(default resolution, SHA256 verified every run)	2026-08-28T15:43:02Z	2026-08-28T15:43:09Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033__t16__set_E_full__warm__r3.json
WS11.T-v0.3.3	magicc_v033_xmodel	MAGICC v0.3.3 (explicit --model, verification bypassed)	16	1	set_E_full	warm	1000	1000	6.87	0.5148	539800	922.0	58.4	5.01	0	552	7	1319536	2.89	2.59	1.47	3.79	103.4	48	910022332	909374056	0 0 0 254244412 3409448 657775904 0 0 0 44 827 882 0 0 100 0 0 0	0 0 0 253614016 3409504 657775952 0 0 0 0 541 573 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	/home/tianrm/.magicc/magicc_v5.onnx (explicit --model, NOT verified)	2026-08-28T15:31:16Z	2026-08-28T15:31:23Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033_xmodel__t16__set_E_full__warm__r1.json
WS11.T-v0.3.3	magicc_v033_xmodel	MAGICC v0.3.3 (explicit --model, verification bypassed)	16	2	set_E_full	warm	1000	1000	6.9	0.5139	538844	928.0	59.09	4.95	0	560	3	1302281	3.42	2.34	1.68	4.1	3.4	48	909763704	909347244	0 0 0 254037228 3410412 657777380 0 0 0 84 697 831 0 0 100 0 0 0	0 0 0 253677304 3410452 657777432 0 0 0 84 683 832 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	/home/tianrm/.magicc/magicc_v5.onnx (explicit --model, NOT verified)	2026-08-28T15:37:14Z	2026-08-28T15:37:21Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033_xmodel__t16__set_E_full__warm__r2.json
WS11.T-v0.3.3	magicc_v033_xmodel	MAGICC v0.3.3 (explicit --model, verification bypassed)	16	3	set_E_full	warm	1000	1000	6.92	0.5133	538284	924.0	59.04	4.97	0	536	10	1310621	2.14	1.89	1.69	3.07	103.4	48	909776788	909485700	0 0 0 253971800 3411364 657793664 0 0 0 0 705 793 0 0 100 0 0 0	0 0 0 253716540 3411412 657793712 0 0 0 0 680 790 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	/home/tianrm/.magicc/magicc_v5.onnx (explicit --model, NOT verified)	2026-08-28T15:43:11Z	2026-08-28T15:43:18Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033_xmodel__t16__set_E_full__warm__r3.json
WS11.T-v0.3.3	magicc_v033	MAGICC v0.3.3 (released path, model SHA256 verified each run)	32	1	set_E_full	warm	1000	1000	6.37	0.5143	539332	1473.0	85.53	8.44	0	536	0	1669541	3.79	2.8	1.55	6.05	3.4	48	909416644	908856032	0 0 0 253697644 3409504 657775956 0 0 0 0 617 838 0 0 100 0 0 0	0 0 0 253146460 3409552 657776004 0 0 0 0 619 743 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	(default resolution, SHA256 verified every run)	2026-08-28T15:31:25Z	2026-08-28T15:31:32Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033__t32__set_E_full__warm__r1.json
WS11.T-v0.3.3	magicc_v033	MAGICC v0.3.3 (released path, model SHA256 verified each run)	32	2	set_E_full	warm	1000	1000	6.05	0.5152	540192	1529.0	84.61	8.03	0	536	0	1565182	2.48	2.27	1.69	2.25	3.4	48	910345960	909005952	0 0 0 254555116 3410504 657777480 0 0 0 0 538 715 0 0 100 0 0 0	0 0 0 253320716 3410536 657777536 0 0 0 0 845 1866 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	(default resolution, SHA256 verified every run)	2026-08-28T15:37:53Z	2026-08-28T15:37:59Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033__t32__set_E_full__warm__r2.json
WS11.T-v0.3.3	magicc_v033	MAGICC v0.3.3 (released path, model SHA256 verified each run)	32	3	set_E_full	warm	1000	1000	6.26	0.5154	540384	1500.0	85.74	8.24	0	536	0	1667894	3.07	2.11	1.76	5.39	103.4	48	909553564	909096564	1 0 0 253801140 3411412 657793716 0 0 0 64 728 704 0 0 100 0 0 0	0 0 0 253326700 3411456 657793768 0 0 0 0 543 703 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	(default resolution, SHA256 verified every run)	2026-08-28T15:43:21Z	2026-08-28T15:43:27Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033__t32__set_E_full__warm__r3.json
WS11.T-v0.3.3	magicc_v033_xmodel	MAGICC v0.3.3 (explicit --model, verification bypassed)	32	1	set_E_full	warm	1000	1000	5.7	0.5149	539904	1626.0	84.54	8.28	0	536	0	1653740	3.66	2.97	1.66	3.18	3.4	48	910399784	908947264	0 0 0 254618168 3409600 657776008 0 0 0 0 516 760 0 0 100 0 0 0	1 0 0 253217076 3409632 657776024 0 0 0 0 672 812 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	/home/tianrm/.magicc/magicc_v5.onnx (explicit --model, NOT verified)	2026-08-28T15:32:04Z	2026-08-28T15:32:09Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033_xmodel__t32__set_E_full__warm__r1.json
WS11.T-v0.3.3	magicc_v033_xmodel	MAGICC v0.3.3 (explicit --model, verification bypassed)	32	2	set_E_full	warm	1000	1000	5.96	0.5138	538752	1574.0	85.62	8.37	0	536	6	1684220	2.25	2.22	1.68	4.72	3.4	48	909127244	908592380	0 0 0 253389180 3410536 657777540 0 0 0 0 680 837 0 0 100 0 0 0	1 0 0 252830880 3410576 657781636 0 0 0 0 1454 717 2 0 98 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	/home/tianrm/.magicc/magicc_v5.onnx (explicit --model, NOT verified)	2026-08-28T15:38:01Z	2026-08-28T15:38:07Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033_xmodel__t32__set_E_full__warm__r2.json
WS11.T-v0.3.3	magicc_v033_xmodel	MAGICC v0.3.3 (explicit --model, verification bypassed)	32	3	set_E_full	warm	1000	1000	5.74	0.5145	539440	1618.0	84.82	8.11	0	536	0	1583880	3.26	2.35	1.86	2.84	103.4	48	910310632	908860404	0 0 0 254503456 3411516 657793804 0 0 0 0 662 792 0 0 100 0 0 0	0 0 0 253137616 3411552 657793852 0 0 0 0 704 939 0 0 100 0 0 0	magicc 0.3.3 from PyPI in envs/magicc_v033_rel	/home/tianrm/.magicc/magicc_v5.onnx (explicit --model, NOT verified)	2026-08-28T15:43:59Z	2026-08-28T15:44:05Z	0	/media/Data_1/tianrm/projects/magicc2/results/revision/speed_v033/runs/magicc_v033_xmodel__t32__set_E_full__warm__r3.json
