set	set_label	status	tier	tool	tool_label	tool_role	n	n_clusters	clustered_bootstrap	accuracy	accuracy_ci_lo	accuracy_ci_hi	macro_f1	macro_f1_ci_lo	macro_f1_ci_hi	macro_f1_observed	macro_f1_observed_ci_lo	macro_f1_observed_ci_hi	micro_f1	micro_f1_ci_lo	micro_f1_ci_hi	weighted_f1	weighted_f1_ci_lo	weighted_f1_ci_hi	macro_precision	macro_precision_ci_lo	macro_precision_ci_hi	macro_recall	macro_recall_ci_lo	macro_recall_ci_hi	macro_precision_observed	macro_precision_observed_ci_lo	macro_precision_observed_ci_hi	macro_recall_observed	macro_recall_observed_ci_lo	macro_recall_observed_ci_hi	balanced_accuracy	balanced_accuracy_ci_lo	balanced_accuracy_ci_hi	cohen_kappa	cohen_kappa_ci_lo	cohen_kappa_ci_hi	class_balance_true	n_classes_observed	classes_absent_in_truth
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	deepcheck	DeepCheck	competitor	1000	1000	False	0.262	0.235	0.291	0.2053037119076703	0.17800886495007553	0.23437467676053605	0.2053037119076703	0.17800886495007553	0.23437467676053605	0.262	0.235	0.291	0.31495512519130425	0.2815856231922721	0.34842307386816035	0.37605833044196096	0.359577122469668	0.3935555668656541	0.50407303436079	0.39842196270581776	0.6105298144511778	0.37605833044196096	0.359577122469668	0.3935555668656541	0.50407303436079	0.39842196270581776	0.6105298144511778	0.50407303436079	0.39842196270581776	0.6105298144511778	0.0362553427104731	0.01942933801045125	0.05410244682870474	"{""high"": 11, ""medium"": 103, ""low"": 886}"	3	
set_E	Set E (realistic mixture)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	785	True	0.954	0.9410588902966952	0.9664370049117569	0.9031822643838714	0.8713204325308644	0.9325834721434446	0.9031822643838714	0.8713204325308644	0.9325834721434446	0.954	0.9410588902966952	0.9664370049117569	0.9542360990592889	0.941615974212312	0.9665925975682484	0.9033849511727917	0.8702394303828139	0.9356572549769944	0.9038294776205958	0.8697047570407364	0.9372099403657708	0.9033849511727917	0.8702394303828139	0.9356572549769944	0.9038294776205958	0.8697047570407364	0.9372099403657708	0.9038294776205958	0.8697047570407364	0.9372099403657708	0.8947491253881126	0.8655600619748	0.9232563608856755	"{""high"": 66, ""medium"": 215, ""low"": 719}"	3	
set_E	Set E (realistic mixture)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	785	True	0.956	0.9434899958209746	0.9680646682706372	0.9124092421348214	0.8837879127849673	0.9385935319873759	0.9124092421348214	0.8837879127849673	0.9385935319873759	0.956	0.9434899958209746	0.9680646682706372	0.9556626813812572	0.9429844908269759	0.9678635124417556	0.9289731553597497	0.9018242954182497	0.95513971046392	0.8990830124187177	0.8630186541246022	0.9319247254752624	0.9289731553597497	0.9018242954182497	0.95513971046392	0.8990830124187177	0.8630186541246022	0.9319247254752624	0.8990830124187177	0.8630186541246022	0.9319247254752624	0.8978200843913211	0.8693337035029448	0.9255717244328252	"{""high"": 66, ""medium"": 215, ""low"": 719}"	3	
set_E	Set E (realistic mixture)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	785	True	0.964	0.951580161770099	0.9750511427344514	0.9241494983938936	0.8940397417957118	0.9504279594162037	0.9241494983938936	0.8940397417957118	0.9504279594162037	0.964	0.951580161770099	0.9750511427344514	0.9638732382679778	0.9514599119212961	0.9749709706562965	0.9501565956826935	0.9297121709839492	0.9673700622389487	0.9079859957403057	0.8727209262189466	0.9400209143481868	0.9501565956826935	0.9297121709839492	0.9673700622389487	0.9079859957403057	0.8727209262189466	0.9400209143481868	0.9079859957403057	0.8727209262189466	0.9400209143481868	0.9172238726351319	0.8893143821733831	0.9423508902816474	"{""high"": 66, ""medium"": 215, ""low"": 719}"	3	
set_E	Set E (realistic mixture)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	785	True	0.865	0.8428995695376852	0.8867384987027843	0.8139948630335995	0.7790869339691397	0.8466262176234431	0.8139948630335995	0.7790869339691397	0.8466262176234431	0.865	0.8428995695376852	0.8867384987027843	0.8727162218890555	0.852504559565963	0.8924290155434708	0.7760828854135716	0.7385886989953339	0.8142462035117716	0.877655717507579	0.8441707078747214	0.9088139785478848	0.7760828854135716	0.7385886989953339	0.8142462035117716	0.877655717507579	0.8441707078747214	0.9088139785478848	0.877655717507579	0.8441707078747214	0.9088139785478848	0.7231087300740838	0.6790643727028051	0.7651645381891866	"{""high"": 66, ""medium"": 215, ""low"": 719}"	3	
set_E	Set E (realistic mixture)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	785	True	0.936	0.9205668136476218	0.9503487984899355	0.8781401095971031	0.8444207723605333	0.9083714152541242	0.8781401095971031	0.8444207723605333	0.9083714152541242	0.936	0.9205668136476218	0.9503487984899355	0.9356915234875653	0.9205967818147411	0.950128690380016	0.8871174917448927	0.8514711927324289	0.9204651977680631	0.8700090467047158	0.8319327266405899	0.9048800595941147	0.8871174917448927	0.8514711927324289	0.9204651977680631	0.8700090467047158	0.8319327266405899	0.9048800595941147	0.8700090467047158	0.8319327266405899	0.9048800595941147	0.85123233093368	0.8161920104707356	0.8842332963121948	"{""high"": 66, ""medium"": 215, ""low"": 719}"	3	
set_E	Set E (realistic mixture)	current	primary	deepcheck	DeepCheck	competitor	1000	785	True	0.737	0.7095436567296625	0.7647687384012117	0.694831742140854	0.6571039709453439	0.7318021258963483	0.694831742140854	0.6571039709453439	0.7318021258963483	0.737	0.7095436567296625	0.7647687384012117	0.7576651928626508	0.733445417741441	0.7821552291901939	0.6665012813841067	0.6305959552200295	0.7037577297023161	0.8085330126310817	0.7742814547264915	0.8408806055291475	0.6665012813841067	0.6305959552200295	0.7037577297023161	0.8085330126310817	0.7742814547264915	0.8408806055291475	0.8085330126310817	0.7742814547264915	0.8408806055291475	0.5230867710073024	0.47719547690868347	0.5697768732142452	"{""high"": 66, ""medium"": 215, ""low"": 719}"	3	
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	100	True	0.93	0.913	0.946	0.6921733720000319	0.621496971189545	0.7556123933384992	0.6921733720000319	0.621496971189545	0.7556123933384992	0.93	0.913	0.946	0.9270919659407303	0.9091787722895985	0.9442527056528013	0.7284364226139509	0.648783526508034	0.8083885736388176	0.6636507936507936	0.5953230294802528	0.737973643026469	0.7284364226139509	0.648783526508034	0.8083885736388176	0.6636507936507936	0.5953230294802528	0.737973643026469	0.6636507936507936	0.5953230294802528	0.737973643026469	0.5937318630295998	0.5135875420991391	0.6699462656542289	"{""high"": 30, ""medium"": 70, ""low"": 900}"	3	
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	100	True	0.271	0.24	0.304	0.263456491102284	0.22597928038278992	0.3031863815501598	0.263456491102284	0.22597928038278992	0.3031863815501598	0.271	0.24	0.304	0.34594305824996713	0.30613652977586037	0.38347266384031675	0.40950976746871187	0.3872696978204198	0.4352845662981143	0.5938624338624339	0.5530828559816235	0.6357333895077008	0.40950976746871187	0.3872696978204198	0.4352845662981143	0.5938624338624339	0.5530828559816235	0.6357333895077008	0.5938624338624339	0.5530828559816235	0.6357333895077008	0.04763148956183216	0.02698652318597807	0.0715123770049528	"{""high"": 30, ""medium"": 70, ""low"": 900}"	3	
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	100	True	0.776	0.749	0.802	0.37949239562142784	0.35665000968743915	0.4049775882510851	0.37949239562142784	0.35665000968743915	0.4049775882510851	0.776	0.749	0.802	0.8115213600697472	0.7893790124911991	0.8320807990057189	0.37387665500445905	0.35811069232862286	0.39156273059924807	0.45428571428571424	0.4142311683978351	0.4950598045230977	0.37387665500445905	0.35811069232862286	0.39156273059924807	0.45428571428571424	0.4142311683978351	0.4950598045230977	0.45428571428571424	0.4142311683978351	0.4950598045230977	0.22108630641908333	0.16126817834377147	0.2840133738932797	"{""high"": 30, ""medium"": 70, ""low"": 900}"	3	
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	1000	100	True	0.25	0.219	0.28	0.24307819995475768	0.1946436158893258	0.289023169511912	0.24307819995475768	0.1946436158893258	0.289023169511912	0.25	0.219	0.28	0.3275998104464076	0.2881352906221056	0.3662521900484041	0.4174907446580774	0.37547688652188543	0.4719243145807258	0.41322751322751317	0.3498717501550456	0.4754749176215726	0.4174907446580774	0.37547688652188543	0.4719243145807258	0.41322751322751317	0.3498717501550456	0.4754749176215726	0.41322751322751317	0.3498717501550456	0.4754749176215726	0.02138597841829876	0.002968580527964079	0.03920350607796434	"{""high"": 30, ""medium"": 70, ""low"": 900}"	3	
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	100	True	0.958	0.946	0.97	0.7881086301581437	0.6918071596964399	0.8643865982774709	0.7881086301581437	0.6918071596964399	0.8643865982774709	0.958	0.946	0.97	0.9590038557410894	0.9474369385784698	0.970214849474826	0.768237545445729	0.6725290726607525	0.8588349228761502	0.8105697684502644	0.7051298245348445	0.9043885540165302	0.768237545445729	0.6725290726607525	0.8588349228761502	0.8105697684502644	0.7051298245348445	0.9043885540165302	0.8105697684502644	0.7051298245348445	0.9043885540165302	0.8003033487226545	0.7417143910522135	0.8572695165594397	"{""high"": 13, ""medium"": 100, ""low"": 887}"	3	
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	100	True	0.48	0.44	0.523	0.38240339829634906	0.3300593885696784	0.4319222787900409	0.38240339829634906	0.3300593885696784	0.4319222787900409	0.48	0.44	0.523	0.5671333188941342	0.5278311058578071	0.6076371126963018	0.4400089919504751	0.41101239855819705	0.47126486843686166	0.7260838898042957	0.6619008408471349	0.7736214059736884	0.4400089919504751	0.41101239855819705	0.47126486843686166	0.7260838898042957	0.6619008408471349	0.7736214059736884	0.7260838898042957	0.6619008408471349	0.7736214059736884	0.13677902373027653	0.10614464917178013	0.17099684474037266	"{""high"": 13, ""medium"": 100, ""low"": 887}"	3	
