set	set_label	status	tier	tool	tool_label	tool_role	n	n_clusters	clustered_bootstrap	accuracy	accuracy_ci_lo	accuracy_ci_hi	macro_f1	macro_f1_ci_lo	macro_f1_ci_hi	macro_f1_observed	macro_f1_observed_ci_lo	macro_f1_observed_ci_hi	micro_f1	micro_f1_ci_lo	micro_f1_ci_hi	weighted_f1	weighted_f1_ci_lo	weighted_f1_ci_hi	macro_precision	macro_precision_ci_lo	macro_precision_ci_hi	macro_recall	macro_recall_ci_lo	macro_recall_ci_hi	macro_precision_observed	macro_precision_observed_ci_lo	macro_precision_observed_ci_hi	macro_recall_observed	macro_recall_observed_ci_lo	macro_recall_observed_ci_hi	balanced_accuracy	balanced_accuracy_ci_lo	balanced_accuracy_ci_hi	cohen_kappa	cohen_kappa_ci_lo	cohen_kappa_ci_hi	class_balance_true	n_classes_observed	classes_absent_in_truth
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	100	True	0.909	0.8889750000000001	0.928	0.7263498646618851	0.640310602289164	0.7962530399518525	0.7263498646618851	0.640310602289164	0.7962530399518525	0.909	0.8889750000000001	0.928	0.9171329108282562	0.8999617238173814	0.9338700863189061	0.6613039442887944	0.5833830091254304	0.7409396927666013	0.841333506778828	0.7609323085633651	0.9070731747993508	0.6613039442887944	0.5833830091254304	0.7409396927666013	0.841333506778828	0.7609323085633651	0.9070731747993508	0.841333506778828	0.7609323085633651	0.9070731747993508	0.6248691164224881	0.5456593915980161	0.7004335439825926	"{""high"": 13, ""medium"": 100, ""low"": 887}"	3	
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	deepcheck	DeepCheck	competitor	1000	100	True	0.24	0.207	0.273	0.2206705817033967	0.18417140772189503	0.2550736124821947	0.2206705817033967	0.18417140772189503	0.2550736124821947	0.24	0.207	0.273	0.27250982541833807	0.22864480775920137	0.3169220870298527	0.402152273338714	0.38386964521344064	0.4219103702786289	0.6358922325325933	0.5723222212911337	0.6818679711772939	0.402152273338714	0.38386964521344064	0.4219103702786289	0.6358922325325933	0.5723222212911337	0.6818679711772939	0.6358922325325933	0.5723222212911337	0.6818679711772939	0.04351623568263365	0.028641457382814862	0.05887264375263631	"{""high"": 13, ""medium"": 100, ""low"": 887}"	3	
set_A	Set A v1 (superseded by Set A v2)	legacy_superseded	secondary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	600	582	True	0.97	0.9556595376286398	0.9832775919732442	0.6461489430679875	0.6356487160974971	0.6554869645541694	0.9692234146019814	0.9534730741462455	0.9832304468312542	0.97	0.9556595376286398	0.9832775919732442	0.9732823412404046	0.9602240575874633	0.9850620909668673	0.6472521026563816	0.6361603144975001	0.6571943674874867	0.6450742240215924	0.6336815733456693	0.6552552943149275	0.9708781539845723	0.9542404717462502	0.9857915512312301	0.9676113360323887	0.950522360018504	0.9828829414723911	0.9676113360323887	0.950522360018504	0.9828829414723911	0.9298974425548487	0.8968235142573073	0.9599277555337585	"{""high"": 182, ""medium"": 418, ""low"": 0}"	2	low
set_A	Set A v1 (superseded by Set A v2)	legacy_superseded	secondary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	600	582	True	0.9716666666666667	0.9577702702702703	0.9848491214667685	0.6446966268278101	0.6335859559771345	0.6544298529023549	0.9670449402417152	0.9503789339657018	0.9816447793535323	0.9716666666666667	0.9577702702702703	0.9848491214667685	0.9730250152259305	0.9594457267371015	0.9850292285797958	0.6514510319514634	0.6420745917929623	0.6592697281411419	0.6386332965280334	0.6243179551800866	0.6509804778554779	0.977176547927195	0.9631118876894436	0.9889045922117129	0.9579499447920501	0.9364769327701299	0.9764707167832167	0.9579499447920501	0.9364769327701299	0.9764707167832167	0.9321772434703974	0.8983400381361866	0.9620488932307889	"{""high"": 182, ""medium"": 418, ""low"": 0}"	2	low
set_A	Set A v1 (superseded by Set A v2)	legacy_superseded	secondary	checkm2	CheckM2 1.0.1	competitor	600	582	True	0.93	0.9096989966555183	0.9498327759197325	0.6322742854094141	0.6206014234236268	0.643199260003735	0.9484114281141212	0.9309021351354401	0.9647988900056025	0.93	0.9096989966555183	0.9498327759197325	0.9481556693743081	0.9318351375496917	0.9639922132047867	0.6379160676016602	0.6252001700673682	0.6498797802081431	0.6280035753719965	0.6164035657337693	0.6393839082605599	0.9568741014024903	0.9378002551010524	0.9748196703122146	0.9420053630579946	0.924605348600654	0.9590758623908399	0.9420053630579946	0.924605348600654	0.9590758623908399	0.8462383305875893	0.8021510997456002	0.8880586157832862	"{""high"": 182, ""medium"": 418, ""low"": 0}"	2	low
set_A	Set A v1 (superseded by Set A v2)	legacy_superseded	secondary	cocopye	CoCoPyE 0.5.0	competitor	600	582	True	0.9233333333333333	0.9016659836065574	0.9443600803342174	0.6253431861332314	0.6118225654732037	0.6378085494374559	0.938014779199847	0.9177338482098055	0.9567128241561837	0.9233333333333333	0.9016659836065574	0.9443600803342174	0.9422000336925689	0.924565515889002	0.9586577638608503	0.6377272727272727	0.6236599134243909	0.6495979210389184	0.6134391923865609	0.5977678968937733	0.6292931580857589	0.956590909090909	0.9354898701365864	0.9743968815583777	0.9201587885798412	0.8966518453406599	0.9439397371286383	0.9201587885798412	0.8966518453406599	0.9439397371286383	0.8283240445859873	0.783783654253842	0.8732300711609552	"{""high"": 182, ""medium"": 418, ""low"": 0}"	2	low
set_A	Set A v1 (superseded by Set A v2)	legacy_superseded	secondary	deepcheck	DeepCheck	competitor	600	582	True	0.9583333333333334	0.9404909337609474	0.9735110284056702	0.6422573206282904	0.6312901690151378	0.6518954494943453	0.9633859809424357	0.9469352535227068	0.977843174241518	0.9583333333333334	0.9404909337609474	0.9735110284056702	0.965722055432276	0.9507765138617846	0.978911626555158	0.6409324227236923	0.6276594710151602	0.6525105142593508	0.644662355188671	0.635140220692409	0.6530128687828235	0.9613986340855385	0.9414892065227403	0.9787657713890262	0.9669935327830065	0.9527103310386136	0.9795193031742353	0.9669935327830065	0.9527103310386136	0.9795193031742353	0.9055094301588702	0.8664282130150771	0.9403242766449035	"{""high"": 182, ""medium"": 418, ""low"": 0}"	2	low
set_B	Set B v1 (superseded by Set B v2)	legacy_superseded	secondary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	600	588	True	0.92	0.8976392506149343	0.9415692821368948	0.8686993300954441	0.8342242474953385	0.9012041181085921	0.8686993300954441	0.8342242474953385	0.9012041181085921	0.92	0.8976392506149343	0.9415692821368948	0.9154041909793941	0.890246740725422	0.938508900777784	0.8953823953823953	0.8604319431129723	0.9291529871659868	0.8543782535118649	0.8190042077196403	0.8887664323572934	0.8953823953823953	0.8604319431129723	0.9291529871659868	0.8543782535118649	0.8190042077196403	0.8887664323572934	0.8543782535118649	0.8190042077196403	0.8887664323572934	0.8336990414597529	0.7874775504440151	0.8756944766626982	"{""high"": 103, ""medium"": 95, ""low"": 402}"	3	
set_B	Set B v1 (superseded by Set B v2)	legacy_superseded	secondary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	600	588	True	0.8983333333333333	0.8741610738255033	0.9230769230769231	0.835530409121885	0.7964934840938186	0.8720991667015037	0.835530409121885	0.7964934840938186	0.8720991667015037	0.8983333333333333	0.8741610738255033	0.9230769230769231	0.8914432814110161	0.8637090145840092	0.9185900696347814	0.8714760348583878	0.8339827817617235	0.9110017304578816	0.8125339068581466	0.7741500534904564	0.8517705831563368	0.8714760348583878	0.8339827817617235	0.9110017304578816	0.8125339068581466	0.7741500534904564	0.8517705831563368	0.8125339068581466	0.7741500534904564	0.8517705831563368	0.7841675708826721	0.7340436644344086	0.8351557991266039	"{""high"": 103, ""medium"": 95, ""low"": 402}"	3	
set_B	Set B v1 (superseded by Set B v2)	legacy_superseded	secondary	checkm2	CheckM2 1.0.1	competitor	600	588	True	0.7966666666666666	0.7649006622516556	0.8288612681031438	0.6934205503958322	0.6489608300355278	0.7359182276916165	0.6934205503958322	0.6489608300355278	0.7359182276916165	0.7966666666666666	0.7649006622516556	0.8288612681031438	0.7954461277840692	0.7638132226914461	0.8274635869525874	0.6815905404347194	0.6365073611436284	0.7297401196420915	0.7407436501702017	0.7055634235215759	0.7771153946213656	0.6815905404347194	0.6365073611436284	0.7297401196420915	0.7407436501702017	0.7055634235215759	0.7771153946213656	0.7407436501702017	0.7055634235215759	0.7771153946213656	0.6176727132179735	0.5642638197239159	0.6736526874011801	"{""high"": 103, ""medium"": 95, ""low"": 402}"	3	
set_B	Set B v1 (superseded by Set B v2)	legacy_superseded	secondary	cocopye	CoCoPyE 0.5.0	competitor	600	588	True	0.8816666666666667	0.8543038037871477	0.9060442031185008	0.7921676390438392	0.7459671612828991	0.8317633482487597	0.7921676390438392	0.7459671612828991	0.8317633482487597	0.8816666666666667	0.8543038037871477	0.9060442031185008	0.8671406654839635	0.8331100507893006	0.896129435344758	0.8452800100664725	0.797680629562866	0.8880154820639684	0.7766286096345051	0.7367433811425664	0.8133242511616986	0.8452800100664725	0.797680629562866	0.8880154820639684	0.7766286096345051	0.7367433811425664	0.8133242511616986	0.7766286096345051	0.7367433811425664	0.8133242511616986	0.745893131956623	0.688278768735202	0.796311246210325	"{""high"": 103, ""medium"": 95, ""low"": 402}"	3	
set_B	Set B v1 (superseded by Set B v2)	legacy_superseded	secondary	deepcheck	DeepCheck	competitor	600	588	True	0.6116666666666667	0.5742904841402338	0.6516793478260868	0.5292484309873257	0.492922394019304	0.5668891820897237	0.5292484309873257	0.492922394019304	0.5668891820897237	0.6116666666666667	0.5742904841402338	0.6516793478260868	0.6416706120736485	0.6071260710442897	0.6786658127346018	0.5454643168163223	0.515987636248091	0.5762095700152207	0.6168213607486329	0.5839542927673065	0.6512247855065219	0.5454643168163223	0.515987636248091	0.5762095700152207	0.6168213607486329	0.5839542927673065	0.6512247855065219	0.6168213607486329	0.5839542927673065	0.6512247855065219	0.38473996681644745	0.33654040922070827	0.43793100815536196	"{""high"": 103, ""medium"": 95, ""low"": 402}"	3	
motivating_v2_set_A	Motivating Set A (Table S1a): completeness gradient	motivating	secondary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	806	True	0.96	0.9465858153649912	0.972000518134715	0.6385041777987323	0.6290316986818847	0.6466204925896981	0.9577562666980983	0.9435475480228271	0.9699307388845471	0.96	0.9465858153649912	0.972000518134715	0.9648727015558698	0.9529124803839755	0.9752295294528298	0.6408179012345679	0.6306884668172855	0.6498413635584521	0.6362229504785685	0.6254864318951852	0.6455948070158047	0.9612268518518519	0.9460327002259284	0.9747620453376781	0.9543344257178527	0.9382296478427776	0.9683922105237072	0.9543344257178527	0.9382296478427776	0.9683922105237072	0.9041300763124592	0.8716973636831541	0.9329891137069102	"{""high"": 288, ""medium"": 712, ""low"": 0}"	2	low
motivating_v2_set_A	Motivating Set A (Table S1a): completeness gradient	motivating	secondary	checkm2	CheckM2 1.0.1	competitor	1000	806	True	0.952	0.9392068899624391	0.9649302743754306	0.6404500236083297	0.6319250877839951	0.6484244812211583	0.9606750354124945	0.9478876316759927	0.9726367218317373	0.952	0.9392068899624391	0.9649302743754306	0.962685996190104	0.951887060659559	0.9731750089912672	0.6416330315973718	0.6315971217873891	0.651049208639743	0.6400593008739076	0.6322746838167848	0.6476429910266057	0.9624495473960578	0.9473956826810837	0.9765738129596145	0.9600889513108615	0.9484120257251772	0.9714644865399086	0.9600889513108615	0.9484120257251772	0.9714644865399086	0.8888147653991549	0.8595580052141011	0.9186948809435632	"{""high"": 288, ""medium"": 712, ""low"": 0}"	2	low
motivating_v2_set_A	Motivating Set A (Table S1a): completeness gradient	motivating	secondary	cocopye	CoCoPyE 0.5.0	competitor	1000	806	True	0.915	0.8974333662388944	0.9325407972177635	0.6251325289039228	0.6143064810220396	0.634886038227473	0.9376987933558842	0.9214597215330594	0.9523290573412097	0.915	0.8974333662388944	0.9325407972177635	0.9405244610491239	0.926742694082743	0.9536346174822615	0.6369653554522223	0.6259076344758276	0.6475190302108123	0.6144662921348315	0.602090891530793	0.6264602571323451	0.9554480331783335	0.9388614517137415	0.9712785453162185	0.9216994382022472	0.9031363372961895	0.9396903856985177	0.9216994382022472	0.9031363372961895	0.9396903856985177	0.8112185068050176	0.773888386136656	0.8481065048566032	"{""high"": 288, ""medium"": 712, ""low"": 0}"	2	low
motivating_v2_set_A	Motivating Set A (Table S1a): completeness gradient	motivating	secondary	deepcheck	DeepCheck	competitor	1000	806	True	0.931	0.9150645739498116	0.9460546828552933	0.6246467840529006	0.6142740735690779	0.6346424292412469	0.936970176079351	0.9214111103536169	0.9519636438618703	0.931	0.9150645739498116	0.9460546828552933	0.9423244781054169	0.928599254537625	0.9553969042716536	0.622490169964485	0.6107606512236724	0.6344373136459094	0.6295385975863503	0.6203278983569861	0.6382950534825556	0.9337352549467275	0.9161409768355085	0.9516559704688641	0.9443078963795255	0.9304918475354792	0.9574425802238334	0.9443078963795255	0.9304918475354792	0.9574425802238334	0.8432017743196322	0.8080008446746513	0.8772352674334624	"{""high"": 288, ""medium"": 712, ""low"": 0}"	2	low
motivating_v2_set_B	Motivating Set B (Table S1b): contamination gradient	motivating	secondary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	798	True	0.984	0.9758308157099698	0.9910181879511167	0.7433677549758603	0.6517468935110523	0.841244599709665	0.7433677549758603	0.6517468935110523	0.841244599709665	0.984	0.9758308157099698	0.9910181879511167	0.9878505841063678	0.9819550546529021	0.9933416387652545	0.7158627771894355	0.6637352512036072	0.7903988319914715	0.978329156223893	0.6404147304056436	0.9884677974766309	0.7158627771894355	0.6637352512036072	0.7903988319914715	0.978329156223893	0.6404147304056436	0.9884677974766309	0.978329156223893	0.9598872059273497	0.9884764577289348	0.9507346692448856	0.9263834274018643	0.9718043020249236	"{""high"": 200, ""medium"": 2, ""low"": 798}"	3	
motivating_v2_set_B	Motivating Set B (Table S1b): contamination gradient	motivating	secondary	checkm2	CheckM2 1.0.1	competitor	1000	798	True	0.876	0.8551307847082495	0.8966230939562698	0.6065149022458584	0.5930578905918047	0.6182958902319399	0.6065149022458584	0.5930578905918047	0.6182958902319399	0.876	0.8551307847082495	0.8966230939562698	0.9120418227034472	0.8963520200357113	0.927683292187916	0.6071893875384219	0.5911116599681854	0.6223067173637515	0.6157059314954051	0.6072431698825751	0.6242042192482327	0.6071893875384219	0.5911116599681854	0.6223067173637515	0.6157059314954051	0.6072431698825751	0.6242042192482327	0.6157059314954051	0.6076947818963663	0.92910903087815	0.6982924324929317	0.6525184289250169	0.7431720933689008	"{""high"": 200, ""medium"": 2, ""low"": 798}"	3	
motivating_v2_set_B	Motivating Set B (Table S1b): contamination gradient	motivating	secondary	cocopye	CoCoPyE 0.5.0	competitor	1000	798	True	0.981	0.9719702793324021	0.988956100228396	0.6953115747085596	0.6542890457875382	0.770337528586158	0.6953115747085596	0.6542890457875382	0.770337528586158	0.981	0.9719702793324021	0.988956100228396	0.9871465407847319	0.9810940780945778	0.9926703504222049	0.6832848202123012	0.6584643483490643	0.7324776209405331	0.8208187134502923	0.6486189557252101	0.9917353355171468	0.6832848202123012	0.6584643483490643	0.7324776209405331	0.8208187134502923	0.6486189557252101	0.9917353355171468	0.8208187134502923	0.6492863054312634	0.9918392706252339	0.9429669208140721	0.9157876127832455	0.965873180060522	"{""high"": 200, ""medium"": 2, ""low"": 798}"	3	
motivating_v2_set_B	Motivating Set B (Table S1b): contamination gradient	motivating	secondary	deepcheck	DeepCheck	competitor	1000	798	True	0.689	0.6619429601923591	0.7182539682539683	0.5157694449033032	0.4986466372531354	0.5324806272800517	0.5157694449033032	0.4986466372531354	0.5324806272800517	0.689	0.6619429601923591	0.7182539682539683	0.7638859093662245	0.7397654284102788	0.7884139896153658	0.5497835497835498	0.5333333333333333	0.5666666666666667	0.5375939849624061	0.5269744724820706	0.5492467070199482	0.5497835497835498	0.5333333333333333	0.5666666666666667	0.5375939849624061	0.5269744724820706	0.5492467070199482	0.5375939849624061	0.5273561253966448	0.8139678615574784	0.4322455328129221	0.392604661362986	0.47343252445909845	"{""high"": 200, ""medium"": 2, ""low"": 798}"	3	
motivating_v2_set_C	Motivating Set C (Table S1c): realistic mixture	motivating	secondary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	773	True	0.968	0.9569084039176036	0.9789373380663031	0.9080508717851253	0.8706737636743792	0.9405158688769962	0.9080508717851253	0.8706737636743792	0.9405158688769962	0.968	0.9569084039176036	0.9789373380663031	0.9683559591616133	0.9573181819423929	0.9791609652933733	0.8963099723149813	0.8530266078149634	0.9358955545961676	0.9230510411376334	0.8850956461346797	0.9580758595775949	0.8963099723149813	0.8530266078149634	0.9358955545961676	0.9230510411376334	0.8850956461346797	0.9580758595775949	0.9230510411376334	0.8850956461346797	0.9580758595775949	0.9251069566275661	0.8993833421633206	0.9496682525873743	"{""high"": 44, ""medium"": 240, ""low"": 716}"	3	
motivating_v2_set_C	Motivating Set C (Table S1c): realistic mixture	motivating	secondary	checkm2	CheckM2 1.0.1	competitor	1000	773	True	0.854	0.8311386519318134	0.8767840746141571	0.794757318329201	0.7534866686533673	0.8312440046424009	0.794757318329201	0.7534866686533673	0.8312440046424009	0.854	0.8311386519318134	0.8767840746141571	0.8630517396134725	0.8428430267651907	0.8835350105154507	0.7427320313880504	0.69914754776742	0.7842185293479963	0.8947258901867841	0.8644703210153133	0.9192202353231514	0.7427320313880504	0.69914754776742	0.7842185293479963	0.8947258901867841	0.8644703210153133	0.9192202353231514	0.8947258901867841	0.8644703210153133	0.9192202353231514	0.7009618378148094	0.6565807754898118	0.7462379303061654	"{""high"": 44, ""medium"": 240, ""low"": 716}"	3	
motivating_v2_set_C	Motivating Set C (Table S1c): realistic mixture	motivating	secondary	cocopye	CoCoPyE 0.5.0	competitor	1000	773	True	0.943	0.9279389842033685	0.9579598790192444	0.8781888148986879	0.8378921645249919	0.9130468971390816	0.8781888148986879	0.8378921645249919	0.9130468971390816	0.943	0.9279389842033685	0.9579598790192444	0.9427752036929995	0.927286329987516	0.9578867481330445	0.8708507246270499	0.8265532685943292	0.9121841343592347	0.8895286665538062	0.8423316290645575	0.9312857535036578	0.8708507246270499	0.8265532685943292	0.9121841343592347	0.8895286665538062	0.8423316290645575	0.9312857535036578	0.8895286665538062	0.8423316290645575	0.9312857535036578	0.8652456784052652	0.8291190502066732	0.9002406093015102	"{""high"": 44, ""medium"": 240, ""low"": 716}"	3	
motivating_v2_set_C	Motivating Set C (Table S1c): realistic mixture	motivating	secondary	deepcheck	DeepCheck	competitor	1000	773	True	0.714	0.6864277312859117	0.743202416918429	0.6694833805255046	0.6283910769969334	0.7086290973558526	0.6694833805255046	0.6283910769969334	0.7086290973558526	0.714	0.6864277312859117	0.743202416918429	0.7342643858758263	0.709236850468469	0.7609777283394041	0.6380333951762523	0.6017204210624586	0.6754235122826924	0.833889171040009	0.8098213824544265	0.8563316285368638	0.6380333951762523	0.6017204210624586	0.6754235122826924	0.833889171040009	0.8098213824544265	0.8563316285368638	0.833889171040009	0.8098213824544265	0.8563316285368638	0.4886428653163977	0.44509496175795976	0.5351293745671813	"{""high"": 44, ""medium"": 240, ""low"": 716}"	3	
motivating_set_A	Motivating Set A v1 (superseded)	legacy_superseded	secondary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	600	585	True	0.9466666666666667	0.926225030996005	0.9634551495016611	0.6276624720814947	0.6124913157704981	0.6408860031786139	0.9414937081222421	0.918736973655747	0.9613290047679209	0.9466666666666667	0.926225030996005	0.9634551495016611	0.9522046085961757	0.9326658083010846	0.968488629303601	0.6417065572524884	0.6295589380712933	0.6517606069231222	0.6157678372352285	0.5966493556786582	0.6322518564363621	0.9625598358787326	0.9443384071069398	0.9776409103846833	0.9236517558528428	0.8949740335179872	0.948377784654543	0.9236517558528428	0.8949740335179872	0.948377784654543	0.8734977862112586	0.8269864399059375	0.913478039609565	"{""high"": 184, ""medium"": 416, ""low"": 0}"	2	low
motivating_set_A	Motivating Set A v1 (superseded)	legacy_superseded	secondary	checkm2	CheckM2 1.0.1	competitor	600	585	True	0.9583333333333334	0.9416642320534223	0.9735537190082645	0.6457213769998662	0.6358810639202788	0.6547429493023514	0.9685820654997993	0.953821595880418	0.9821144239535271	0.9583333333333334	0.9416642320534223	0.9735537190082645	0.9688402146053545	0.9552393135747687	0.9813885866417215	0.6483583012947988	0.6369967689360378	0.6590204043313811	0.6436036789297659	0.6337400566713987	0.6526348982758383	0.9725374519421981	0.9554951534040567	0.9885306064970716	0.9654055183946488	0.950610085007098	0.9789523474137575	0.9654055183946488	0.950610085007098	0.9789523474137575	0.9061843290303213	0.8688814304036675	0.9410121518967287	"{""high"": 184, ""medium"": 416, ""low"": 0}"	2	low
motivating_set_A	Motivating Set A v1 (superseded)	legacy_superseded	secondary	cocopye	CoCoPyE 0.5.0	competitor	600	585	True	0.9116666666666666	0.8870384906661655	0.9337748344370861	0.6214246217262355	0.6059427763557764	0.6349319919791587	0.9321369325893532	0.9089141645336646	0.9523979879687381	0.9116666666666666	0.8870384906661655	0.9337748344370861	0.9380264414618209	0.9184260456222354	0.9548784149603734	0.644928083830827	0.6333926881282401	0.6548667335353482	0.5999512263099219	0.5787359524246526	0.6182632286252153	0.9673921257462404	0.9500890321923603	0.9823001003030222	0.8999268394648829	0.8681039286369788	0.9273948429378229	0.8999268394648829	0.8681039286369788	0.9273948429378229	0.8046970962511668	0.753571816253497	0.8504151675677062	"{""high"": 184, ""medium"": 416, ""low"": 0}"	2	low
motivating_set_A	Motivating Set A v1 (superseded)	legacy_superseded	secondary	deepcheck	DeepCheck	competitor	600	585	True	0.94	0.9186046511627907	0.9581957247586558	0.6319960904527079	0.6180706947668567	0.6433650075393677	0.9479941356790618	0.9271060421502851	0.9650475113090515	0.94	0.9186046511627907	0.9581957247586558	0.9511274601270603	0.932938640642967	0.9664509550023588	0.6384506582526385	0.6253559784048228	0.6505701800739296	0.6256967670011148	0.6095922834384994	0.6395329431917655	0.9576759873789576	0.9380339676072342	0.9758552701108943	0.9385451505016722	0.914388425157749	0.9592994147876481	0.9385451505016722	0.914388425157749	0.9592994147876481	0.8636776734322932	0.8174082175904371	0.9039186530558079	"{""high"": 184, ""medium"": 416, ""low"": 0}"	2	low
motivating_set_B	Motivating Set B v1 (superseded)	legacy_superseded	secondary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1100	1031	True	0.9363636363636364	0.9217297396572371	0.9502309188138064	0.8522505358418672	0.8214036298750232	0.8832327479343653	0.8522505358418672	0.8214036298750232	0.8832327479343653	0.9363636363636364	0.9217297396572371	0.9502309188138064	0.9367142970548543	0.9222790701553701	0.950738362178145	0.8519410447089614	0.8184757670557732	0.8844234396381742	0.8527289767830971	0.819154443577008	0.8874888618217208	0.8519410447089614	0.8184757670557732	0.8844234396381742	0.8527289767830971	0.819154443577008	0.8874888618217208	0.8527289767830971	0.819154443577008	0.8874888618217208	0.8491435467723577	0.8163740351249611	0.8817002536212021	"{""high"": 197, ""medium"": 96, ""low"": 807}"	3	
motivating_set_B	Motivating Set B v1 (superseded)	legacy_superseded	secondary	checkm2	CheckM2 1.0.1	competitor	1100	1031	True	0.7581818181818182	0.7338164113590425	0.7839809507025725	0.6143120093279161	0.5820466331522466	0.647757872687946	0.6143120093279161	0.5820466331522466	0.647757872687946	0.7581818181818182	0.7338164113590425	0.7839809507025725	0.7828582936271167	0.7613224657498878	0.8055446754803784	0.5933022940619496	0.5649719562983027	0.6230521181900888	0.6753808023910916	0.6400551455680823	0.7137459501346035	0.5933022940619496	0.5649719562983027	0.6230521181900888	0.6753808023910916	0.6400551455680823	0.7137459501346035	0.6753808023910916	0.6400551455680823	0.7137459501346035	0.5266467467883645	0.483582823751439	0.5702782926859441	"{""high"": 197, ""medium"": 96, ""low"": 807}"	3	
motivating_set_B	Motivating Set B v1 (superseded)	legacy_superseded	secondary	cocopye	CoCoPyE 0.5.0	competitor	1100	1031	True	0.8981818181818182	0.8800712288890521	0.916219818163752	0.7677360455665538	0.7315815030302281	0.8020744435376395	0.7677360455665538	0.7315815030302281	0.8020744435376395	0.8981818181818182	0.8800712288890521	0.916219818163752	0.900435929683057	0.8824055975355698	0.9187375109353342	0.7735033735033735	0.7395653046572164	0.8069745441807241	0.7656935035444933	0.7264497696791807	0.8055653052084235	0.7735033735033735	0.7395653046572164	0.8069745441807241	0.7656935035444933	0.7264497696791807	0.8055653052084235	0.7656935035444933	0.7264497696791807	0.8055653052084235	0.7574664695425527	0.7153046487734672	0.7983172228764812	"{""high"": 197, ""medium"": 96, ""low"": 807}"	3	
motivating_set_B	Motivating Set B v1 (superseded)	legacy_superseded	secondary	deepcheck	DeepCheck	competitor	1100	1031	True	0.58	0.5517225473978877	0.6085796175817201	0.48577023384202045	0.46011819305796325	0.5116145292528121	0.48577023384202045	0.46011819305796325	0.5116145292528121	0.58	0.5517225473978877	0.6085796175817201	0.629345592496471	0.6025029173413542	0.6564166713859267	0.5216651665166516	0.5030291648022938	0.5419976025990074	0.5837935618331143	0.5537043648835762	0.6164536786419398	0.5216651665166516	0.5030291648022938	0.5419976025990074	0.5837935618331143	0.5537043648835762	0.6164536786419398	0.5837935618331143	0.5537043648835762	0.6164536786419398	0.3350473984808933	0.3013797729139932	0.3698892417001691	"{""high"": 197, ""medium"": 96, ""low"": 807}"	3	
