set	set_label	status	tier	subset	tool	criterion	tau	n	n_clusters	n_true_pass	n_true_fail	n_false_pass	n_false_fail	false_pass_rate	false_pass_rate_ci_lo	false_pass_rate_ci_hi	false_fail_rate	false_fail_rate_ci_lo	false_fail_rate_ci_hi
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	magicc_v3	contamination	10.0	859	859	117	742	16	4	0.0215633423180593	0.011797041983676116	0.03333333333333333	0.03418803418803419	0.007518796992481203	0.07017886513157892
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	magicc_v3	completeness	50.0	859	859	859	0	0	0				0.0	0.0	0.0
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	magicc_v3	completeness	90.0	859	859	458	401	17	18	0.04239401496259352	0.024153941795858103	0.06383250802633725	0.039301310043668124	0.02252183164759852	0.058140787890938246
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	checkm2	contamination	5.0	859	859	60	799	410	0	0.5131414267834794	0.4784250235724158	0.5496308778687209	0.0	0.0	0.0
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	checkm2	contamination	10.0	859	859	117	742	618	0	0.8328840970350404	0.8048120352813346	0.8592307360544291	0.0	0.0	0.0
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	checkm2	completeness	50.0	859	859	859	0	0	37				0.04307334109429569	0.030267753201396973	0.0570430733410943
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	checkm2	completeness	90.0	859	859	458	401	14	177	0.034912718204488775	0.01763113426072428	0.05370981492176113	0.3864628820960699	0.34187898089171975	0.43267269028598576
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	cocopye	contamination	5.0	859	859	60	799	93	38	0.11639549436795996	0.09459243726485107	0.13930781955725727	0.6333333333333333	0.508764495985727	0.7586366538952745
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	cocopye	contamination	10.0	859	859	117	742	185	42	0.24932614555256064	0.21832397080023094	0.2819208270508739	0.358974358974359	0.2704862649534781	0.4444940476190473
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	cocopye	completeness	50.0	859	859	859	0	0	81				0.09429569266589057	0.07566938300349244	0.11292200232828871
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	cocopye	completeness	90.0	859	859	458	401	0	451	0.0	0.0	0.0	0.9847161572052402	0.9723963313278711	0.9955357142857143
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	deepcheck	contamination	5.0	859	859	60	799	559	0	0.6996245306633292	0.6670807069060943	0.7303822179000733	0.0	0.0	0.0
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	deepcheck	contamination	10.0	859	859	117	742	705	0	0.9501347708894878	0.9344020855540123	0.9651974054331055	0.0	0.0	0.0
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	deepcheck	completeness	50.0	859	859	859	0	0	98				0.1140861466821886	0.09313154831199069	0.1350407450523865
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	deepcheck	completeness	90.0	859	859	458	401	1	412	0.0024937655860349127	0.0	0.007916617092306287	0.8995633187772926	0.8704083497496025	0.9260782519417909
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v5	contamination	5.0	141	141	0	141	0	0	0.0	0.0	0.0			
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v5	contamination	10.0	141	141	0	141	0	0	0.0	0.0	0.0			
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v5	completeness	50.0	141	141	141	0	0	0				0.0	0.0	0.0
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v5	completeness	90.0	141	141	3	138	14	1	0.10144927536231885	0.051094890510948905	0.15714285714285714	0.3333333333333333	0.0	1.0
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v4	contamination	5.0	141	141	0	141	0	0	0.0	0.0	0.0			
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v4	contamination	10.0	141	141	0	141	0	0	0.0	0.0	0.0			
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v4	completeness	50.0	141	141	141	0	0	0				0.0	0.0	0.0
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v4	completeness	90.0	141	141	3	138	16	1	0.11594202898550725	0.06520566155771038	0.17391304347826086	0.3333333333333333	0.0	1.0
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v3	contamination	5.0	141	141	0	141	0	0	0.0	0.0	0.0			
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v3	contamination	10.0	141	141	0	141	0	0	0.0	0.0	0.0			
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v3	completeness	50.0	141	141	141	0	0	0				0.0	0.0	0.0
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v3	completeness	90.0	141	141	3	138	8	2	0.057971014492753624	0.021735220519236792	0.10144927536231885	0.6666666666666666	0.0	1.0
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	checkm2	contamination	5.0	141	141	0	141	48	0	0.3404255319148936	0.2695035460992908	0.41843971631205673			
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	checkm2	contamination	10.0	141	141	0	141	111	0	0.7872340425531915	0.7163120567375887	0.851063829787234			
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	checkm2	completeness	50.0	141	141	141	0	0	14				0.09929078014184398	0.04964539007092199	0.14893617021276595
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	checkm2	completeness	90.0	141	141	3	138	1	3	0.007246376811594203	0.0	0.022062908496732005	1.0	1.0	1.0
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	cocopye	contamination	5.0	141	141	0	141	17	0	0.12056737588652482	0.07092198581560284	0.17039007092198485			
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	cocopye	contamination	10.0	141	141	0	141	55	0	0.3900709219858156	0.3120567375886525	0.475177304964539			
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	cocopye	completeness	50.0	141	141	141	0	0	40				0.28368794326241137	0.2127659574468085	0.3617021276595745
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	cocopye	completeness	90.0	141	141	3	138	0	3	0.0	0.0	0.0	1.0	1.0	1.0
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	deepcheck	contamination	5.0	141	141	0	141	78	0	0.5531914893617021	0.46808510638297873	0.6312056737588653			
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	deepcheck	contamination	10.0	141	141	0	141	126	0	0.8936170212765957	0.8368794326241135	0.9432624113475178			
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	deepcheck	completeness	50.0	141	141	141	0	0	45				0.3191489361702128	0.24113475177304963	0.3971631205673759
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	deepcheck	completeness	90.0	141	141	3	138	1	3	0.007246376811594203	0.0	0.022062908496732005	1.0	1.0	1.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	magicc_v5	contamination	5.0	1000	1000	54	946	13	7	0.013742071881606765	0.007291098779854622	0.022058823529411766	0.12962962962962962	0.04760044642857146	0.2222222222222222
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	magicc_v5	contamination	10.0	1000	1000	114	886	13	9	0.014672686230248307	0.006833518623617126	0.022573363431151242	0.07894736842105263	0.034173669467787146	0.13115168074184466
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	magicc_v5	completeness	50.0	1000	1000	1000	0	0	0				0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	magicc_v5	completeness	90.0	1000	1000	237	763	36	35	0.047182175622542594	0.03259377227882161	0.06274509803921569	0.14767932489451477	0.10359972041006524	0.19262295081967212
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	magicc_v4	contamination	5.0	1000	1000	54	946	13	9	0.013742071881606765	0.007322175732217573	0.02219931876908621	0.16666666666666666	0.07142857142857142	0.2727639296187681
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	magicc_v4	contamination	10.0	1000	1000	114	886	9	10	0.010158013544018058	0.004429312153014602	0.01710376282782212	0.08771929824561403	0.04064221085759246	0.14516473669699476
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	magicc_v4	completeness	50.0	1000	1000	1000	0	0	0				0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	magicc_v4	completeness	90.0	1000	1000	237	763	46	34	0.06028833551769332	0.04392764857881137	0.07692554557124517	0.14345991561181434	0.1	0.18959268042558644
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	magicc_v3	contamination	5.0	1000	1000	54	946	16	5	0.016913319238900635	0.008639308855291577	0.026233637473877268	0.09259259259259259	0.02	0.18181818181818182
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	magicc_v3	contamination	10.0	1000	1000	114	886	10	7	0.011286681715575621	0.004555679082411417	0.018436926304746897	0.06140350877192982	0.01979236758627321	0.10811373873873871
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	magicc_v3	completeness	50.0	1000	1000	1000	0	0	0				0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	magicc_v3	completeness	90.0	1000	1000	237	763	16	32	0.020969855832241154	0.0117482013533564	0.03145500786190302	0.1350210970464135	0.09561752988047809	0.17928510174548443
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	checkm2	contamination	5.0	1000	1000	54	946	289	1	0.3054968287526427	0.2750243579676003	0.33368532206969376	0.018518518518518517	0.0	0.06521739130434782
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	checkm2	contamination	10.0	1000	1000	114	886	480	0	0.5417607223476298	0.5096257302083933	0.5743327320533202	0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	checkm2	completeness	50.0	1000	1000	1000	0	0	9				0.009	0.004	0.015
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	checkm2	completeness	90.0	1000	1000	237	763	230	10	0.30144167758846657	0.268980541563323	0.33420397149095693	0.04219409282700422	0.019758970781988693	0.06896948990942314
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	cocopye	contamination	5.0	1000	1000	54	946	74	7	0.07822410147991543	0.06198325404541982	0.09554508495917806	0.12962962962962962	0.0441016624040921	0.22641509433962265
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	cocopye	contamination	10.0	1000	1000	114	886	87	7	0.0981941309255079	0.07955543988812311	0.11797928171510923	0.06140350877192982	0.023809523809523808	0.11215478315656828
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	cocopye	completeness	50.0	1000	1000	1000	0	0	42				0.042	0.03	0.055
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	cocopye	completeness	90.0	1000	1000	237	763	78	48	0.10222804718217562	0.08122404663198211	0.1238354944385322	0.20253164556962025	0.1531905309564884	0.25213675213675213
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	deepcheck	contamination	5.0	1000	1000	54	946	519	0	0.5486257928118393	0.5169482567097861	0.5776595744680851	0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	deepcheck	contamination	10.0	1000	1000	114	886	729	0	0.8227990970654627	0.7973414486240341	0.8478034069041007	0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	deepcheck	completeness	50.0	1000	1000	1000	0	0	26				0.026	0.017	0.037
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	all	deepcheck	completeness	90.0	1000	1000	237	763	155	36	0.20314547837483618	0.17554981406702713	0.23138297872340424	0.1518987341772152	0.10569105691056911	0.19736983284391235
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	magicc_v5	contamination	5.0	787	787	54	733	13	7	0.017735334242837655	0.008241193737769081	0.02767470770805284	0.12962962962962962	0.04164540816326534	0.2295397225725093
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	magicc_v5	contamination	10.0	787	787	114	673	13	9	0.019316493313521546	0.010189228529839884	0.029674692792359816	0.07894736842105263	0.03305107708982524	0.13
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	magicc_v5	completeness	50.0	787	787	787	0	0	0				0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	magicc_v5	completeness	90.0	787	787	236	551	12	35	0.021778584392014518	0.010771510202505745	0.03442489168496646	0.1483050847457627	0.10618812809359533	0.1945863604405905
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	magicc_v4	contamination	5.0	787	787	54	733	13	9	0.017735334242837655	0.008275862068965517	0.028494862028788856	0.16666666666666666	0.07017543859649122	0.2778100775193797
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	magicc_v4	contamination	10.0	787	787	114	673	9	10	0.01337295690936107	0.005822416302765648	0.022321428571428572	0.08771929824561403	0.04	0.1440677966101695
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	magicc_v4	completeness	50.0	787	787	787	0	0	0				0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	magicc_v4	completeness	90.0	787	787	236	551	18	34	0.032667876588021776	0.01838235294117647	0.047619047619047616	0.1440677966101695	0.10091550381620538	0.18846311475409835
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	magicc_v3	contamination	5.0	787	787	54	733	16	5	0.021828103683492497	0.01227830832196453	0.0326530612244898	0.09259259259259259	0.02126551418439718	0.1836734693877551
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	magicc_v3	contamination	10.0	787	787	114	673	10	7	0.014858841010401188	0.0061155097538156495	0.02457004469686784	0.06140350877192982	0.02	0.10784976152623209
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	magicc_v3	completeness	50.0	787	787	787	0	0	0				0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	magicc_v3	completeness	90.0	787	787	236	551	10	32	0.018148820326678767	0.008756567425569177	0.029574861367837338	0.13559322033898305	0.09505664142287025	0.1814516129032258
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	checkm2	contamination	5.0	787	787	54	733	275	1	0.37517053206002726	0.3414625917514236	0.409771003403252	0.018518518518518517	0.0	0.06382978723404255
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	checkm2	contamination	10.0	787	787	114	673	425	0	0.6315007429420505	0.5969845876019354	0.6692178748870822	0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	checkm2	completeness	50.0	787	787	787	0	0	9				0.011435832274459974	0.005082592121982211	0.019091486658195506
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	checkm2	completeness	90.0	787	787	236	551	125	10	0.22686025408348456	0.19160583941605838	0.2622083716242255	0.0423728813559322	0.019839309241483156	0.07017725097868638
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	cocopye	contamination	5.0	787	787	54	733	72	7	0.09822646657571624	0.07765403436578991	0.12083559782608695	0.12962962962962962	0.044404761904761975	0.22033898305084745
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	cocopye	contamination	10.0	787	787	114	673	80	7	0.1188707280832095	0.09523455741880704	0.14497096700011497	0.06140350877192982	0.02040300968872398	0.10891539153915389
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	cocopye	completeness	50.0	787	787	787	0	0	30				0.03811944091486658	0.025412960609911054	0.052096569250317665
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	cocopye	completeness	90.0	787	787	236	551	43	48	0.0780399274047187	0.05646309551296853	0.10037192322856821	0.2033898305084746	0.15486586810826822	0.258485926150121
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	deepcheck	contamination	5.0	787	787	54	733	462	0	0.6302864938608458	0.5951078592458218	0.6639234635363962	0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	deepcheck	contamination	10.0	787	787	114	673	598	0	0.888558692421991	0.863013698630137	0.9107149610979036	0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	deepcheck	completeness	50.0	787	787	787	0	0	24				0.030495552731893267	0.01905972045743329	0.043202033036848796
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	in_domain	deepcheck	completeness	90.0	787	787	236	551	81	36	0.147005444646098	0.11806522273173928	0.1755082896166176	0.15254237288135594	0.1111111111111111	0.20416888297872338
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v5	contamination	5.0	213	213	0	213	0	0	0.0	0.0	0.0			
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v5	contamination	10.0	213	213	0	213	0	0	0.0	0.0	0.0			
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v5	completeness	50.0	213	213	213	0	0	0				0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v5	completeness	90.0	213	213	1	212	24	0	0.11320754716981132	0.07511737089201878	0.1596244131455399	0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v4	contamination	5.0	213	213	0	213	0	0	0.0	0.0	0.0			
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v4	contamination	10.0	213	213	0	213	0	0	0.0	0.0	0.0			
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v4	completeness	50.0	213	213	213	0	0	0				0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v4	completeness	90.0	213	213	1	212	28	0	0.1320754716981132	0.08530805687203792	0.17926652061164255	0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v3	contamination	5.0	213	213	0	213	0	0	0.0	0.0	0.0			
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v3	contamination	10.0	213	213	0	213	0	0	0.0	0.0	0.0			
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v3	completeness	50.0	213	213	213	0	0	0				0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	magicc_v3	completeness	90.0	213	213	1	212	6	0	0.02830188679245283	0.009389671361502348	0.05188679245283019	0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	checkm2	contamination	5.0	213	213	0	213	14	0	0.06572769953051644	0.03755868544600939	0.09859154929577464			
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	checkm2	contamination	10.0	213	213	0	213	55	0	0.25821596244131456	0.20187793427230047	0.3145539906103286			
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	checkm2	completeness	50.0	213	213	213	0	0	0				0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	checkm2	completeness	90.0	213	213	1	212	105	0	0.49528301886792453	0.4265402843601896	0.5660377358490566	0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	cocopye	contamination	5.0	213	213	0	213	2	0	0.009389671361502348	0.0	0.023474178403755867			
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	cocopye	contamination	10.0	213	213	0	213	7	0	0.03286384976525822	0.009389671361502348	0.06103286384976526			
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	cocopye	completeness	50.0	213	213	213	0	0	12				0.056338028169014086	0.028169014084507043	0.0892018779342723
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	cocopye	completeness	90.0	213	213	1	212	35	0	0.1650943396226415	0.11737089201877934	0.2132701421800948	0.0	0.0	0.0
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	deepcheck	contamination	5.0	213	213	0	213	57	0	0.2676056338028169	0.215962441314554	0.323943661971831			
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	deepcheck	contamination	10.0	213	213	0	213	131	0	0.6150234741784038	0.5492957746478874	0.6807511737089202			
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	deepcheck	completeness	50.0	213	213	213	0	0	2				0.009389671361502348	0.0	0.023474178403755867
set_D	Set D (Archaea) - SUPERSEDED (training leakage)	superseded_leaky	reported	out_of_domain	deepcheck	completeness	90.0	213	213	1	212	74	0	0.3490566037735849	0.2863849765258216	0.41232227488151657	0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	all	magicc_v5	contamination	5.0	1000	785	252	748	14	9	0.01871657754010695	0.009383063980676953	0.029005980407877663	0.03571428571428571	0.014919885864793689	0.05907172995780591
set_E	Set E (realistic mixture)	current	primary	all	magicc_v5	contamination	10.0	1000	785	281	719	19	9	0.02642559109874826	0.015736766809728183	0.038135881863944954	0.03202846975088968	0.013984795692112768	0.0539568345323741
set_E	Set E (realistic mixture)	current	primary	all	magicc_v5	completeness	50.0	1000	785	1000	0	0	0				0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	all	magicc_v5	completeness	90.0	1000	785	352	648	49	62	0.07561728395061729	0.05530625529540617	0.09672764723088922	0.17613636363636365	0.1340751666405611	0.22011562013414776
set_E	Set E (realistic mixture)	current	primary	all	magicc_v4	contamination	5.0	1000	785	252	748	8	14	0.0106951871657754	0.004021313134575837	0.01847026695433648	0.05555555555555555	0.028455284552845527	0.08403900021547078
set_E	Set E (realistic mixture)	current	primary	all	magicc_v4	contamination	10.0	1000	785	281	719	15	16	0.02086230876216968	0.011251363011425592	0.032173743838104285	0.05693950177935943	0.03135616289198607	0.08497079682937003
set_E	Set E (realistic mixture)	current	primary	all	magicc_v4	completeness	50.0	1000	785	1000	0	0	0				0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	all	magicc_v4	completeness	90.0	1000	785	352	648	56	53	0.08641975308641975	0.06393423908975222	0.11026432615110542	0.15056818181818182	0.1141127201472029	0.19091164453524004
set_E	Set E (realistic mixture)	current	primary	all	magicc_v3	contamination	5.0	1000	785	252	748	12	9	0.016042780748663103	0.00789421881475342	0.02567654427092857	0.03571428571428571	0.0149812734082397	0.06093299239444007
set_E	Set E (realistic mixture)	current	primary	all	magicc_v3	contamination	10.0	1000	785	281	719	15	6	0.02086230876216968	0.010884353741496598	0.032124028206430434	0.021352313167259787	0.007167183254888457	0.039870431893687684
set_E	Set E (realistic mixture)	current	primary	all	magicc_v3	completeness	50.0	1000	785	1000	0	0	0				0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	all	magicc_v3	completeness	90.0	1000	785	352	648	15	35	0.023148148148148147	0.012326656394453005	0.03543913713405239	0.09943181818181818	0.06779661016949153	0.13461676217765042
set_E	Set E (realistic mixture)	current	primary	all	checkm2	contamination	5.0	1000	785	252	748	57	5	0.07620320855614973	0.05687335325493221	0.09563635356668139	0.01984126984126984	0.003999601593625499	0.039291713721061515
set_E	Set E (realistic mixture)	current	primary	all	checkm2	contamination	10.0	1000	785	281	719	110	1	0.15299026425591097	0.12431615925058548	0.1813112097107913	0.0035587188612099642	0.0	0.011194029850746268
set_E	Set E (realistic mixture)	current	primary	all	checkm2	completeness	50.0	1000	785	1000	0	0	5				0.005	0.000999000999000999	0.009970587737287635
set_E	Set E (realistic mixture)	current	primary	all	checkm2	completeness	90.0	1000	785	352	648	243	11	0.375	0.33594855507688437	0.41246088182437873	0.03125	0.014534883720930232	0.05056441947565542
set_E	Set E (realistic mixture)	current	primary	all	cocopye	contamination	5.0	1000	785	252	748	11	15	0.014705882352941176	0.006639666499564656	0.023905973973612864	0.05952380952380952	0.03174463447350771	0.09058794466403157
set_E	Set E (realistic mixture)	current	primary	all	cocopye	contamination	10.0	1000	785	281	719	22	14	0.030598052851182198	0.018283464893566588	0.04329019444242908	0.0498220640569395	0.025916463909164654	0.07581227436823104
set_E	Set E (realistic mixture)	current	primary	all	cocopye	completeness	50.0	1000	785	1000	0	0	11				0.011	0.005030181086519115	0.017614689226399725
set_E	Set E (realistic mixture)	current	primary	all	cocopye	completeness	90.0	1000	785	352	648	93	20	0.14351851851851852	0.1156232638888889	0.1709271821666272	0.056818181818181816	0.03370550467377963	0.08174512736083052
