set	set_label	status	tier	subset	tool	criterion	tau	n	n_clusters	n_true_pass	n_true_fail	n_false_pass	n_false_fail	false_pass_rate	false_pass_rate_ci_lo	false_pass_rate_ci_hi	false_fail_rate	false_fail_rate_ci_lo	false_fail_rate_ci_hi
set_E	Set E (realistic mixture)	current	primary	all	deepcheck	contamination	5.0	1000	785	252	748	104	1	0.13903743315508021	0.11273209549071618	0.1646431816593276	0.003968253968253968	0.0	0.012605042016806723
set_E	Set E (realistic mixture)	current	primary	all	deepcheck	contamination	10.0	1000	785	281	719	230	0	0.3198887343532684	0.28550849141508	0.3531872969801312	0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	all	deepcheck	completeness	50.0	1000	785	1000	0	0	6				0.006	0.001970346474466096	0.011100179392308554
set_E	Set E (realistic mixture)	current	primary	all	deepcheck	completeness	90.0	1000	785	352	648	231	17	0.35648148148148145	0.3176686133058514	0.3945302568014238	0.048295454545454544	0.026949966307277636	0.07161803713527852
set_E	Set E (realistic mixture)	current	primary	in_domain	magicc_v5	contamination	5.0	868	714	252	616	14	9	0.022727272727272728	0.011494252873563218	0.03488372093023256	0.03571428571428571	0.015562694175489401	0.06115291440317133
set_E	Set E (realistic mixture)	current	primary	in_domain	magicc_v5	contamination	10.0	868	714	281	587	19	9	0.03236797274275979	0.019095570213379473	0.047309822271829644	0.03202846975088968	0.013377926421404682	0.05479562527618205
set_E	Set E (realistic mixture)	current	primary	in_domain	magicc_v5	completeness	50.0	868	714	868	0	0	0				0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	in_domain	magicc_v5	completeness	90.0	868	714	351	517	29	62	0.05609284332688588	0.03725462810822653	0.07647113696224758	0.17663817663817663	0.13538397790055248	0.21984316353887398
set_E	Set E (realistic mixture)	current	primary	in_domain	magicc_v4	contamination	5.0	868	714	252	616	8	14	0.012987012987012988	0.0048	0.022807804584871638	0.05555555555555555	0.028104082998661326	0.0846774193548387
set_E	Set E (realistic mixture)	current	primary	in_domain	magicc_v4	contamination	10.0	868	714	281	587	15	16	0.02555366269165247	0.013535807380985046	0.038733730375507675	0.05693950177935943	0.03321984114760952	0.0854107734890653
set_E	Set E (realistic mixture)	current	primary	in_domain	magicc_v4	completeness	50.0	868	714	868	0	0	0				0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	in_domain	magicc_v4	completeness	90.0	868	714	351	517	38	53	0.0735009671179884	0.0512282980508584	0.09615566037735848	0.150997150997151	0.11239112132888644	0.1910500774814452
set_E	Set E (realistic mixture)	current	primary	in_domain	magicc_v3	contamination	5.0	868	714	252	616	12	9	0.01948051948051948	0.009567485312821759	0.031107844090202157	0.03571428571428571	0.014704535660418015	0.05907715014759591
set_E	Set E (realistic mixture)	current	primary	in_domain	magicc_v3	contamination	10.0	868	714	281	587	15	6	0.02555366269165247	0.01297539669632695	0.03992921960072594	0.021352313167259787	0.006896551724137931	0.03900709219858156
set_E	Set E (realistic mixture)	current	primary	in_domain	magicc_v3	completeness	50.0	868	714	868	0	0	0				0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	in_domain	magicc_v3	completeness	90.0	868	714	351	517	12	34	0.02321083172147002	0.010899521531100496	0.036893203883495145	0.09686609686609686	0.0646879448196493	0.1282085561497326
set_E	Set E (realistic mixture)	current	primary	in_domain	checkm2	contamination	5.0	868	714	252	616	55	5	0.08928571428571429	0.06578947368421052	0.11242894528718454	0.01984126984126984	0.004032258064516129	0.04
set_E	Set E (realistic mixture)	current	primary	in_domain	checkm2	contamination	10.0	868	714	281	587	105	1	0.1788756388415673	0.14770451624693456	0.21248226303875542	0.0035587188612099642	0.0	0.011152416356877323
set_E	Set E (realistic mixture)	current	primary	in_domain	checkm2	completeness	50.0	868	714	868	0	0	5				0.00576036866359447	0.0011587485515643105	0.011415851272015652
set_E	Set E (realistic mixture)	current	primary	in_domain	checkm2	completeness	90.0	868	714	351	517	160	11	0.30947775628626695	0.2704253492015623	0.35020721094073765	0.03133903133903134	0.014283685064935069	0.05
set_E	Set E (realistic mixture)	current	primary	in_domain	cocopye	contamination	5.0	868	714	252	616	11	15	0.017857142857142856	0.008156606851549755	0.02875399361022364	0.05952380952380952	0.03291843756324631	0.09125599272607042
set_E	Set E (realistic mixture)	current	primary	in_domain	cocopye	contamination	10.0	868	714	281	587	22	14	0.03747870528109029	0.02279945217648801	0.05386129107797985	0.0498220640569395	0.026309360534887718	0.07692982456140347
set_E	Set E (realistic mixture)	current	primary	in_domain	cocopye	completeness	50.0	868	714	868	0	0	11				0.012672811059907835	0.0057670126874279125	0.020666495110653625
set_E	Set E (realistic mixture)	current	primary	in_domain	cocopye	completeness	90.0	868	714	351	517	70	20	0.13539651837524178	0.10699425498105367	0.16412213740458015	0.05698005698005698	0.033423862581244204	0.08309475430394717
set_E	Set E (realistic mixture)	current	primary	in_domain	deepcheck	contamination	5.0	868	714	252	616	101	1	0.16396103896103897	0.13397844987051424	0.19547925064849686	0.003968253968253968	0.0	0.012396694214876033
set_E	Set E (realistic mixture)	current	primary	in_domain	deepcheck	contamination	10.0	868	714	281	587	212	0	0.36115843270868825	0.32116233478003553	0.4020861603539116	0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	in_domain	deepcheck	completeness	50.0	868	714	868	0	0	6				0.0069124423963133645	0.002264941606924153	0.01270244563403596
set_E	Set E (realistic mixture)	current	primary	in_domain	deepcheck	completeness	90.0	868	714	351	517	152	16	0.2940038684719536	0.2539957427612845	0.33511078968105845	0.045584045584045586	0.025495750708215296	0.06812143918751548
set_E	Set E (realistic mixture)	current	primary	out_of_domain	magicc_v5	contamination	5.0	132	130	0	132	0	0	0.0	0.0	0.0			
set_E	Set E (realistic mixture)	current	primary	out_of_domain	magicc_v5	contamination	10.0	132	130	0	132	0	0	0.0	0.0	0.0			
set_E	Set E (realistic mixture)	current	primary	out_of_domain	magicc_v5	completeness	50.0	132	130	132	0	0	0				0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	out_of_domain	magicc_v5	completeness	90.0	132	130	1	131	20	0	0.15267175572519084	0.09302325581395349	0.21804511278195488	0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	out_of_domain	magicc_v4	contamination	5.0	132	130	0	132	0	0	0.0	0.0	0.0			
set_E	Set E (realistic mixture)	current	primary	out_of_domain	magicc_v4	contamination	10.0	132	130	0	132	0	0	0.0	0.0	0.0			
set_E	Set E (realistic mixture)	current	primary	out_of_domain	magicc_v4	completeness	50.0	132	130	132	0	0	0				0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	out_of_domain	magicc_v4	completeness	90.0	132	130	1	131	18	0	0.13740458015267176	0.08333333333333333	0.19685337628251012	0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	out_of_domain	magicc_v3	contamination	5.0	132	130	0	132	0	0	0.0	0.0	0.0			
set_E	Set E (realistic mixture)	current	primary	out_of_domain	magicc_v3	contamination	10.0	132	130	0	132	0	0	0.0	0.0	0.0			
set_E	Set E (realistic mixture)	current	primary	out_of_domain	magicc_v3	completeness	50.0	132	130	132	0	0	0				0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	out_of_domain	magicc_v3	completeness	90.0	132	130	1	131	3	1	0.022900763358778626	0.0	0.05303030303030303	1.0	1.0	1.0
set_E	Set E (realistic mixture)	current	primary	out_of_domain	checkm2	contamination	5.0	132	130	0	132	2	0	0.015151515151515152	0.0	0.03817527891955369			
set_E	Set E (realistic mixture)	current	primary	out_of_domain	checkm2	contamination	10.0	132	130	0	132	5	0	0.03787878787878788	0.007575757575757576	0.07518796992481203			
set_E	Set E (realistic mixture)	current	primary	out_of_domain	checkm2	completeness	50.0	132	130	132	0	0	0				0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	out_of_domain	checkm2	completeness	90.0	132	130	1	131	83	0	0.6335877862595419	0.5454375848032564	0.7143131868131867	0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	out_of_domain	cocopye	contamination	5.0	132	130	0	132	0	0	0.0	0.0	0.0			
set_E	Set E (realistic mixture)	current	primary	out_of_domain	cocopye	contamination	10.0	132	130	0	132	0	0	0.0	0.0	0.0			
set_E	Set E (realistic mixture)	current	primary	out_of_domain	cocopye	completeness	50.0	132	130	132	0	0	0				0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	out_of_domain	cocopye	completeness	90.0	132	130	1	131	23	0	0.17557251908396945	0.10869143916413887	0.24427480916030533	0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	out_of_domain	deepcheck	contamination	5.0	132	130	0	132	3	0	0.022727272727272728	0.0	0.05263157894736842			
set_E	Set E (realistic mixture)	current	primary	out_of_domain	deepcheck	contamination	10.0	132	130	0	132	18	0	0.13636363636363635	0.0814517437145175	0.2			
set_E	Set E (realistic mixture)	current	primary	out_of_domain	deepcheck	completeness	50.0	132	130	132	0	0	0				0.0	0.0	0.0
set_E	Set E (realistic mixture)	current	primary	out_of_domain	deepcheck	completeness	90.0	132	130	1	131	79	1	0.6030534351145038	0.5151458616010854	0.6917293233082706	1.0	1.0	1.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	all	magicc_v5	contamination	5.0	1000	100	52	948	19	23	0.020042194092827006	0.01263157894736842	0.028275971341967465	0.4423076923076923	0.2727272727272727	0.6154166666666665
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	all	magicc_v5	contamination	10.0	1000	100	100	900	21	35	0.023333333333333334	0.013377926421404682	0.034600149308884616	0.35	0.24544563279857398	0.45
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	all	magicc_v5	completeness	50.0	1000	100	1000	0	0	0				0.0	0.0	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	all	magicc_v5	completeness	90.0	1000	100	445	555	63	118	0.11351351351351352	0.07598175345733778	0.152633971291866	0.2651685393258427	0.19018057907448022	0.3426090134757182
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	all	checkm2	contamination	5.0	1000	100	52	948	493	0	0.520042194092827	0.4821024197145406	0.557173327989006	0.0	0.0	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	all	checkm2	contamination	10.0	1000	100	100	900	739	0	0.8211111111111111	0.790626923750657	0.8521864991754493	0.0	0.0	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	all	checkm2	completeness	50.0	1000	100	1000	0	0	45				0.045	0.032	0.058
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	all	checkm2	completeness	90.0	1000	100	445	555	21	158	0.03783783783783784	0.020906651133537273	0.057658523908523905	0.3550561797752809	0.3078757568726244	0.4040249375960061
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	all	cocopye	contamination	5.0	1000	100	52	948	122	35	0.12869198312236288	0.10816328744746456	0.15222214943059675	0.6730769230769231	0.541625	0.7959278155706726
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	all	cocopye	contamination	10.0	1000	100	100	900	247	22	0.27444444444444444	0.24944768362775122	0.3022491507708388	0.22	0.1414141414141414	0.3100086206896551
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	all	cocopye	completeness	50.0	1000	100	1000	0	0	112				0.112	0.092	0.13302499999999987
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	all	cocopye	completeness	90.0	1000	100	445	555	0	439	0.0	0.0	0.0	0.9865168539325843	0.9748260869565217	0.9956046365914787
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	all	deepcheck	contamination	5.0	1000	100	52	948	663	0	0.6993670886075949	0.6595014884470836	0.7391315825719663	0.0	0.0	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	all	deepcheck	contamination	10.0	1000	100	100	900	840	0	0.9333333333333333	0.9111799111585973	0.953749565267795	0.0	0.0	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	all	deepcheck	completeness	50.0	1000	100	1000	0	0	139				0.139	0.115	0.164
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	all	deepcheck	completeness	90.0	1000	100	445	555	1	394	0.0018018018018018018	0.0	0.005618241035478633	0.8853932584269663	0.8502176851097194	0.9227581692501046
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	in_domain	magicc_v5	contamination	5.0	1000	100	52	948	19	23	0.020042194092827006	0.01263091552410438	0.028452503218527134	0.4423076923076923	0.2692307692307692	0.6111318407960198
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	in_domain	magicc_v5	contamination	10.0	1000	100	100	900	21	35	0.023333333333333334	0.013437474165207393	0.03474896924611906	0.35	0.24509803921568626	0.4597758620689655
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	in_domain	magicc_v5	completeness	50.0	1000	100	1000	0	0	0				0.0	0.0	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	in_domain	magicc_v5	completeness	90.0	1000	100	445	555	63	118	0.11351351351351352	0.07540394973070018	0.15724628728162296	0.2651685393258427	0.19035608191799805	0.34607586105603283
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	in_domain	checkm2	contamination	5.0	1000	100	52	948	493	0	0.520042194092827	0.48400676116088687	0.5587707242582897	0.0	0.0	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	in_domain	checkm2	contamination	10.0	1000	100	100	900	739	0	0.8211111111111111	0.7903362425513564	0.8506824829379265	0.0	0.0	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	in_domain	checkm2	completeness	50.0	1000	100	1000	0	0	45				0.045	0.032	0.058
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	in_domain	checkm2	completeness	90.0	1000	100	445	555	21	158	0.03783783783783784	0.020598288354510132	0.05871567795226746	0.3550561797752809	0.3032354797979798	0.4021182770931705
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	in_domain	cocopye	contamination	5.0	1000	100	52	948	122	35	0.12869198312236288	0.10642501802451335	0.15116523353527456	0.6730769230769231	0.55	0.7969531249999996
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	in_domain	cocopye	contamination	10.0	1000	100	100	900	247	22	0.27444444444444444	0.24917272690150308	0.30186976476915256	0.22	0.1391304347826087	0.3076923076923077
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	in_domain	cocopye	completeness	50.0	1000	100	1000	0	0	112				0.112	0.091	0.133
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	in_domain	cocopye	completeness	90.0	1000	100	445	555	0	439	0.0	0.0	0.0	0.9865168539325843	0.9753363228699552	0.995575221238938
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	in_domain	deepcheck	contamination	5.0	1000	100	52	948	663	0	0.6993670886075949	0.6599772764627608	0.7380724983357363	0.0	0.0	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	in_domain	deepcheck	contamination	10.0	1000	100	100	900	840	0	0.9333333333333333	0.9115693572211016	0.9535937185914343	0.0	0.0	0.0
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	in_domain	deepcheck	completeness	50.0	1000	100	1000	0	0	139				0.139	0.114	0.164
set_C_clean	Set C-clean (Patescibacteriota, held-out test split)	current	primary	in_domain	deepcheck	completeness	90.0	1000	100	445	555	1	394	0.0018018018018018018	0.0	0.005639097744360902	0.8853932584269663	0.8466538461538462	0.9188011939831591
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	all	magicc_v5	contamination	5.0	1000	100	62	938	11	9	0.011727078891257996	0.005341880341880342	0.018332195567791948	0.14516129032258066	0.057692307692307696	0.24562122519413282
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	all	magicc_v5	contamination	10.0	1000	100	113	887	21	12	0.02367531003382187	0.01473922902494331	0.03295642213708841	0.10619469026548672	0.05	0.1730867346938775
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	all	magicc_v5	completeness	50.0	1000	100	1000	0	0	0				0.0	0.0	0.0
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	all	magicc_v5	completeness	90.0	1000	100	224	776	53	62	0.06829896907216494	0.04871794871794872	0.0888038237657527	0.2767857142857143	0.20772056368129302	0.3521865295031055
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	all	checkm2	contamination	5.0	1000	100	62	938	296	0	0.31556503198294245	0.2723403110184825	0.357909604519774	0.0	0.0	0.0
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	all	checkm2	contamination	10.0	1000	100	113	887	507	0	0.5715896279594137	0.5252193913475677	0.6175502878316681	0.0	0.0	0.0
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	all	checkm2	completeness	50.0	1000	100	1000	0	0	6				0.006	0.001	0.014
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	all	checkm2	completeness	90.0	1000	100	224	776	207	7	0.2667525773195876	0.22738873778891505	0.3075035699714401	0.03125	0.01287416088918235	0.055058613659531026
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	all	cocopye	contamination	5.0	1000	100	62	938	60	9	0.06396588486140725	0.043617021276595745	0.08846046910024072	0.14516129032258066	0.06346726190476194	0.23880597014925373
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	all	cocopye	contamination	10.0	1000	100	113	887	85	9	0.09582863585118377	0.07059461805555556	0.12625726666372747	0.07964601769911504	0.033326446280991746	0.1308411214953271
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	all	cocopye	completeness	50.0	1000	100	1000	0	0	30				0.03	0.014	0.05102499999999986
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	all	cocopye	completeness	90.0	1000	100	224	776	68	40	0.08762886597938144	0.0667552225249773	0.11065573770491803	0.17857142857142858	0.09417040358744394	0.26956882554573336
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	all	deepcheck	contamination	5.0	1000	100	62	938	508	1	0.5415778251599147	0.5015773844294265	0.5813008219792009	0.016129032258064516	0.0	0.05263157894736842
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	all	deepcheck	contamination	10.0	1000	100	113	887	752	0	0.8478015783540023	0.8143039753359492	0.8785220029314517	0.0	0.0	0.0
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	all	deepcheck	completeness	50.0	1000	100	1000	0	0	12				0.012	0.001	0.027
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	all	deepcheck	completeness	90.0	1000	100	224	776	139	33	0.1791237113402062	0.14652956298200515	0.21316714365489314	0.14732142857142858	0.0853054002932863	0.21962616822429906
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	in_domain	magicc_v5	contamination	5.0	1000	100	62	938	11	9	0.011727078891257996	0.005387786041720798	0.01818181818181818	0.14516129032258066	0.05357142857142857	0.24615384615384617
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	in_domain	magicc_v5	contamination	10.0	1000	100	113	887	21	12	0.02367531003382187	0.014856295813650434	0.033185840707964605	0.10619469026548672	0.04672897196261682	0.17188140368852456
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	in_domain	magicc_v5	completeness	50.0	1000	100	1000	0	0	0				0.0	0.0	0.0
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	in_domain	magicc_v5	completeness	90.0	1000	100	224	776	53	62	0.06829896907216494	0.04956444719113846	0.0883160437426933	0.2767857142857143	0.20351740672878255	0.3561153097446466
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	in_domain	checkm2	contamination	5.0	1000	100	62	938	296	0	0.31556503198294245	0.2736954206602769	0.3607279199870195	0.0	0.0	0.0
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	in_domain	checkm2	contamination	10.0	1000	100	113	887	507	0	0.5715896279594137	0.5262554561535231	0.6188901728673432	0.0	0.0	0.0
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	in_domain	checkm2	completeness	50.0	1000	100	1000	0	0	6				0.006	0.001	0.014
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	in_domain	checkm2	completeness	90.0	1000	100	224	776	207	7	0.2667525773195876	0.22383013949556152	0.3062067680381633	0.03125	0.012395418834812776	0.05504587155963303
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	in_domain	cocopye	contamination	5.0	1000	100	62	938	60	9	0.06396588486140725	0.0431476236758041	0.08851588427069779	0.14516129032258066	0.0625	0.24193548387096775
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	in_domain	cocopye	contamination	10.0	1000	100	113	887	85	9	0.09582863585118377	0.06900452488687783	0.12747420187036437	0.07964601769911504	0.03305558078285351	0.1348390525356817
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	in_domain	cocopye	completeness	50.0	1000	100	1000	0	0	30				0.03	0.014	0.052
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	in_domain	cocopye	completeness	90.0	1000	100	224	776	68	40	0.08762886597938144	0.06439381495639708	0.10955722210807478	0.17857142857142858	0.09880866225018094	0.2677951831819573
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	in_domain	deepcheck	contamination	5.0	1000	100	62	938	508	1	0.5415778251599147	0.5	0.5834251974775668	0.016129032258064516	0.0	0.05454545454545454
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	in_domain	deepcheck	contamination	10.0	1000	100	113	887	752	0	0.8478015783540023	0.8143844427221854	0.8803286631288015	0.0	0.0	0.0
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	in_domain	deepcheck	completeness	50.0	1000	100	1000	0	0	12				0.012	0.001	0.027
set_D_clean	Set D-clean (Archaea, held-out test split)	current	primary	in_domain	deepcheck	completeness	90.0	1000	100	224	776	139	33	0.1791237113402062	0.14304457675885443	0.21204609670583455	0.14732142857142858	0.08368166223431255	0.21545745138068115
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all	magicc_v5	contamination	5.0	5000	2586	1566	3434	44	68	0.0128130460104834	0.009374340319662245	0.016529205733134936	0.04342273307790549	0.03188693848869967	0.055557417336907944
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all	magicc_v5	contamination	10.0	5000	2586	1696	3304	62	71	0.018765133171912834	0.01430744680127119	0.02341727544561436	0.04186320754716981	0.031764468142915364	0.053563219433402934
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all	magicc_v5	completeness	50.0	5000	2586	5000	0	0	0				0.0	0.0	0.0
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all	magicc_v5	completeness	90.0	5000	2586	2297	2703	182	366	0.06733259341472438	0.05656766389954938	0.07942141716760148	0.15933826730518066	0.13783830755604742	0.1812169590682299
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all	checkm2	contamination	5.0	5000	2586	1566	3434	905	5	0.26354105998835176	0.24148348446088458	0.28511894105583874	0.0031928480204342275	0.0006451508912044258	0.006402151186778231
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all	checkm2	contamination	10.0	5000	2586	1696	3304	1503	1	0.45490314769975787	0.4268048174301177	0.4818733748577496	0.0005896226415094339	0.0	0.0018138121959194778
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all	checkm2	completeness	50.0	5000	2586	5000	0	0	78				0.0156	0.011904521889400922	0.019600273290864553
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all	checkm2	completeness	90.0	5000	2586	2297	2703	500	192	0.1849796522382538	0.16731952210104026	0.20256994630081612	0.08358728776665215	0.06795469372961219	0.09925737174080639
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all	cocopye	contamination	5.0	5000	2586	1566	3434	194	94	0.056493884682585906	0.046839678612411575	0.06650619667360767	0.06002554278416347	0.0467165575993397	0.07369168821374704
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all	cocopye	contamination	10.0	5000	2586	1696	3304	366	64	0.11077481840193705	0.09698121730127057	0.1261779710837062	0.03773584905660377	0.02802623732856291	0.047475961538461536
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all	cocopye	completeness	50.0	5000	2586	5000	0	0	205				0.041	0.03395196727768589	0.04851293010089177
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all	cocopye	completeness	90.0	5000	2586	2297	2703	187	527	0.06918238993710692	0.05907508714662798	0.07918493427523017	0.22942969090117546	0.19600572668857605	0.2615468673587203
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all	deepcheck	contamination	5.0	5000	2586	1566	3434	1407	2	0.4097262667443215	0.3843836671177899	0.4340039448616606	0.001277139208173691	0.0	0.0032321666530689937
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all	deepcheck	contamination	10.0	5000	2586	1696	3304	2148	0	0.6501210653753027	0.6243551149392341	0.6735472740088017	0.0	0.0	0.0
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all	deepcheck	completeness	50.0	5000	2586	5000	0	0	184				0.0368	0.02928402448861937	0.044466752731627
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	all	deepcheck	completeness	90.0	5000	2586	2297	2703	402	464	0.14872364039955605	0.13269942044291547	0.1640798825865189	0.2020026121027427	0.17152579623132974	0.23201572538171614
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	E_in_domain	magicc_v5	contamination	5.0	4868	2515	1566	3302	44	68	0.013325257419745608	0.009850086424086772	0.01718115489535612	0.04342273307790549	0.032300531860447027	0.05565984738542203
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	E_in_domain	magicc_v5	contamination	10.0	4868	2515	1696	3172	62	71	0.019546027742749054	0.014876543209876547	0.024574669187145556	0.04186320754716981	0.03112326035003866	0.05312995202380383
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	E_in_domain	magicc_v5	completeness	50.0	4868	2515	4868	0	0	0				0.0	0.0	0.0
POOLED_leakage_free_5_sets	POOLED: set_A_v2, set_B_v2, set_C_clean, set_D_clean, set_E	pooled	pooled	E_in_domain	magicc_v5	completeness	90.0	4868	2515	2296	2572	162	366	0.06298600311041991	0.051881673037571865	0.07517479131839924	0.15940766550522648	0.13726909463483708	0.18102317781516813
