dataset	completeness_band	tool	n	comp_mae	comp_bias	cont_mae	cont_bias	r2_note	denominator
strain_madness	80-90	DeepCheck	106	21.82788436370622	-21.82788436370622	5.164955656483488	5.164955656483488	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	80-90	MAGICC_V5	106	1.5318142773411385	-1.106345757452076	0.6305907116037737	0.6305907116037737	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	90-95	CheckM2	59	10.122103550502347	-10.122103550502347	5.527796610169492	5.527796610169492	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	90-95	CoCoPyE	59	4.862650093503057	4.862650093503057	21.16407098506393	21.16407098506393	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	90-95	DeepCheck	59	14.514919898820674	-14.514919898820674	4.8615422168020475	4.8615422168020475	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	90-95	MAGICC_V5	59	2.6990244718663052	-0.7562236521972628	0.6838781378644068	0.6838781378644068	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	95-100	CheckM2	218	1.9516208121856484	-1.5893781330929808	2.2609633027522937	2.2609633027522937	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	95-100	CoCoPyE	218	0.9256307529149542	0.8807433498494408	4.585581947291588	4.585581947291588	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	95-100	DeepCheck	218	3.3351435823109763	-3.335141005351437	1.6838936548714245	1.5908786312702599	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	95-100	MAGICC_V5	218	1.0896055871686974	0.8830739861730746	0.7274844311926605	0.7274844311926605	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
